,Unnamed: 0,tweet,class_multi,class_binary
9924,9924,vse najbol smilj naj te vedno spreml božji blagos in marij varstv,0,0
9925,9925,ni bilo potreb ker so tam že 60 let,0,0
9926,9926,definitivno so zlo dobri ljubimci sam majo pa eno težavo,0,0
9927,9927,ponavl ko sicer dobri strokovnjak postan ekscentrič politič aktivis so družb najbol nevarn knafel in brecel sta na žalost že medijs izpri za ostal še ne vem politič aktiviz rk tudi dr noč v svoji izjav na pop ni zanik košir se spreneved,0,0
9928,9928,še enkrat zadnjič v upanj končn razrešit enigm pazlj branj torej evo vam bicikl pa se gonit,1,1
9929,9929,zapre hahahh a spet nisi vzel tablet ki so ti jih predpis,1,1
9930,9930,kapo dol s svojim trudom in delom uspeš doseči točno to kar si si zamislil zaželel bravo,0,0
9931,9931,kolik časa že pišem da moram to krizo izkoris za preči nikol več ne dovol da se nam ponov via,0,0
9932,9932,padec prvega najdenega meteorita v sloveniji ponovno aktualen,0,0
9933,9933,sloven žensk reprez v odbojk sede bo ob 16 uri v halifax igral prvo tekmo kvalifik za paral igre v tokiu tekmi naših deklet bodo kanad v živo na gremo deklet sloparavolley slovevolley,0,0
9934,9934,njihov navod se v ničemer ne razlikuj od naših in svetov kolikor lahko jaz preber ni probl prepoznav simpt ampak predvs splošn klima meni se to ne more zgod kultur objem poljub pri pozdrav in nespo navod oblas,0,0
9935,9935,bist vpraš za preced pa je kako bo to vpliv na št všečk na instag,1,1
9936,9936,sedaj bojo vidli da najbol kar lahko levi ponud je ista katastrof od vlade ki je padla,1,1
9937,9937,ne spet vedno je bila pri vladah ki jih vodi sds dobi pa se pouspesek na zalost,0,0
9938,9938,mg in sid banka bosta msp velik podjet ponud finanč produk v višin 800 mio 200 mio novih oz prilagoj produk ter 600 mio obstoječ produk obstoječ produk v oblik posoj v sektor turiz so že na voljo,0,0
9939,9939,je prvič po sezon 2002 03 ostal brez osmin final v evrops pokal uefa konec niza arsoly,0,0
9940,9940,mesec skri se na mesec da bo v sloven mir pred tako nesposob ljudm kot ste ti in tvoji je lepo biti poslan na mesec posprav 5000 v zep in ti se boris za renve my ass,1,1
9941,9941,uporabnik naših mobiln storit ki se v sloven vrnej iz tujin prejm smsspor s kater minist za zdrav rs državl opozar na preven ukrep za zajezit širjen koron virus,0,0
9942,9942,isti jaz samo jaz v tisin poprav sam bi kosil ne pizdi zaj,3,1
9943,9943,telefon za psihol podpor ob epide koroc korošk region stiči nevlad organiz,0,0
9944,9944,nič takeg ni ampak celje je majhn in če se zgodi kak umor ali dva to statistič hitro da visok povpreč umori v sloven so zelo pgost povez z nasilj med bivši partner nevarn ni celje nevarn je družin nasil,0,0
9945,9945,grški košarkar zvezdnik giannis antetokoun je doživel napad hekerj ki so se polast njegov račun in objav žaljiv vsebin,0,0
9946,9946,ne moreš biti izvolj zato da izključuj tiste ki so na volitvah dobil 1 4 glasov in so največ stran v dz odloč so volil in to voljo je potreb upošt ne pa neke osebn kapri sedaj pa se nekater ne bi več igral in bi kar na volitv otroč,0,0
9947,9947,pomeš je res vendar z maska je bilo nekaj narob to pa z njegov enoumj nima povezav nam je znano glede njegov desk vse,1,1
9948,9948,hm ko je bila na oblas levic niso 1500 medic sestr izpač dodat niti niso plačal prelet f16 torej kam je izgin denar levic,0,0
9949,9949,še enkrat poserj se na vas in vašeg predsed ne bomo pozab kakšen je bil vaš odziv v prvih dneh upam da boste za to odgovar,1,1
9950,9950,a misli da sem jo prisil verjet je zid še malo topel zato se je nasedl gor,0,0
9951,9951,bremz je še posebej pomemb ker iz faze zanik saj je samo gripa prehaj v fazo jeze šarec ni nič nared janša ne testir dovolj mular se zbira na igrišč,0,0
9952,9952,proti si ker si proti zakaj že ne delaj se nekeg demokr v resni pa si ultra anarhis slabš je bolje je za nas samo da pride na oblast pa makar preko vseh hrbtov,1,1
9953,9953,dusevn moten a se ti zdi to primer komunik,0,0
9954,9954,obvezn se ustav v logat tam je g zupnik zelo prijaz in odprt,0,0
9955,9955,levic po svoje prever recept z lažmi ustvar svojo paralel resni tudi s pomoč medij v državah s prijatel režim vedo da so napred svobodomisel ljudj največ nevarn njih oblas a ne bodo ustav dobr in resni,1,1
9956,9956,lepe h drugač ne bi nihče opazil če ne bi prečes vseh žensk v sloven in izbral tisto pravo lepo h,1,1
9957,9957,skupin na fb coron največ prevar stolet je imela dva dni nazaj 500 lajkov danes ima že jurja dezinfor se širij hitre kot virus ljudj bodo umrli zarad tega ki sicer ne bi sodno pregan,0,0
9958,9958,je na obzorj čudežn vrnit italij sky poroč da si marc marquez želi vrnitv že ta konec tedna ko bo v jerez na spored druga dirka sezon,0,0
9959,9959,ali mu je polic vršil vpogled v njegov kartotek ali mu ni sezna vpogled sestav polic sama tista ki je vpogled vršil so ga obvest da so na sezna tudi drugi jh sezna je zahtev jh s svojo emšo dš zakaj so na sezna tudi drugi jh,0,0
9960,9960,opozor sloven polic spletn goljuf izkor težke razmer nastal zarad koronavirus,0,0
9961,9961,to je trump trdil da belil čistil direkt v žilo uniči coron,0,0
9962,9962,dogodek bodeč neža x wow ter z njim zmagov izjav bodečanež je za namipridruž se nam lahko tudi jutri na uradn otvorit festiv 21 rdeče zore in razstav razkr tanči tišin ob 18 00 v galer alkatraz,0,0
9963,9963,ne preveč spinat klarič se mu bo zvrtel v glavi,0,0
9964,9964,živim v neki drugi držav kjer so voditel res fejst za pogled in tudi ne kvas takih na tv pa še brez maske lomas,1,1
9965,9965,par dni nazaj mi je nekdo razlag da je pizzag končn prišel v sloven fejsbuk,0,0
9966,9966,f1 f1si helmut marko o aferi ferrar ultim se izteč danes,0,0
9967,9967,kako so pripor je in to nekdo ki je do sedaj imel monopol nad dobav ventilator je res kredib aaaa,0,0
9968,9968,širim obzor in razbij mite 1 guren niso škrti fokus na umank umetn usilen j u gurenci2 škrt je verjet germaniz sluven besed je wohrn3 sploh je pa pravil termin preudarni,0,0
9969,9969,katol cerkev ne katol katol praznik ne katolič katol svetnik ne katolič,0,0
9970,9970,nisem nič rekel da ne smeš sam vpraš zakaj bi podpir plačan če bi bili novinar bi pisal resni in skrbel za anomal v družb da izgin tako pa jih pomag soustvar in to zame nikol ne bodo novinar,1,1
9971,9971,roko na srce so taki delovn vikend za uppermid in exec manag class v korpor sektor nekaj povse normal zakaj podobn praks niso sprej za predstavnik ljudst prepu bralc za vajo,0,0
9972,9972,požarepor kdo so zarotnik proti na vrhu simonovič pogačar stankovič in neffat spodaj pa policis in več,0,0
9973,9973,tako bi tudi tam vladal klave tito bi res to privo trža furlan prebiv julij in koroš,1,1
9974,9974,jaz imam neko rešit predel tiskalnik za print fotke na majic svetl in temne,0,0
9975,9975,najbol da neprek odstop in potem čez 14 dni ostop preklič pa bo vse vredu a ne,0,0
9976,9976,ena najlep sten na svetu ki sta jo kurty in schauer pred 35 leti premag v plezal podvig stolet v njej je leta 1995 žal izgub življ naš plezal as slavk svetičič,0,0
9977,9977,se pravi niso dali v karant lj ampak za začetek kar celo vlado rs,0,0
9978,9978,konec prveg polčas brez zadetk po prvih 45 minutah,0,0
9979,9979,skrajn desni je tista ki ne bo talal milijon pristop za neke brezvez raziskav ko takol straš s skrajn desni so zadaj milijon našeg denar,1,1
9980,9980,bandel je v teh časih itak oči slepeč blisk razum že pred dnevi je mel en jako lucid tvit uglavn jst vem koga bom volil listo marka beton 30,0,0
9981,9981,nisem vedel da imam oprav z cistun ne smem sled koga hocem ne smejo mi drugi sled ojoj to pa ni dobro sem vec kakor bos kdarkol ti postal nikol se ne spravljaj na ljudi ki jih ne poznas usoda je cudna da pa nisi v stanj napis 1 sameg normal odgovor,1,1
9982,9982,tov gantar eno hipotetič vpraš na nasled volitvah močno zmaga desni sloven se pridruž višegraj skupin kaj bi ti nared v tem primer,0,0
9983,9983,jaz sem po nekaj epizodah odneh unpopular opinion,0,0
9984,9984,ko protikoron ukrep in nase spost leteh javno pohval tujin,0,0
9985,9985,podalj ali sklenit zavar naši zavar zastopnik so vam tudi v teh časih na voljo na daljav poklič na brezplač števil 080 22 40 ali pišit na grawe več ostanid,0,0
9986,9986,tu si lahko ogled tudi fotogalerijo z včeraj protes shoda fotograf je polon avanz fotogalerija šarec spet aktiv svojo hišno televiz pop tv v živo prena protivlad protes,1,1
9987,9987,letal iz največ mamilar in mafijs sredi tako eno na pol ure,0,0
9988,9988,tega pa ze dolgo nisem uzrl so vsi prerjavel v prah,0,0
9989,9989,planet mednarod kolesar zveza prekin vse aktivnos,0,0
9990,9990,in ti bodo prvi dan sprostit priprav in bodo delal o tem jaz govor hvala da se strinj,0,0
9991,9991,izvaj pohodn na izbran osnovn šoli s prilagoj progr z nižji izobraz standar,0,0
9992,9992,pripadnik sloven vojsk sploh sme imeti orožj dajte še malo na to temo ker vi to zagot najbol veste,0,0
9993,9993,dr tramp misli po eni stran razum mask ni in reče da jih ne potrebuj do trgov lekarn itd potem pa mladi zdravnik poved o maskah tole,0,0
9994,9994,ki se je predstav,0,0
9995,9995,premier janša ob dnevu državnos moč narod ki je enoten je moč ki je neustav,0,0
9996,9996,twiter mi je blokir račun ker sem objav posnet o turšk nato vojsk kako v sirij seka glave kurdo igre prestol se nadaljuj,0,0
9997,9997,danes hoj rjove da ima polic vse posnet in naj vse kršitel kaznu pa da vidim,0,0
9998,9998,na prste za preštet tiste z neko dodan vrednos vse ostal za kozlat,0,0
9999,9999,sej ukrep ni probl sploh ko koali partner nimaj hrbten ampak vpras je ali je vse skupaj ekono vzdrzn in ali bodo in prevzel krivd ce bomo sli po poti grcij v prezadol in bankrot,1,1
10000,10000,tretj udare za šmarc in to usodn udare mu bo pa zadal nataš ko ga bo odpik potem bo pa spet una dobra k je doma baba je žaba žaba pa čvovk ni je strošk sam bit pa mora eto,1,1
10001,10001,ljubez zapelj je mnogo manj prefin odkar so arhitek v stanov uvedl hodnik temu bi pritrd jeanfrancois de bastid franc rokokoj pisec ki nam je zapust enega najbol nenavad literar spojev arhitektur in erotik,0,0
10002,10002,čist iz firbc sem šel postal to catwo pa proti mojim pričak sploh ni tak nedolž,0,0
10003,10003,vidva kar pojdit iskat jugoslav ni potreb da smradit po slo,1,1
10004,10004,iransk oblas razočar zarad nespo pravil social distan,0,0
10005,10005,jasna meja na morju ce bi se to zgodil med slo in hr potem bi bila vsa nesoglas resen,0,0
10006,10006,pravil bravo koali glede na to da ste jih v opozi priprav so bi sklep verjet neuporab najverjet pa idiot,1,1
10007,10007,a nimat slik dokaz vi trdit da so množi ne jaz,0,0
10008,10008,kangler je bil v več kot20 primer spozn za nedolž po taki izkušn se človek lahko upravič boji sodni pa čeprav je dokaz nedolž takih kangler je pri nas velik,0,0
10009,10009,2 sodel z nemci v wwii je videl kot prost trg če ne bi pomag jaz bi pa kdo drug torej bolje da sem sam kot jud ki se je predstav kot kristj jemal premož od njih kot pa kdo drug prost prevod,0,0
10010,10010,kolumn suzan žilič fišer bi šli zarad v prisp v zapor rabim sredst za vsebin v javne interes kultur to ne more biti prepu trgu pa obstaj boljš poslov model,0,0
10011,10011,jemlj če pripel s koles do gor,0,0
10012,10012,nič bati janša eno poje iz opozi ko pride na oblast pa nič od nič bomo videl kako bo hermetič zaprl meje se spomn njegov 101 rešit za sloven potem je v letu dni zamenj imena na treh vojašnicah in padel,1,1
10013,10013,ko desničar primit zmanj argum žalij in ker so desničar se najprej spotak ob sogovornik etničn identitet ki domnev ni sloven tudi če ni v čem demant to kar je zapis državl,1,1
10014,10014,nujno smo potreb tudi teš 6 vsi vemo za kaj pa se kar gradi ga junak ki bi ustav to norij,0,0
10015,10015,me zanim za kaksn svobo se bori v svici zivec maja schelker,0,0
10016,10016,peka zemlj smooth sadna solat izdelk za velko noc ipd,0,0
10017,10017,nisem prehit časa čas je zamuj josip urban vedno tole je iz 1987,0,0
10018,10018,preprič pritož zarad grožen s smrtj v resni pa gre za metaforič parol iz zgodov na ozadj najbol žaljiv medij v vsej naši zgodov ter ob ugla zboru bataljon obsed trolov ki zares groz s strelj in drugi uničev je res nična,1,1
10019,10019,roza svojev psihop v bivši smodn v kamnik prired predstav nekak seans brez repa in glave in temu je sledil kronan pv marjan šarca,1,1
10020,10020,komunik mora tudi sprem opozi in javni medij,0,0
10021,10021,hja zakaj ne ne morej zbole ali ker nisi v blizin,0,0
10022,10022,a kdo ve kaj se vozi se c17 iz madžar v mb ne prvič,0,0
10023,10023,ob vseh ukrep proti virus pa ta novinar očita vladi da je drago ure porab za vsa drugo verjel sem da so novnar bolje obvešč,0,0
10024,10024,meni se pokaž prvo če nisem na vpnju drugo pa če sem na vpnju ki pride ven v srbij,0,0
10025,10025,biciklar priha čas ko bomo tudi mi glasn poved svoje brez skrbi,1,1
10026,10026,njet to zgled kot ai govorn filter z wifi kontrol gremo v korak s časom,0,0
10027,10027,praks prijav se do 30 junij te zanim kako deluj evrop parla na praks lahko pridob izkušn o odloč proces v eu in delu v mednarod večjezič okolj več infor in prijav,0,0
10028,10028,ta vlada se obnaš kot pirom bo druga gasil požar,1,1
10029,10029,bodim si na jasne oborož enote speci polic v daleč pretir količinah niso razporej po ulicah ljublj zarad nevarnos s stran mirnih protestnik ampak so tam zato da fascin voliln bazo sdsa,1,1
10030,10030,tega pozna v celju kreten makedon ki pa se mora izdaj za največ domoljup kompen in vritoleznik jj in gorenak isti kot uni bolnik darko bulat,1,1
10031,10031,specializ državn tožil je po poro pop tvja zoper janez janšo vložil tožbo za odvze premož nezakonit izvor po neurad podatk gre za skoraj 400 000 evrov tega verjet pri vas v sds ne prizn,0,0
10032,10032,ne vedno če ukrep pravočas in odstr povzročitel nasil prepreč eskal ali je bilo to v tem primer upravič je pa drugo vpraš,0,0
10033,10033,pusti zdaj to kako kislo se jaz smeje njeg duhovitos zna zbost,0,0
10034,10034,mnogo jih sprem mnenj v mlados liber danes socialis v srednj letih fiskal desničar danes socialis,1,1
10035,10035,delit et al dopovej ljude naj se izogib vsem razen najbljiž in vsemu česar so se ti dotakn čas je za panik ker sicer bodo še kar vsi po bifej,0,0
10036,10036,mene so ukinil na mmc pa je tam polno bolj nestrp vsebin tudi zato podpir petic v,0,0
10037,10037,hotel sem samo prenes video iz mineapolis kjer njihov zupan joce nad zlato krsto krimin in sem vpras kdo je jokal za dvema nordij ne krimin turist ki sta bili brutal umorj v marok zarad njiju ni nihce protes pa tudi jokal ne dvojn meril,0,0
10038,10038,o vi ferdin ste pa znanst pristop mama je ponosn na vas srp v roke pa pivčev pomag,1,1
10039,10039,in kdo ti bo rekel ne ne smeš nihče so ti pa dali začud pogled,0,0
10040,10040,če spimo manj kot 5 ur na noč se za 4 5krat poveč verjet za udelež v promet nesrečič ostan budni več kot 24 ur se vedem podobn kot če bi imeli v krvi 1 0 g l alkoholaz vidik zaspanos za volan 5do 6krat bolj tvega da bomo udelež v promet nesreč,0,0
10041,10041,nob psihi mir pa v kot klali ste nenor nena nas manipuliraj ce ne bi bilo nob ne bi govor slovenskot je ena velik laz in to zelo velik laz kako to da moja oma v avstrooger govor sloven v vasi sfrj je bil v slo srbohrvas matern jezik sem se zmotil,1,1
10042,10042,tam še nikol ni delov logik kar obupaj želja bo izcuz do kosti vsak ki si bo upal prestopit mejo občin,1,1
10043,10043,seved z mačko nisem počel ničesar kar bi mu škodil obratn prav prijaz žverc je ampul smo tudi poskus ampak zaenkr imamo boljš izkušn z ovratn,0,0
10044,10044,če sem jim želel pomag prebrod težke čase in stresn situa težav s samopodob in nihan razpolož ter pri tem ohran zdrav pamet sem moral razv nova znanj in biti bolj potrpež kot kadarkol starš najstnik neprez,0,0
10045,10045,in v mirnodob času močno precen v korist manipul,0,0
10046,10046,sestrič imajo mlečn izdelk za dnevn updat poglej njihov fb kmet kastel žonta,0,0
10047,10047,je šarec dal kake droge v krofe jezus kristus ne ustav se nadaljuj je to mar vse,1,1
10048,10048,k o mi taki tipi dvign pritis ejjj ko pa rabij predavatel za medic fakultet in zdravnik ob pomanj kadrof pa jim niso balkan mater p s sled spodnj tw,0,0
10049,10049,ni prav tako dejan ampak so si pa čisto sami krivi s svoji vsakod levičar provok z denarj vseh državl tako da mi je vseen,1,1
10050,10050,pometaj pred svoji prago kjer vam leži za 70 let svinjar,1,1
10051,10051,celotn meste so za potreb sneman zgrad v manj kot mesec dni,0,0
10052,10052,tuja lastn misli da to placuj ljudj ki placa v prispevek torej,0,0
10053,10053,da bi bog dal da jih nikol več ne bi bilo nazaj da bi mi ostal lahko vendar že enkrat zadih s polni pljuč,1,1
10054,10054,bolj natanč zaved da z masko ščiti druge in da to deluj samo če jo pravil nosim vsi da z drobc kolekt duha in empat lahko premag vse kar se nam obeta ključn stvar ki je ta zanikr vlada ne zna skomun strokovnjak pa tudi ne,1,1
10055,10055,od nove vlade pricakuj pospesit 3 razvoj osi ker jj se mora tudi cijazit po ta stari cesti silver,0,0
10056,10056,temu se v njihov jezik reče negat rast samo da je rast pa je v redu,1,1
10057,10057,tu je imel mirov pravi in lahko se vrne na mors ali sv kjer je bil zapos pred odhod na vlado,0,0
10058,10058,opa kaj pa zdaj danes je temačn dan za levičar črna sreda,0,0
10059,10059,čas je za zaostrit zakonod na področ ilegal migra ki postaj vse pomembnej del organiz krimin združb,0,0
10060,10060,včasih ko si bil ti še pred fazo plaval so bli televizor še dokaj majhn zaslon v ogromn lesen ohišj pol so ratal še manjš za v kuhin na pult sicer velik ekran je bil mit da smo mislil kaj le bomo enkrat imeli,0,0
10061,10061,poroč s prešer harmonikar je prišel posnet filthy animal štromajer v črni antif majčk,0,0
10062,10062,imate doma osnovnošol dijak so za izziv da v teh dneh sami priprav kosil za celo družin za idejo kaj priprav prever zbirk recept sloven osnovnošol dober tek ostanitezdrav ostanited,0,0
10063,10063,zakaj meni se zdi pa zelo posre primerjav,0,0
10064,10064,v nebo nad parla je na en mah poletel jata papirn letal,0,0
10065,10065,spočij se ker vem da je bilo naporn biti pv in enostav ste moral odstop bi vas bilo zanim opazov sedaj ko so dejan pomemb,0,0
10066,10066,ta dezerter klovn šarec je res ena mental retard pokve pravi da bi z udelež na proslav izkaz legit vladi jj ta mental spaček oziro člove škis karikatur niti ne ve kaj sploh pomen legit ta mental škis je bil pv le kakšn bebci so ga volil,1,1
10067,10067,japon so ga brcnil ven iz služb ostal mu je samo firmi wiener z 2 funta letn promet,1,1
10068,10068,vaše roke bodo spet krvav sramot kaj propag,1,1
10069,10069,ta teden se res pozna sicer promet in zased parkir v stegnah sta že tam na 75 normal,0,0
10070,10070,redno opazuj kaj se dogaj z zaposlit ljudi ki se ne strinj s pukl kreten in nihče se ne zgraž tako močno kot v primer ko služb izgub gnoj ki je ne le sramot podjet v kater je zapos sramot je za člove,1,1
10071,10071,to naj sami isti rešuj kar so zavoz v naj sami sreba svojo zanič kašo je že davno tega zapis kafka,1,1
10072,10072,ooo hvala me vesel bom predal tud thomas kompl hvala,0,0
10073,10073,vse ob istem času do sekund isto 38 krat v eni sekund,0,0
10074,10074,oportuniz in nastop bi rekel kakšn je bilo mnenj počiv jesen 2018,0,0
10075,10075,in kakšn so kazni če se izogn karant mar ni obvezn karant za vse ki prid iz tujin,0,0
10076,10076,precej evrop covid19kaos v več državah eu omejit ukrep za domač hkrat pa predlag amnest za nezakon migran,0,0
10077,10077,če so nevlad organiz ne smejo dobit niti evra iz proračun prostovol prisp fizičn oseb zanje pa naj so oprošč davka,0,0
10078,10078,minist za delo odstop z mesta podpredsed in izstop iz strank se ni strinj z vstop v vlado,0,0
10079,10079,v sloven odkar je postal naš evrop komisar zanj še nismo slišal v času covid19 slo in eu potrebujet polno angaž tega resor leynov obupal,0,0
10080,10080,kar se mene tiče nisem nikogar prosil da mi pomag izraz sem zgolj svoje viden mnenj odziv nervoz mi pa le dokaz da razmi v pravo smer,0,0
10081,10081,res ni društv je pa sindik ki je tudi člans organiz združ fizičn oseb nismo velik falil,0,0
10082,10082,glej ga zlomk kaj nared lockdown vi že en mesec razmi o mojih nogavicah a vaša partner to ve,0,0
10083,10083,notran minister aleš hojs danes obisk metlik,0,0
10084,10084,1 5 m razdal med učenc bi bilo možno doseč v učilnicah v zelo starih šolah v sodobn cca 8x8m ali malo več je to nemog,0,0
10085,10085,včeraj si trdil da imaš najra svinjs jetra no saj vem da so te zalot ko si gledal skozi okno k sosed ki so jedli čokolešnik,0,0
10086,10086,potem pa bodit konkret in ne delat škode tisti upravnik ki delaj dobro stanj se izbolj ker je na trgu več izbir,0,0
10087,10087,res je jaz se za vsak slučaj pridn vsako jutro obrij če pogrebnik slučaj ne bodo imeli dovolj časa,0,0
10088,10088,še vi si privo kaj podobn npr v wcjih nad pisoar,0,0
10089,10089,a bi vi levičar norci kaj dobr nared za sloven kar znate je lagat širit sovraž zavaj vas ni nič sram se zjutraj lahko pogled v ogled brez da bruhat podlež,1,1
10090,10090,paket ukrep je vreden približ 2 milijar evrov,0,0
10091,10091,žal zaenkr niso znali odgovor niti na enega vedo le da so proti ne vedo pa kdo bo potem plačev za njihov social,0,0
10092,10092,ona je bila ubijal židin kaj smo pa mi isto židje če ne zmore obsodit umorov in že 75 let gleda da nam vlada moril in nj potom kdor zagovar zločin je isto zločin žid,1,1
10093,10093,od petzvez hotel na obali v kater bo unovč bon sta ga ločil dobri dve uri vožnj z avtobus prvič v življ bo preno zdoma vijug po črnok ovink je zajetn telo ne najbol fit petdesetlet nepres metal iz težiš 1 2,0,0
10094,10094,vlada nam je dala pravil infor da je virus le zgolj lažniv potez in pretvez janšev gnojn in kamanp proti narod vsak dan zavaj ne vse mogoč način raje nared deretiz podgan v mestn kanalizacijah kot pa nad ljudm,1,1
10095,10095,čudna neka ta sloven polic zapir stark ki prebir ustav in na prost izpušč voznik cister ki v držav prišver več deset migran,0,0
10096,10096,pa saj vlada vlada ker je na oblas kako naj sedaj vladaj vladaj ugrab oblast help me i am stupid,0,0
10097,10097,prav imaš zabluz sem obe cifri sta cfr zavedel si me s to smrtnos d,0,0
10098,10098,glede na sodbo esčp bi bilo verjet smisel da varuh sprož ustrez postop pred domač ustavn sodišč in da končn enkrat za vselej s stran ustavn sodišč izvem kaj točno pomen famozn člen glede pitne vode v ustav zdi se da si ga vsak razlag po svoje,0,0
10099,10099,pa normal da gres kake pa mas kdo je ona,0,0
10100,10100,funkcion nepis si 20 let delovn dobe ce po 3 letih ni napred niti malo je nekaj hudo narob z njeni delom,1,1
10101,10101,ti si pod b torej si tehnič gledan od 8 5 2020 ostal brez prof nič več tvit tvit ne ne ne delat si še na naši plačil listi tvitan pa ti mi nebom plačev tvitaj ti doma med prost časom ko boš pa bogat kot trump boš pa lahko tvital kadarkol,1,1
10102,10102,tega odgovor od teh umazan nikol ne bo,1,1
10103,10103,če je to najbol kar premor smo gotov 2 miljon nas je in jajo nas bo skreg do konca tako kot trump amerik deli in vladaj to je janša povej mi kaj je lahko slabš od tega,1,1
10104,10104,demokr se zatir sistematič pa ne zgolj z njene stran,1,1
10105,10105,prihaj k nam po valov trenut tekoč,0,0
10106,10106,pol pa je najbol primer za pomoč v domov za starej,0,0
10107,10107,izdatna pomoč soustanovitelja twitterja doniral bo slabo milijardo evrov soustanovitel twitter za boj proti covidu19 namen dobrih 900 milijon evrov,0,0
10108,10108,papež frančišek ob smrti georg ratzinger izraz sožal benedik xvi,0,0
10109,10109,svetuj venezuelosocializ v praks super,0,0
10110,10110,moja infor povse drži še vedno čakam da pojans kje si ti videl števil pet v zvezi z družin,0,0
10111,10111,izrekel ga je dolgolet direktor infek klinik avtor števil znanst del in strok člank,0,0
10112,10112,tega sem enkrat spozn od blizu take it as an answer veš kaj še vedno stvar percep iz štart ti nekaj ni dano in mogoč na vse gleda kot dar težje je ko imaš vse in ti je potem to odtegn,0,0
10113,10113,nisem gledal utrip kar koli sem pisal je bila splošn raven tako da zdaj v sprehod v globin vidim da nisem na isti valovn dolžin,0,0
10114,10114,vem misli da sta dva že doma dva prihaj danes dva sta ostal tam,0,0
10115,10115,zakaj lgbt aktivis ki kažej očitn znake psihiatrič bolezn vedno rinej v delo z otroc,1,1
10116,10116,kdo pa ne gre v bunker ob letals napad,0,0
10117,10117,sem levičar in hodim tankat k hofer kjer je cena 0 970 hvala vladar,0,0
10118,10118,vse športn aktivnos ki vključuj distan vsaj 2m so po novem dovolj,0,0
10119,10119,skrbi me tudi načeln brezbriž popul ki je isto paničaritenek posmeh ki je posled izkriv dejst,0,0
10120,10120,vsi ali samo tisti ki smo imeli v šoli najvi ocene,0,0
10121,10121,končn spet mal akcij fishinglif fishingfamily,0,0
10122,10122,jože p damij biti desni razumnik mar ta termin ni bistr nesmisel minist pod janšo mu torej ni zamegl razum nasprot,0,0
10123,10123,na koga potem ljubez naslov to vpraš ni brez veze,0,0
10124,10124,hudo kje si to da ste tik ob morju in je dovolj za kužke jaz vedno iščem kake podobn lokacj,0,0
10125,10125,brez nasil lahko se prines pivo pa čebul banan ali golaž drug ne,0,0
10126,10126,obračun z dragh dedišč to bo gotov imelo precej posled za nemšk ustavn sodi je progr ecb iz leta 2015 za nakup državn obvezn delno v nasprot z nemšk ustav,0,0
10127,10127,fishin fishingt fishingfamily ribnik preser,0,0
10128,10128,rezult dela vlade bonitet agenc in eu sloven napoveduj hitro okrev in šest odstot gospodar rast via,0,0
10129,10129,razpolag kdo s konkret podatk na šs so bili vedno pravi komsomol,0,0
10130,10130,ko s šolam povez poslu tudi taka navod pripor pristoj za šolstv nijz da učenc in dijak obrazn maske šala rute podobn oblik zašč ni treba uporab v matičn učiln in učni skupin se vpraš od kod so prevzel te nevarn strok nasvet,0,0
10131,10131,ne ločit med siste in predsod,0,0
10132,10132,island z global oglaš akcij turi vabi v svojo prelep pokraj ta je kot prav zarad svoje odmaknjenos idealn za sproš jeze,0,0
10133,10133,nimat se glih radi in kar tam ostant do cepiv,1,1
10134,10134,seved ne bo proti tem ukrep saj pa ve da so v večin v vardi njeg volil jih kar nekaj pozna iz varde pa za vse se ve da so desno usmerj eni so celo pravi rasis,0,0
10135,10135,po zaprtj gostin lokal so se vrabc vrnil k svoji naravn prehr in redni vadbi kar jim očitn dobro dene,0,0
10136,10136,svoj ne dam tujeg nočem ni vse tuje sloven je moja hvala vladi rs za bon izkoris ga bom z veselj čeprav sam ker me je življ pripel do samostojnos nekaj privar bom tudi zaprav thx,0,0
10137,10137,mene kot ne njihov volil nsi sem imel občutek da jim je hrbten ojačal pa jim ni,0,0
10138,10138,vsak dan je 8 marec pravi je za vse ali pa je ni,0,0
10139,10139,čeprav so češnj doma v gorišk brdih najde po njih poimen kraje povsod drugod po sloven naštel smo 28 črešnj krajev v vseh skupaj živi približ 5 000 ali 0 2 prebiv sloven podatkisozakon,0,0
10140,10140,polic o tem ne bo obvešč še manj o rezult samo položn za kazen napiš sodnik,0,0
10141,10141,ne morte tko zaključit full ste dbest ekipa in bi bilo res bedno da zadev probad ker je ldgd res fajn,0,0
10142,10142,grčij omeju giban prosil za azilpolitič kriza na kosovuevrop centr banka priprav bilijon paket pomočioff,0,0
10143,10143,že dnevnik v šoli so suhopar ampak tale jih pa preka pa šolsk vsaj držij,0,0
10144,10144,no ampak na volitv vedno pride vsaj 40 ljudi za uspe refer pa se zahtev le 20,0,0
10145,10145,univerzitet raziskav dejans umrlih v najbol prizadet krajih severn itali marca prejšn leto števil smrti 3 504 letos poskoč na 8 560 držav ital prizn samo 1 866 covid19 umrlih zaklj držav prikaz samo 26 6 dejans,0,0
10146,10146,virus se je možno izogn z izola bolez ni nujno smrtn pred leftar se ne moreš izolir s svoji masovn medijs agitprop bombar narod in mu perej možgan,1,1
10147,10147,in indij podobn svetov in coach,0,0
10148,10148,in potem bomo takrat vsi v trgov po moje obsta kakšn boljš rešit,0,0
10149,10149,a na karnev v benetkah je tudi šel,0,0
