,hate_speech,offensive_language,class,tweet,is_offensive,is_hate
9492,0,1,0,good day honki i said good day honki,0,0
9493,0,2,1,good evenink honki,1,0
9494,0,0,0,good even charli and friend,0,0
9495,0,3,1,good lord i never met a bitch like thi befor,1,0
9496,0,3,1,good luck come to see us in vega that is where all the bitch are at,1,0
9497,0,0,0,good morn charli,0,0
9498,0,3,1,good morn monday i have my truck money full tank and i did not do ani homework your my bitch monday,1,0
9499,0,0,0,good morn twitter make today a posit one if you can not do that beat up as mani meaniefac as possibl also i hate flappi bird,0,0
9500,2,0,2,good morn coon,0,1
9501,1,2,1,good morn ig give you white trash bodi turntup webad wepretti gayvega,1,0
9502,0,3,1,good morn you hoe ass nigga pimp c voic,1,0
9503,0,1,0,good old charli wwc,0,0
9504,0,0,0,good pick bird,0,0
9505,0,3,1,good pussi chang ya life,1,0
9506,0,3,1,good they trash nigga ate most of my chip ahoy cooki and the cooki have not been in the hous 20 hour yet,1,0
9507,0,3,1,good thing about you hoe you are not hoe forev ur expir date will come to,1,0
9508,0,3,1,good thing my brother love me more than all you bitch thoo he woke hi ass up after work all night to drive me to school that is love,1,0
9509,0,4,1,good weed bad bitch got these hoe on my dick like brad pitt,1,0
9510,0,0,0,good she is a ghetto thug so fpd just arrest for be in the street ferguson,0,0
9511,0,0,0,goodby hop plant time to dink you love it,0,0
9512,0,0,0,goodby x young dolph featur trinidad jame shi glizzi,0,0
9513,0,3,1,goodmorn bitch ladykimora sandiego water front san diego,1,0
9514,1,2,1,goodmorn uu bitch ass nigga,1,0
9515,0,6,1,goodnight bitch with a lisp,1,0
9516,1,2,1,goodnight my real niggabitch,1,0
9517,0,3,1,goodnight pretti bitch n real nigga fuck da rest,1,0
9518,0,3,1,goofi ass lmfaoo make a niggah laugh,1,0
9519,0,0,0,gorgeou calico main coon cat,0,0
9520,0,3,1,got 1 babi mama no bitch no wife,1,0
9521,0,3,1,got 2 bad bitch with me molli and aquafina,1,0
9522,0,3,1,got a badass bitch just bouncin on my dick,1,0
9523,0,3,1,got a bitch so bad you can not afford to fuck,1,0
9524,1,2,1,got a coupl thou den i get a coupl shooter fa dat coupl thou mane my nicca will shoot ya,1,0
9525,0,3,1,got a iphon for busi but the sidekick is for the bitch,1,0
9526,0,3,1,got a lil bitch from the 916,1,0
9527,0,7,1,got a new bitch and she got ass lookin at my ex like yeah i know you mad,1,0
9528,0,3,1,got a red ass bitch wid a red ass pussayyy,1,0
9529,0,3,1,got all the black bitch mad cuz my main bitch vanilla,1,0
9530,0,6,1,got anoth nigga bitch in my bed right now,1,0
9531,0,0,0,got chunki marmalad today of a great custom for my servic over the past 2 yr postietweet servicematt,0,0
9532,0,3,1,got damn man hung tf over like a bitch,1,0
9533,0,1,0,got damn the laker trash,0,0
9534,0,3,1,got good pussi but ion eat her tho,1,0
9535,1,2,1,got hit on by a 70 yr old crippl think even if i were to accept your sexual advanc there would not be much you could do about it,1,0
9536,0,2,1,got ketchup on my swim trunk sum bitch,1,0
9537,0,3,1,got my mind made nicca fuk you pay me,1,0
9538,0,3,1,got my own place pay my own bill rent 2 job tf am i worri about a next bitch for,1,0
9539,0,3,1,got my shit chang doe find the pw now bitch haha,1,0
9540,0,1,0,got my van on my pocket chunki,0,0
9541,0,3,1,got myself a new job bitch,1,0
9542,0,4,1,got one bitch in economi and one bitch back in coach,1,0
9543,0,3,1,got the vector job bitch,1,0
9544,0,6,1,got these hoe lurkin got these niggah talkin,1,0
9545,0,3,1,got thi bad spanish bitch,1,0
9546,0,0,0,got to 18 on flappi bird,0,0
9547,0,0,0,got to 8 on flappi bird can you say happiest girl on earth,0,0
9548,0,3,1,got uh bitch dat set it off like jada pickett,1,0
9549,0,3,1,got up to get food drop a fruitsnack and my dog went ape shit and woke the whole hous up,1,0
9550,1,2,1,got ya cracka spic chink and carpet rider but no nigga mlk are not fight for noth gimmeablackemoji,1,0
9551,0,3,1,got you are bitch panti niagra fall,1,0
9552,0,3,1,got your bitch over here comb my hair for me,1,0
9553,0,3,1,got your bitch with me right now,1,0
9554,0,3,1,gotchya bitch,1,0
9555,0,0,0,got to bad red bone that look someth like ashanti,0,0
9556,0,3,1,got to bitch with some church chicken thigh,1,0
9557,0,3,1,got to go get a haircut as soon as possibl tomorrow are not no bitch look at me right now and today they all wa out the frustrat,1,0
9558,0,0,0,got to keep the sox down while they are down redsox yanke mlb,0,0
9559,2,0,2,got to love redneck loud stupid stubborn and full of schitt,0,1
9560,0,0,0,got to love the undignifi sprint across the yellow light to transfer buse becaus the first one wa dawdl,0,0
9561,0,3,1,got to miss call from yoooo bitch,1,0
9562,0,3,1,got to put it back in rotat are not heard you sayyou lil stupid ass bitch in a minut fam you slackin lol,1,0
9563,0,3,1,got to question the nicca stand next to you cut them off,1,0
9564,0,3,1,got to smile dat drive bad bitch crazi,1,0
9565,1,5,1,got to watch these hoe,1,0
9566,0,2,1,gov rick scott kick charli crist ass,1,0
9567,0,3,1,gov rick scott kick charli crist ass,1,0
9568,0,0,0,graham cracker and hazelnut coffe are my fave,0,0
9569,0,0,0,grandma homemad potato soup an old fashion simpl chunki potato soup like grandma made wit,0,0
9570,0,0,0,grandma macon is a rinki dink mosquitofil copinfest swamp lmao,0,0
9571,0,3,1,grant bitch more than a 14 year old white bitch,1,0
9572,0,3,1,grat to hay still a bitch though,1,0
9573,0,0,0,great lead battl and then ricki hit danica for a yellow oh boy nascar,0,0
9574,0,0,0,green grass and tree trash,0,0
9575,0,3,1,greink you sneaki son of a bitch you,1,0
9576,0,3,1,gresham road soldier bouldercrest soldier and i told my bitch to quit me becaus i am never gone propos,1,0
9577,1,2,1,grow up just becaus a nigga ha hoe doe not mean he doe not love you,1,0
9578,0,3,1,grow up bitch,1,0
9579,0,1,0,grr woke up ickblah congest ew chunki bloati gross miss the gym 1 12hr wait for the dr boo friday whineytweet,0,0
9580,1,2,1,grusti hoe,1,0
9581,0,3,1,gtta fli bitch and she stand out,1,0
9582,0,3,1,gucci cut throat use to stay next door hi kenfolk limousin bitch pour up ya rent money,1,0
9583,1,2,1,gucci feel like jeezi pussi outchea you tri to kill me and wa not success nigga lucki gucci are not tri to down him,1,0
9584,0,3,1,gucci fuck a lot more famou bitch but he the type to not have to speak on itwond who open their mouth,1,0
9585,0,3,1,gucci mane on a bitch,1,0
9586,0,3,1,gudnight keep that pussi tight,1,0
9587,0,0,0,guess i will have to add robin william right next to charli chaplinnow adam sandler remain my onli favorit comedian left,0,0
9588,0,3,1,guess who just got an apart in downtown columbu that is right bitch you guess it thi guy,1,0
9589,1,2,1,guess who is a littl bitch,1,0
9590,0,3,1,gum drop look bitch comment on peopl look,1,0
9591,0,3,1,guy tweet i want to eat some pussyfollow repli fact girl tweet i want to suck some dickfollow repli hoenot fair,1,0
9592,0,3,1,guy now and day act like they do not care becaus pussi is easi but that is not the onli thing that matter,1,0
9593,0,3,1,guy say bro befor hoe i say food befor dude,1,0
9594,0,3,1,guy so quick to talk shit to a bitch they would kiss ass to,1,0
9595,1,2,1,guy that struggl to get pussi are the main nigga that bad talk women he could get more pussi if he can learn how to stfu and chill,1,0
9596,0,3,1,h8 fake bitch,1,0
9597,0,3,1,haha if ani of you bitch even think about attack me in the elev,1,0
9598,0,3,1,hahahaha i am so happi that bitch just spilt all her coffe everywher,1,0
9599,0,3,1,hahahahahaha 1st i stop swimmin den i fuq ur bitch,1,0
9600,0,1,0,hba trash,0,0
9601,1,0,0,hot isi social media photo laugh jihadi get babi to kick sever head warn graphic lnyhbt tgdn,0,0
9602,2,4,1,hot isi social media photo laugh jihadi get babi to kick sever head warn graphic tcot pjnet,1,0
9603,1,1,0,hot isi social media photo laugh jihadi get babi to kick sever head warn graphic tcot pjnet,0,0
9604,0,0,0,how deep fri sweet tea on a graham cracker crust at state fair of texa via,0,0
9605,1,5,1,hyster call bho a monkey northkorea may be a bunch of asshol but that comment made me belli laugh,1,0
9606,1,2,1,ha bill bellicheck would not give an interview what a pussi hey bill karma a bitch,1,0
9607,0,3,1,ha bitch,1,0
9608,0,3,1,ha dat bitch in jail,1,0
9609,0,6,1,ha who can get the pussi quicker these day,1,0
9610,0,3,1,ha you a lone hoe,1,0
9611,0,3,1,had to block that bitch soooo annoy,1,0
9612,1,2,1,had to chang my shit up on you hoe,1,0
9613,0,2,1,had to do anoth phone sweep aka delet these hoe from my contact,1,0
9614,0,6,1,had to get that hoe shit off my tl,1,0
9615,0,2,1,had to touch a yung nicca up real quicc last nite,1,0
9616,0,3,1,had yo main bitch gettin high,1,0
9617,0,3,1,hah a big lol to all the tacki faggot,1,0
9618,1,2,1,haha i will shoot you and that bitch i guess my gun is bi,1,0
9619,0,2,1,haha tanaka went yanke so sorri bum,1,0
9620,0,3,1,haha a privat industri birthday is need to all who have celebr our bday the past month i can not wait for our i see you nig lol,1,0
9621,0,3,1,haha bitch ass gucci,1,0
9622,0,3,1,haha i call my girl a bitch onli cuz she call me one,1,0
9623,0,2,1,haha macklemoor wa just on my ferri boat bitch that black caddi,1,0
9624,0,2,1,haha niggah gave up can not keep up with me loser,1,0
9625,0,0,0,haha yanke fan are bent out of shape about the hu27l graphic,0,0
9626,0,3,1,hahah it funni how all the littl dumb hoe want to follow you nigga just to be all up in your ass like bitch the fuck you kreepen fo,1,0
9627,0,3,1,hahaha i see you niggah,1,0
9628,0,3,1,hahaha i am fuck weak he use to abus thi pussi lmfao,1,0
9629,0,3,1,hahaha high school what a joke more like fake bitch an dumb nigga gather here,1,0
9630,0,3,1,hahahaa so peopl can not parent differ twitter is fuckin trash ahahahha,1,0
9631,0,2,1,hahahaaha my teacher just real these thot she said you need to stop act ghetto becaus it not cute,1,0
9632,0,3,1,hahahaha fuck pussi,1,0
9633,1,2,1,hahahaha manziel is a faggot and the brown will ruin him win win for me,1,0
9634,0,3,1,hahahahaa fuckin crow look bitch,1,0
9635,0,2,1,hahahhahaa your boyfriend trash ma stop tryna convinc yourself otherwis in these tweet,1,0
9636,0,3,1,hair pull dure sex is just a way of let her know that her pussi is good,1,0
9637,0,2,1,haley wa call a raghead accus of adulteri and she skyrocket in the poll you all think sheheen did not notic that,1,0
9638,0,3,1,half of you all hoe anyway so the one with thigh gap get a friend without them have a nigga fuck you all both and ask him who got better pussi,1,0
9639,0,6,1,half these bitch be playin becaus but i am far from a lame,1,0
9640,0,3,1,half these femal with these twitter name like eat my pussi are not even about that life bro,1,0
9641,1,2,1,halloween is a hoe holiday,1,0
9642,0,3,1,halloween over and bitch still play role,1,0
9643,0,0,0,hand me a brew and i will chug it,0,0
9644,0,3,1,handicap sticker bitch i park where i want,1,0
9645,0,3,1,hang out with guy doe not make you a hoe,1,0
9646,0,3,1,hang with daney and ari today my bitch,1,0
9647,0,3,1,hang with my bitch i could not be more happi thegoodlif,1,0
9648,0,3,1,happi 18th to these main bitch take it easi on the cig,1,0
9649,0,3,1,happi bday ya bitch you,1,0
9650,0,3,1,happi birthday hoe i will alway love you even if we go a year without talk bc you are petti you are still my sister,1,0
9651,0,3,1,happi birthday nigguh keep your blunt fat and your cup fill,1,0
9652,0,3,1,happi birthday to thi fag,1,0
9653,2,1,2,happi columbu day even billmah like cocain and columbu what the fuck is wrong with you liber fuckin moron retard,0,1
9654,0,2,1,happi columbu day just be glad we wa not usin weavetrip to rope the sail serious thogt that shit would be wiggergt,1,0
9655,0,3,1,happi easter you dirti son a bitch nfg wge findtheegg eggsareinherass,1,0
9656,0,3,1,happi friday bitch kimorablac,1,0
9657,0,2,1,happi bday i love you my nigguh livinglegend,1,0
9658,1,2,1,happi birthday i love you faggot,1,0
9659,0,0,0,happi birthday bird,0,0
9660,0,3,1,happi birthday bitch,1,0
9661,1,2,1,happi birthday fag love ya,1,0
9662,0,6,1,happi birthday littl bitch boy,1,0
9663,0,3,1,happi birthday nig miss your black ass tu,1,0
9664,0,3,1,happi birthday pop aka old negro spiritu aka the man who said i wa an accid 64 never look so,1,0
9665,0,2,1,happi birthday to liter the craziest bitch i know i am so happi i am relat to you,1,0
9666,0,3,1,happi birthday to my bitch i had to tow is botch ass car love you cuz,1,0
9667,0,0,0,happi birthday to my pop old negro spiritu is 64 today lol,0,0
9668,1,2,1,happi birthday to the biggest retard out there you are my favorit retard though happi birthday nig,1,0
9669,2,1,2,happi birthday to thi coon ass nigga buckciti,0,1
9670,2,1,2,happi first day of colleg nigger,0,1
9671,0,0,0,happi hangov bloomington btown iubb iu indiana hoosierdaddi hoosiern hoosier the resurrect is now complet ncaa big10,0,0
9672,0,3,1,happi thi nigga nick old i onli like red bone ass is watch thi,1,0
9673,0,3,1,hardli ever sober bitch i parti till it is over,1,0
9674,0,1,0,harlem world trash interest,0,0
9675,0,3,1,harri must thincc i am the bitch he can fall bacc on ah sum boi byeeeee,1,0
9676,0,4,1,harvard got the worst hoe cheerlead in america,1,0
9677,0,0,0,ha anyon ever purchas basebal field dirt i realli want dirt from stadium for my grandfath grave weirdtweet,0,0
9678,0,3,1,hate a bitch that is alway in some mess,1,0
9679,0,2,1,hate a hoe that think relationship are season winter comin let me get me a boyfriend sound dumb as hell,1,0
9680,0,3,1,hate aw they gym cunt in ma year i would rather eat like a pig and drink like i have got a problem,1,0
9681,1,2,1,hate dat hoe,1,0
9682,0,3,1,hate on what bitch,1,0
9683,1,2,1,hate that bitch ray donovan wife is piss me off,1,0
9684,2,1,2,hate thi dyke,0,1
9685,0,4,1,hate when i am in a girl citi call her then she call back after i am on the plane bitch foh,1,0
9686,1,2,1,hate when bitch get boyfriend then forget all about you like you wa not there befor they got togeth,1,0
9687,1,2,1,hate when bitch talk like they rey fuck your brain out then be like i am just filrt lmao fuck you bitch,1,0
9688,0,6,1,hate when bitch tryna put you in the friendzonebitch i am tryna score put me in the endzon,1,0
9689,1,2,1,hate when bitch with long hair decid to get a haircut nothin good ever come out of that,1,0
9690,0,3,1,hate when hoe tri to lead you on naw like lil bitch i am coool,1,0
9691,0,3,1,hate when my hoe get out here an start actin singl smh dezhoesaintloy,1,0
9692,0,3,1,hate on me then bitch what is good,1,0
9693,0,2,1,hat off to all hoodrat chick from the ghetto who have anxieti attack at formal event,1,0
9694,0,0,0,have they seen planet of the ape brazil ha the highest number of monkey speci of ani nation in the world with 116,0,0
9695,2,1,2,have you eva ask a nicca where dey got sum fake design frm,0,1
9696,0,1,0,have you ever pop champagn on a plane while gettin some brain whip it out she said i never seen snake on a plane,0,0
9697,0,3,1,have you ever slap a bitch for give you a big hickey wiggi wiggi wiggi,1,0
9698,0,3,1,have you ever thought a bitch wa wet as fuck but woke up the next morn realiz that she wa just on her period,1,0
9699,0,2,1,have you heard guala shit featur chasedadoerofmeand the boy big by joseph chase rinch on soundcloud,1,0
9700,0,0,0,have you hug a wackobird today,0,0
9701,1,0,0,have you notic all the ghetto peopl name their kid after car merced lexu repossess,0,0
9702,0,3,1,have not talk to my bitch in a while lol,1,0
9703,0,3,1,have them hoe get old well it ha gotten old alreadi,1,0
9704,1,2,1,have a new boyfriend everi month doe not mean you are gorgeou it mean you are easi and retard,1,0
9705,0,3,1,have a bitch are not goofi have bitch dat are not loyal is,1,0
9706,1,2,1,have a bitch come in handi dure time like thi,1,0
9707,1,2,1,have hoe not cool that one will be better than all them thot,1,0
9708,1,2,1,have sex with a guy will not keep him around for you dumb hoe who think that there is plenti pussi just got to have a guy who will not give in,1,0
9709,0,3,1,have spent the whole of catch fire tell the bitch next to me to put her phone away i am now battl the mass so i can buy milk,1,0
9710,0,6,1,hayfev is a cunt,1,0
9711,1,2,1,hazel e look like a bird her and kaep prolli relat by nose and shit,1,0
9712,0,0,0,hazlenut coffe and graham cracker everi morn,0,0
9713,0,2,1,he a hoe fa that incred vagina is rare ever attach to an incred woman god ha a weird sens of humor,1,0
9714,2,1,2,he are not shit girl he a bitch made nigga,0,1
9715,0,3,1,he be like bitch dontouch my braid,1,0
9716,1,2,1,he better choos up cuz are not no bitch checcin a nigga that she do not fw for be wit other bitchesthat do not even sound right,1,0
9717,0,3,1,he bring the hoe out on twitter nigga got magic power who is,1,0
9718,0,3,1,he call me a bitch and he said he wa chang do you call that chang i do not think so how about you go fuck yourself piss,1,0
9719,0,3,1,he call me just to say he wa delet my number bitch pleas,1,0
9720,1,5,1,he could be right ani hoe they had in the 11wd nigga from the hood ran thru them,1,0
9721,0,3,1,he did dat headband shit on purpos now the whole spur team fuckin up lookin at thi weird lookin nicca,1,0
9722,1,2,1,he die for a reason i did not follow you back cuz you fat bitch foh larg hoe jesu are not pleas fam,1,0
9723,0,3,1,he doe lmao sean payton been had hoe lol,1,0
9724,0,6,1,he doe not like you ya stupid bitch he like ur vag idiot haha goingtogethurtagain,1,0
9725,0,6,1,he do not even follow hi bitch,1,0
9726,0,0,0,he get thi bratti attitud from brittani and it for the bird,0,0
9727,0,6,1,he got chan tatum as hi bitchi am out,1,0
9728,2,7,1,he got a cousin name jason that rock da gari paytonnow da same triflin bitch an hiv patient,1,0
9729,0,3,1,he got hoe for sell shop with him lmfao trekgang,1,0
9730,0,6,1,he ha hickey on him an it like yeah bitch that is mine and he is like not even tri to hide them make me feel good about life,1,0
9731,0,3,1,he hit me with if i tell you who i am fuck you can not say shit bitch but her head game on point rn,1,0
9732,0,2,1,he is realli on my line sing negro spiritu,1,0
9733,0,3,1,he lucki he got a bitch that know how to cook clean wash everyth,1,0
9734,0,0,0,he may be the presid but that doe not necessarili mean he is in the sole posit of power in regard to make such decis,0,0
9735,0,3,1,he need too we win titl when he smack hoe big ben gone smack anoth hoe after thi lost sorri,1,0
9736,0,0,0,he never repli to my ask about hi call me a redneck,0,0
9737,0,4,1,he onli favorit your tweet about him to keep hi other hoe happi,1,0
9738,0,3,1,he prolli gone laugh n say thi bitch crazi,1,0
9739,0,3,1,he pussi whip without get the pussi rare lmao he got to snap out of it,1,0
9740,1,2,1,he run hi mouth just like a bitch i had to cut them off,1,0
9741,0,3,1,he said bitch boy,1,0
9742,0,0,0,he said caprisun and zebra cake,0,0
9743,0,3,1,he said get up bitch that is not pg frohorsemen,1,0
9744,0,3,1,he said soul patch bitch lmaoooo,1,0
9745,0,3,1,he said that bitch look like a pray manti tho ctfu,1,0
9746,0,3,1,he said we gon be pay a bitch rent i am not even tryna buy her an extra sweet and sour sauc at mcdonald,1,0
9747,0,0,0,he so trash cari williamsc got carri lol,0,0
9748,0,3,1,he sound like a bitch,1,0
9749,0,3,1,he trash in concert anyway dude you all fraud as hell if you all go to jcole concert and you do not fw hi music,1,0
9750,0,2,1,he wa talk about i am on one lol how wa that even possibl when i wa on a cruis ship with no phone servic negro,1,0
9751,0,3,1,he went and got that bitch,1,0
9752,0,3,1,he is a bitch,1,0
9753,0,1,0,he is a pretti damn good actor but as a gay man it is awesom to see an openli queer actor given the lead role for a major superhero film,0,0
9754,0,3,1,he is bitch keep look at mesh choos or nah,1,0
9755,0,3,1,he is go to be someon is bitch he bought to catch hell in cell block d they fuck up men who are rapist and child molest,1,0
9756,0,3,1,he is like 30 someth year old talk back to my mom take my uncl truck without permiss like bitch you need to fucken relax,1,0
9757,0,3,1,he is make sure if it is ok for the bitch,1,0
9758,0,0,0,he is trash tho it 10 million naira if you want me on your song wizkid via,0,0
9759,0,0,0,he is trash he said he is not do collab for anyth less than 10 mil naira like booyyyyyi,0,0
9760,0,3,1,head straight to the top bitch,1,0
9761,0,0,0,hear the bird on the summer breez i drive fast,0,0
9762,0,3,1,heard i fuck with them bitch now you mad trip,1,0
9763,0,3,1,heard some good news today and all i got to say is karma is a bitch,1,0
9764,2,1,2,heard that bitch gtta thang for them boss nigga,0,1
9765,0,3,1,heard them hater talk i heard them bitch fuck i must be do someth right,1,0
9766,0,3,1,heard you got to new bitch see ya postin up thinkin that it is make me sick,1,0
9767,1,2,1,heartless ass niggah,1,0
9768,0,3,1,heartless ass niggah but who is not now aday,1,0
9769,0,3,1,heat bitch,1,0
9770,1,2,1,heeellllooo if a bitch keep hit your nigga phone it is becaus he is still entertain her,1,0
9771,0,3,1,helga wa a bitch and for what reason heyarnold,1,0
9772,0,3,1,hell i believ you too lol i still look good i am smaller than half these hoe,1,0
9773,0,3,1,hell naw we do not fuck wit no phoni you can tell yo bitch we some young rich homi,1,0
9774,0,3,1,hell yeah that bitch gon go ham,1,0
9775,0,3,1,hell yuhh they hit haha sof ma niggagmula chew one take a chug then sniffey,1,0
9776,0,3,1,hella hoe,1,0
9777,0,0,0,hella just order me some beani,0,0
9778,0,1,0,hello american peopl my name is eric cantor and i am a lie piec of bird poo,0,0
9779,0,3,1,hello octob you irrelev bitch you no worri novemb come,1,0
9780,1,2,1,hello new follow i am anim love nigger who is too poor to afford a laptop result in be a mw3 theater player for darth,1,0
9781,0,6,1,hello and to them bitch i just want him to keep them lie to hi self,1,0
9782,0,3,1,help me speed up the process of fuck your bitchfeel me,1,0
9783,0,0,0,her excus is when i die you can have all my gold i do not even like yellow gold anymor i gave her all of mine,0,0
9784,0,3,1,her pussi clean but she danc dirti,1,0
9785,0,3,1,her pussi so good like i left someth,1,0
9786,0,3,1,her pussi sweeter then some fresh fruit she gushin i drink the best juic,1,0
9787,0,3,1,her pussi wet i call it fiji water,1,0
9788,0,3,1,here i go welcom to the titti show typa ass i see in a video when i fuck nut in you like a silli hoe,1,0
9789,1,2,1,here some kimora boobi for you thi is how unlock befor i slice a bitch kimorablac,1,0
9790,0,3,1,here thi bitch go lol,1,0
9791,0,3,1,here thi nigga go damn dark skin hoe be havin all that ass but be lookin like pokemon,1,0
9792,0,0,0,here we go browni here we go woof woof,0,0
9793,0,6,1,here we go thi fat bitch start talk and now will never stop,1,0
9794,0,3,1,here you all hoe go dicc ridin shit,1,0
9795,0,3,1,here is a thought you do not have a valentin bc your a mean ugli bitch haha,1,0
9796,0,1,0,hey fan if anyon is wonder what the yellow tab on the back of the collar for it is for team that have won a champion,0,0
9797,2,1,2,hey you are a nigger racismisaliveandwellbro learn from other black in the leagu on how to conduct yourself,0,1
9798,0,0,0,hey fan is thi a good score lookingformor,0,0
9799,0,3,1,hey di angri white man call me a nigger when i did not answer da door on time he are not fit to be deliv pizza,1,0
9800,0,2,1,hey okrah just wake up alreadi you alreadi know bammi and moochi are in it for the commi stop with the racist whitey hate crap,1,0
9801,0,3,1,hey bitchadam show upbr more beer,1,0
9802,0,2,1,hey bitch i will be in ic tonight so dial the digit,1,0
9803,0,0,0,hey everybodyth white iron band play thi saturday121110 on the slope of lutsenmn at papa charlies21 go to be a real,0,0
9804,0,0,0,hey if i stir a spider rockstar and monster togeth and chug it would i definit be hospit or just mayb ask for a friend,0,0
9805,0,3,1,hey ladi can i ask you a question whi do you all nigga be so fkn lame it be the baddest bitch wit the lamest nigga,1,0
9806,0,2,1,hey moron at foxnew and foxandfriend wa it polit when bush rais terror threat right befor the elect lmao at you teabagg,1,0
9807,3,0,2,hey my folk thi nigger love jew boy ask if i wa make death threat against hi goat fuck peopl fuck him,0,1
9808,0,0,0,hey i am go to get some sort of bird tattoo on my bodi accompani with an anchorrop situat no one do that right now right,0,0
9809,0,3,1,hey peopl bird watch you do realiz there is like hundr liter hundr of free pictur of boob on the internet right,1,0
9810,1,2,1,hey you bitch in the minivan stop ride my ass you have no power in your vehicl just stop alreadi,1,0
9811,0,3,1,hey asidethi wa my graduat cap like fuck you bitch detroit what,1,0
9812,2,1,2,hey do not be like a stupid white bitch in some horror movi ask america to hide from isi behind some chainsaw mkay,0,1
9813,0,0,0,hi charli eat leftov candi,0,0
9814,0,3,1,hidey hidey hoe,1,0
9815,0,3,1,high school is tough for everyon grow the fuck up and stop be a littl bitch that should be a tag line for my new speak tour,1,0
9816,0,3,1,high then a bitch of them bong rip steadi smoke 11 gs with my nigga jorg,1,0
9817,1,2,1,high then a hoe but play it cooooool,1,0
9818,0,3,1,high then a hoe watch wolf of wall street,1,0
9819,0,3,1,high then a hoe with bitch ass benni,1,0
9820,0,3,1,high then a hoe hit thi bowl for my nigga rick riprick,1,0
9821,0,3,1,high thenna bitch that is y i am tweet,1,0
9822,0,3,1,higher den a bitch,1,0
9823,0,0,0,highhhhh watch dawn of planet of the ape stonern lifecomplet,0,0
9824,0,6,1,highland bitchk them bitch stupid on blood i would fuck with deja thoe,1,0
9825,2,1,2,hi big ass smile hi eye is chink,0,1
9826,1,2,1,hi bitch ass a hoe ass nigga prolli do not get no pussi,1,0
9827,0,3,1,hi bitch ass is the same way so it do not matter,1,0
9828,0,3,1,hi bitch wan fuck me cuz he sneak dissin me,1,0
9829,1,2,1,hi boyfriend go to be like you are not make a team i am straight fag the ram realli cut michael sam wow,1,0
9830,0,3,1,hi hair so cute wit hi sessi face but hi ex bitch like that pictur to shit like fucc it,1,0
9831,1,2,1,hit a bitch with a car bomb,1,0
9832,0,3,1,hit hi bitch i am like shaggi i am like no it wa not me,1,0
9833,0,3,1,hit it and pass it until that pussi elast,1,0
9834,0,5,1,hit me up with plan nig,1,0
9835,2,7,1,hit me with plan mah nig,1,0
9836,1,2,1,hit my car with anoth rock and i will be all over your ass in no time bitch,1,0
9837,3,0,2,hitler did not finish it can you if a nigger ur jew confront you in the street what then,0,1
9838,0,3,1,hittin lick what you get outta thatyou yo boy is some pussi cat,1,0
9839,0,3,1,hit women is wrong moral but bitch get rape kidknappedbeat up an sold to be sex slave when they go to end that,1,0
9840,1,2,1,hmm everi bitch i fuck wit is a hoe never met a real femal in my life,1,0
9841,0,2,1,hmm ass all chunki brain is insan,1,0
9842,0,1,0,hmu talmbout match but when i pull up it 30 other nicca wit ya,0,0
9843,0,3,1,hoe bitch act up i turn chri breezi,1,0
9844,0,3,1,hoe are not wana fuck a nigga back then you but all the bitch wana fuck a nigga now,1,0
9845,0,3,1,hoe all on my bandwagon your bitch gaggin she jet laggin aap,1,0
9846,0,3,1,hoe alway blame hoe for be hoe,1,0
9847,1,5,1,hoe alway say nigga hoe but they be the hoe,1,0
9848,1,5,1,hoe alway tryna say they look like a celebr no bitch you like the other hoe that love on krenshaw sit yo basic ass down,1,0
9849,0,3,1,hoe and dey hoe pose,1,0
9850,1,2,1,hoe be bring they friend around they nigga and they nigga end up fuck with the bitch friend and the bitch do not even kno,1,0
9851,0,3,1,hoe be like hoe be likebut they be the hoe that be like,1,0
9852,0,3,1,hoe be like my nigga can not have no hoe but that how he meet yo ass,1,0
9853,0,3,1,hoe be make twerk video talk bout just play around bitch you know you wa seriou,1,0
9854,0,3,1,hoe be prayin nicca dnt kno dat background,1,0
9855,0,3,1,hoe get in thi bitch talk about irrelev shit,1,0
9856,0,3,1,hoe gon alway be hoe or have they hoe way at least,1,0
9857,0,3,1,hoe gon be hoe let them be,1,0
9858,0,3,1,hoe gone be hoe but that is none my busi,1,0
9859,0,3,1,hoe gone be hoe dontbemad,1,0
9860,0,2,1,hoe hang wit hoe cuz dey got da same hobbi,1,0
9861,1,2,1,hoe respect nigga who get strait to the point i will not lead a bitch on if all i will not is crash den it will be adress clearlyturn up,1,0
9862,2,1,2,hoe thnk they won when the nigga that is ridin the fenc start givin them a lil attent what you won hoe a wishywashi ass nigga oh,0,1
9863,0,3,1,hoe will be hoe lol,1,0
9864,0,3,1,hoe will be hoe nd ratchet will bewel you know,1,0
9865,0,3,1,hoe will be hoe monday saturday start again sunday after church servic,1,0
9866,0,3,1,hoe will be hoe,1,0
9867,0,3,1,hoe will put with ya man as the locat in their bio then get mad when you think they a hoe,1,0
9868,0,1,0,hoi fai moke hau,0,0
9869,0,2,1,hoki poki bitch,1,0
9870,0,1,0,hold all your ghetto label and endors vodka brand you can rum me silli ani day shivermetimb,0,0
9871,0,3,1,hold up lebron are not at dwade wed if he got uninvit for leav miami that is some hoe shit see you all so quick to call some1 brother,1,0
9872,2,4,1,hold up women leav good men for some quot they seen a nigga with no girl post on instagram that he copi on googley hoe crazi,1,0
