,text,class
815,tri bobbl him and ask you are the expert on pedophil experi count,0
816,short answer is no they did not name a boat after him like they are do for this pedophil,1
817,but who was given a less than honor discharg from the veri navi who is name the ship after him i guess that doe not count,0
818,i do not disagr with your point of view about the comment but i can tell you this if we had peopl at the top who understood the militari becaus they had serv or had other allianc with it we would not have such controversi issu,0
819,our command in chief is on the record as support and honor known pedophil when will peopl say enough alreadi,0
820,your obsess with pedophilia tell me you are a pedophil plea seek help for your sick,0
821,plea stick to your day job babysit your mom s basement,0
822,i get it you can not defend your pedophilia so you are lash out get help,0
823,you give out a psycholog diagnosi and or advic is the equiv of a monkey solv a puzzl for a banana,0
824,did you enjoy the banana,0
825,were you tri to make a gay refer or call me a monkey in which case you were again use my post to tri and attack you realli are incap of come up with ani origin thought,0
826,are you realli so den you could not figur out what i was say i doubt you even got the banana poor sad thing,0
827,so demon pedophilia is wor than name naval ship after a known pedophil plea explain,0
828,anoth one who is obsess with pedophilia keep your kid away from dinsmo sick and danger,0
829,well your mental ident is veri much open to question given your post right,0
830,what kind of command in chief would allow this to happen,0
831,i love rhetor question we all know what kind,1
832,may god send it to the bottom of the sea disgust,1
833,milk s career as a navi offic howev end with an other than honor discharg yup that is the kind of person we should be name ship after and my comment has noth to do with his prefer just his perform as a navi offic but appar his prefer have more to do with a ship be name after him than his perform as far as the navi is concern,0
834,as a navi veteran i hope that they paint a target on the hull,1
835,if you were a veteran you would not say that whi would you want a bunch of kid put in harm way that had no say in the matter,0
836,technic they do they just may not be in the militari anymor if they speak out,0
837,if you were a navi veteran you would understand what gotrumpforamerica mean by his comment name a ship after a gay that was discharg under other than honor condit show how sick our govern and countri is,1
838,the next one will be margaret sanger,0
839,ss sanduski,0
840,doe the ship on go in rever,1
841,it come with a pitcher and a catcher mode,1
842,this will strike fear in our enemi they will be afraid they will be rear end by a ferri boat,1
843,wellsaid,1
844,are they also go to paint it pink color a big brown ahol by the rudder and paint dix on the gun unfrigginbeliev,1
845,man it with gay and send to crui the shore of iran a real threat to their evinrud navi who is go to engin and make the condom it has to be wrap in,1
846,wow loss of word,0
847,i am truli scare of this countri now what have we becom i am not doubt this person may be seen as a person to be recogn for his contribut in histori but to name a us navel ship this is insan this countri would rather name a ship after a gay right activist then a person of the militari mayb a person who die defend america i am sorri but this is just wrong it is not the place for reconnect i do not have an issu with gay s as my grandson is gay but i refus for them to have more clout then everyon el a person who is gay should not defin them i think it is respect to recogn that mani have differ but not to award these differ as a power tool mayb they should name a ship after my husband who spent year in the us navi from,1
848,how doe name a ship after him give gay more clout as you say the navi decid to name this class of ship after peopl make signif contribut to civil and human right milk did that for the gay communiti there are mani other class of ship name after militari personnel,0
849,did your husband becom an activist fight for the equal treatment of other,0
850,funni to watch a bunch of con who never serv critic a man who serv honor,0
851,serv up bj s to littl boy is not serv honor,1
852,i agr so whi do you keep do it,0
853,he was a self admit pedophil,1
854,than honor read the articl queerbait,0
855,oh an articl on fox could not possibl be wrong that is hilari,0
856,whi do you keep lie he was discharg dishonour,0
857,whi do you keep lie,0
858,see i provid my sourc you just lie,0
859,you are probabl in denial about a lot of thing no surpri there you are broken sad,0
860,i just provid you a sourc britannica com biographi harveymilk accord to britannica and harvey he receiv a dishonour discharg,0
861,is the babi still cri aw do not cri babi mommi will come to chang your diaper,0
862,lol that is what i thought you get shown that you are support a pedophil and you got noth to say but like i said that is what we expect from your ilk,1
863,poor thing your hatr has melt your brain assum there was a brain to begin with but it is fun make you danc like a monkey on a chain danc monkey,0
864,i am current serv so take your littl smirk and shove it he did not serv honor which is whi he got an other than honor discharg,0
865,sure you are buddi sure you are,0
866,keep live in denial chickensh t i am total not sit in my flightsuit get readi to go to base you are so right you are such a smart littl libbi keep tell yourself that you special littl flower,0
867,hope the pos sink with all of her do not ask do not tell sailor on board,1
868,wish the death of us militari personnel sound like treason to me,0
869,what would you know about servic or treason,0
870,the uss qeerbarg,1
871,is it realli a navi ship or just the san francisco bay fairi,1
872,lol,0
873,honor pedophil is long overdu doe it have to be liber pedophil or do other one get boat too,1
874,yeah you con made a pedophil speaker of the hous you must be so proud,0
875,that was watercarri republican no conserv were involv,0
876,lol sure honey,0
877,when namec start you have lost,0
878,nope when you put a pedophil two heartbeat away from the presid you have lost nice tri though,0
879,i agr we have lost but it was no speaker who destroy our militari it is barack obama and his employ,0
880,you are such a drama queen the militari is not destroy,0
881,i do not believ you have ani right to judg the militari when did you serv,0
882,from to,0
883,sure,0
884,i do not believ you should have made a pedophil speaker of the hous but you seem to be fine with that sad,0
885,proof the navi has a sen of humor i can here it now you s s milk full of seaman enter san francisco,1
886,judg napolitano i must correct you on a talk point i just watch you state on fox extra your point that south carolina should remov the confed flag from the state hous is wrong and it surpri me that you fail to do the proper research the state legislatur remov the confed flag from the state hous on juli it was then place behind the confed war memori on state hous ground to honor the troop from sc who fought for the confederaci right where it belong in the futur plea do your research befor spout off like a liber,0
887,the flag mean differ thing to differ peopl especi peopl that do not live in the south and do not understand southern or their heritag i have no hate for ani race i tri to avoid tick off other by use racial comment in public just as i tri to avoid cuss at the offic but do not understand how of the popul can tell the rest of us that we have to believ what they believ and we cannot honor our ancestor who fought the north in the civil war by fli a flag on our privat resid if we choo to two week ago i start fli both the american flag as well as the confed battl flag daili do not like it make your opinion known from the street touch my flag and i will defend my possess as it attach to my hous sinc i start fli it other neighbor have start fli their as well all of which use to fli the american flag on flag day holiday and anytim it felt right to do so now they all fli the rebel flagbattl flag as we feel we are under attack not from minor who live in the south but onc again from activist from the north forc their opinion and rule and regul on us where they have no right to do so i am rebel against that in the easiest way i can by fli a flag that i have display on my first car for year and fli the flag of my colleg and the confederaci regardless if it lost a war or not the north cannot abolish southern valu or heritag even if they want to protest our govern build tri it in the suburb and see what type of respon you get,0
888,you lost me when you brought god into it,0
889,i wish we had napolitano on the us suprem court great articl,0
890,i wonder whi the author did not stand up for the right of those who support intern hate group such as islam terrorist where doe he stand on terrorist like isi recruit via social media,0
891,no i could not even finish read this becaus it is wrong at the base and it is wrong throughout you should realli do some research on the differ flag there are that are similar,0
892,the star and bar is a symbol of souther heritag,0
893,are they remov the black panther color or just the star and bar,0
894,the left insist that american recogn racism today and acknowledg it stain on our histori we alreadi do this daili from privat discuss to nation conver ferguson baltimor motion pictur year a slave selma and even black histori month to that end democrat should stop fling their confed flag onto the grand old parti instead knockkn republican should steel themselv for onc and demand that democrat conc that they invent this intimid standard and deploy it for more than a centuri to keep black down,0
895,the flag did not keep black from be success they did it to themselv they have more opporitur than most white peopl today and it been over thirti year most black will never be success they do not have the drive to push forward they want someth for noth,1
896,former governor howard dean d vt told the democrat nation committ in that white folk in the south who drive pickup truck with confederateflag decal on the back ought to be vote with us that novemb dean declar i still want to be the candid for guy with confed flag in their pickup truck two year later he becam chairman of the democrat nation committ,0
897,i think you have miss the point of his comment miss the point seem to be a common theme with you,0
898,as a democrat governor bill clinton in sign act which concern his state banner it read the blue star abov the word arkansa is to commemor the confed state of america,0
899,democrat activist general e lee adopt the flag as his nation symbol in,0
900,who is e lee is he famous or someth,0
901,robert e lee confed general leader of the confed armi did you studi histori,0
902,what he was point out which evid you were not bright enough to pick up on is that the first poster miss the robert in robert e lee,0
903,an exampl of progress make sure everyon is do exact what the left say is pc gfi i am sure you understand veri well what those letter mean right gruber,0
904,not polit correct just correct there is no general e lee call peopl name like gruber show you are an immatur child grow up,0
905,i firm support the right of southern redneck republican and other miscellan halfwit to fli the confed flag i particular support it and encourag it dure elect year plea fli the flag and let minor voter exact what you think of them your help in encourag these peopl to vote will be do your countri a tremend servic,0
906,the confed battl flag to me repr to me the will to stand up to an obsess feder govern that enforc it will through violent forc no state ever surrend it sovereignti under the unit state constitut dure the philadelphia debat that was one of the main issu the state on surrend power that the feder govern of the newli form republ would have the power to enforc also did not south carolina have the oldest constitut that predat the us constitut now that basic mean that the confed battl flag repr stand up to tyranni and oppress of a tyrann govern the war for independ from british oppress was fought for the same reason as the civil war the civil war was not fought over slaveri it was fought over the belief that the feder govern did not have the author to dictat to the state minus a constitut admin slaveri was wrong and terribl blight on our past the confed battl flag is part of our histori and our southern heritag,0
907,the feder govern violat the constitut left and right read the judg s piec imagin america without the constitut to see just a few clear exampl our nation was intend to be one of numer separ sovereign state yield limit author to a central govern for the purpo of patrol the coast for piraci mint currenc and other thing that a feder govern would be abl to do more effici than all the state separ lincoln would undoubt role over in his grave if he would have seen how the feder govern would have use the civil war to strip state of their right and power the feder govern just vote itself more power year after year,0
908,silli peopl with silli idea yep that flag mean someth,0
909,that and slaveri,0
910,just flag this soro paid troll as spam it is that time of month so emot is all it has to oper on gruber,0
911,he is correct and ani that call anyon gruber is clear a child grow up if you have someth to refut refut it,0
912,none of these liber understand that judg becaus they are the one who infiltr the govern this is what happen when you let peopl in illeg take peopl in from hostil to america area and when you let peopl like valleri jarrett barack obama or van jone head depart that impact peopl liber fantasi play a danger game with realiti,1
913,hispan peopl sc will take down it confed flag that is a new one,0
914,there you go think again plea leav it to peopl equip and qualifi to do it correct,0
915,i say chang the name of fort bragg who was a traitor to fort sherman as a remind to all confed do not make us burn down your citi again,0
916,on april a plan was pass by congress in which the flag was chang to have star with a new star to be ad when each new state was admit but the number of stripe would be reduc to so as to honor the origin coloni million estim number of nativ american live in land that is now the unit state when european explor first arriv in the th centuri less than estim number of nativ american live in the unit state around million slave in who grant had a bad year even after slaveri end or drop a contin entir popul to of it is origin number mayb we should be more concern with the atroc done to the nativ of america mayb they should be slight more offend by the flag fli over the white hous mani peopl who love the constitut would prefer the gadsen flag do not tread on me replac the old clear offen star and bar design anyway hug an ancestor of a slave cri for an ancestor of an actual nativ of the contin we all strive to make a better home for all of us,0
917,you do know the vike come here befor the asian cross the land bridg right,0
918,as much as of the dna of the north eastern north american nativ was european in origin how mani hundr of year and what percentag of their dna befor they were consid nativ by you sir or are we all on nativ to africa to year is not that long realli is it,0
919,genet has proven that inform to be outdat i would suggest a nova seri call the first one it will fill you in on the latest inform we have gotten from genet,0
920,in the real world god give us freedom to suffer the consequ of our inappropri word and deed,0
921,god also give us the freedom to bask in our word and deed regardless of what other may think about them,0
922,god is as alway whatev you imagin it is,0
923,so who is respon for the incr list of misd done by our govern you me or is it that america is great becaus no one take respon for ani misd well unless you can on afford a public defend,0
924,mention god and the real world togeth is an oxymoron,1
925,confed flag repr resist to feder author enforc by militari aggress that is where i have stood with the flag,0
926,amen but that doe not serv liber propagandist agenda,0
927,all this diver train everyon has had to go thru over these mani year was suppo to fix the wati peopl felt about race yep quota law would help polit correct was go to help i do not know all of them but the result can be seen on news clip of ferguson and baltimor can not they,1
928,anoth name for diver train is to brow beat one group until you can creat even more who did not previous but now thorough hate you for etern diss them,0
929,your religion end where my nose begin if you want a caliph as the basi for govern move to iran good riddanc,1
930,isi is destroy all remnant of middl eastern heritag and religion that doe not support sharia law this is the left s equiv action here in america,1
931,nonsen grow up,0
932,nonsen plea explain the differ we are all wait to hear you deliv an intellig respon still wait,0
933,now we are fight over a flag some indian are against the american flag where doe all this end,0
934,true more hate more carnag more destruct has been done under the star and stripe than under the confed battl flag japen incarc and even some german nativ american wipe out almost the rest place on forc march to rival the bataan death march in ww rememb trail of tear and women give birth or have miscarriag along the way march everi day across hundr of mile delib infect blanket with smallpox given to old men women children in order to wage germ warfar against them delib bomb of civilian center in germani and japan instead of on industri target thousand wipe out in a fieri holocaust in just day in hiroshima and nagasaki use atom weapon yes if there is a flag that should be retir becaus it is display hate and excess of bloodsh it is the star and stripe when place besid that record the star and bar come off look almost saint,0
935,peopl in india are against the american flag,0
936,foxxi is my kind a ladi,0
937,so if fox think racist hate speech should be protect whi is fox so up in arm about isi hate speech and should their flag be protect too,0
938,yes their flag should be protect behead peopl and push them off build is not speech,0
939,obama has one,1
940,the state has no busi express opinion on anyth and it is requir to protect ha te at least he is consist rememb judg napolitano is the one who in an april of reilli interview defend the afdi who want to post adverti caii for the kiii of jew,0
941,freedom is hilari to some a necess to other our forefath believ in certain inalien right mani of us do not laugh at peopl like you who would pursu perceiv safeti at the cost of our freedom we believ in the bill of right,0
942,there are no such thing as inalien right,0
943,there is no entiti in america that will ever oppress my st amend right which also includ ani individu in govern offic obama by order retail outlet to stop sale of a flag has becom a domest enemi of the st amend,0
944,you think the presid order five separ retail to stop sell fiag what a nutter,0
945,he probabl did muzzi,1
946,obama is demand the erasur of american histori by funnel hate the nazi did exact the same thing and over million peopl die make no mistak the democrat nation communist agenda is to social america and oppress the constitut,0
947,yes it is obama hate this countri and our freedom and is intent destroy it,0
948,exact,0
949,whi the lie,0
950,whi the ignor,0
951,it sure look that way,0
952,million tri million million in ussr alon,0
953,the confed flag is the least of america s problem,0
954,right on,0
955,the washington redskin are just happi the attent has move on to rebel flag,0
956,hate get a bad rap we were given the abil to make judgement i hate violenc against the weak i hate coff i hate hous hugh lorri is terribl embrac your hate you have a human right to it the real hate is shut down free speech,0
957,oh come on he is not that bad,0
958,funni some peopl cannot see whi black are offend by the confed flag it just amaz me the whole purpo of the confederaci and it constituiton was to allow the continu enslav of black peopl no state could be apart of the confederaci unless they allow the practic of slaveri if you do not believ that then i strong urg you to read both the us and confed constitut the whole purpo of the civil war was to continu the horribl act of slaveri in the south with that i say now to take the rag down and put it in a museum,0
959,it is shock how mani peopl just argu it is southern pride no it is not you can be proud of where you are from without display a flag that remind peopl of the horribl attroc their ancestor live through,0
960,barker br flrlegal if it was their ancestor that live thru it then they get to choo whether to acknowledg it or not whi is it your busi,0
961,barker flrlegal the whole purpo was not slaveri and the vast major of those who fought for the south did not own slave mani were ambiv with respect to it but what drove the conflict most was the idea that the state were not subservi to the unit state and had a contractu right to withdraw from it new york was the first to test this dure the first civil war of when ny s legislatur draft articl of success had the brit decid to back off after burn d c ny and other eastern state may have tri to leav the union the southern state might have said good riddanc the issu of the confederaci certain contain the ongo issu of slaveri but it primari issu was state right a battl that continu to this day,0
962,barker flrlegal whatev other issu were involv do not matter in we rememb it as slaveri so the confed flag is now associ with slaveri that is whi it must go,0
963,barker flrlegal not we you that is what it mean to you,0
964,barker flrlegal i will fli it from now on i will not be a slave to the pc polic,1
965,treason is as treason doe pull down and burn that no good rebel flag it is not a god given right to side with treason freedom of speech is a constitut right god did not sign the constitut men sign that document in spite of both the crown and the church of england you can have your so call divin right and your divin might our govern has neither and never shall it will alway be obedi to the citizen of the unit state or el,0
966,treason is as treason doe your right our gover is full treason tri to give our enemi a nuke,0
967,obama is a traitor and belong in prision,0
968,bush first he is an intern war crimin,0
969,barker mc tri again after you sober up have you ever heard the term inalien right when you are sober tell us what you think it mean,0
970,son i am go to give you some word of advic i will ask you to heed them plea lay off the caffien ani question do not ask them,0
971,barker telesia mc ha i like your respon better than mine,0
972,incomprehen inaccur and wacki,0
973,one minut you claim to believ in freedom of speech the next you want to silenc speech you do not agr with in the same post freedom of speech is about all speech be free not just the speech you like or agr with wow,0
974,i find it funni that peopl are talk about freedom of speech nobodi said you can not fli a flag at home they are just say the state govern should not do it,0
975,so what are your thought on affirm action,0
976,not a huge fan state by state issu,0
977,me neither,0
978,veri few peopl are anymor,0
979,our govern has three branch legisl execut and judici the first amend on talk about what congress can do there is noth in the constitut about the execut or judici branch not limit speech and those branch do it routin when it serv their interest stop perpetu myth foxbot,0
980,veri incorrect the first amend appli to citizen not ani branch of govern,0
981,you need a refresh cour,0
982,and i think you need high school,0
983,not to mention there is no freedom of speech issu here at all,0
984,freedom of speech is a myth few seem to understand that the first amend doe not confer ani absolut right of free speech what it doe is place a limit on the power of one branch of govern to control speech the legisl branch and even that limit is more myth than realiti,0
985,that is not true the first amend appli to all citizen it doe not appli to ani branch of the govern,0
986,proof that american public school need to teach civic,0
987,congress shall make no law abridg the freedom of speech i believ the other branch to clear be impli whi do not you,0
988,you think that flag is terribl and it is these politician need to do someth with the isi flag full of hate they have taken thousand s of innoc live in the last coupl year under the isi flag they are kill as we speak peopl stop think about yourselv and what happen a hundr year ago open your eye and look at today pray for your brother and sister in christ that our politician will stop the genocid,0
989,that flag is no more terribl than you are,0
990,how am i terribl huh,0
991,i do know you talk like a nut job nobodi is fli isi flag here you are in the wrong countri,0
992,yes they are where you been,0
993,i am right here and i do not see ani some of my neighbor fli the confed flag though,0
994,it fli high here that is whi american are join isi,0
995,now who is the nut job,0
996,you are wrong get educ and find out the truth there have been peopl fli it veri sick,0
997,the isi flag is not fli from ani state capitol build is it,0
998,barker carpenoctem not yet and given obama is a lame duck we may be safe for a while,0
999,barker carpenoctem do not count on it,0
1000,it fli high here that is whi american are join isi,0
1001,keep travel in this same direct and it will,0
1002,if obama has his way it will be fli from all of them,0
1003,barker justm carpenoctem too funni,0
1004,whi can not we look at both issu,0
1005,i do i just said both flag are terribl,0
1006,protect hatr preserv hatr gop fox spin team must be commend for continu massag narrat to suit their angl,0
1007,you are fall in to communism and we will fight you we will never give in to it,0
1008,barker democracymanifest you miss the whole point you intellectu lightweight freedom is about protect speech whether or not you like what is be said,0
1009,so you object to the st amend,0
1010,yes communist tri to shut you up ani way they can the polit correct is the start of it,0
1011,my angl is do not tread on me and i will not tread on you tri to take my god given right and you best bring a lot of back up,0
1012,we have freedom of speech that mean all speech not just speech that you agr with,0
1013,remov the flag everyth i am not so sure about i alway enjoy napolitano he is usual spot on and unbia,0
1014,as a white southern there is noth wrong with southern pride but we should not be fli a flag that remind all african american that our relat onc own their great or great great grandpar everi time they see this flag they are remind that white america use to own their relat as properti whi on earth should we keep perpetu this,0
1015,good point,0
1016,that is ridicul,0
1017,how on earth is that ridicul,0
1018,she doe not know,0
1019,how can you know what is in anoth one s thought,0
1020,ah so you know he is right figur,0
1021,so you would be ok with your govern fli the flag of a group that kidnap your grandmoth and use her as a slave,0
1022,not to mention a flag whose sole purpo was as that of an enemi state,0
1023,anoth good point,0
1024,enemi state tell me you not on do not know your countri s histori you also are not up on whi the state felt that they could sece,0
1025,the usa has paid dear and still doe for that smudg in histori but these type of action perpetu racism keep it aliv i guess liber are the true white apologist,1
1026,i agr fli a flag that symbol racism perpetu racism time to take it down,0
1027,what flag is that confed flag never intern promot racism slaveri mayb but it also repr southern patriot,0
1028,yeah you are right the flag repr a peopl defend slaveri in no way repr ani racism if you want to demonstr your american patriot in the south fli an american flag not the flag of an enemi state,0
1029,i am veri proud of the america flag mayb you need to learn some more about what occur under this flag sinc the first day it was rai you realli should stop be so melodramat not becom at all,0
1030,realli smudg in histori kidnap thousand and enslav them is not a smudg i am southern and i have pride without ever have touch that racist flag it is extrem hate and should have been retir well it was befor the civil right movement year ago,0
1031,i am not understand this kidnap point be real other countri took by forc their own peopl and sold them for a coin stop attempt to portray this countri as be the on one that particip in this evil trade,0
1032,yes there are lot of countri that have been and are far wor there are still lot of slave in the me and africa,1
1033,see you do not have a clue the grandmoth was nab by her own peopl and sold to slave tradersnot from america the best were sold in s america the scag was sold in america,1
1034,it is amaz to me that you all think the fact that some black own slave somehow make it all ok by the way you were the last to know,0
1035,it is a fact that mani black own mani slave that doe not make it okay but neither doe it make white ownership ani wor there are still mani black own slave today just not here,0
1036,your lack of knowledg is astound,0
1037,kidnap how about that flag where the same grandmoth could be lynch or kept from order and eat a hamburg next to a white person where doe this end with remov of all thing offen,0
1038,liber want to remov everyth that they do not agr with includ the constitut,0
1039,did you miss the point of the articl this is not about what we should do it is about unlaw restrict that which we have a right to do,0
1040,i must have miss the case where a state prevent an individu from fli a confed flag on their own properti,0
1041,that is just peopl tri to spin it like it be ban,0
1042,typic fox,0
1043,until we get back to surviv of the fittest we will continu to becom weaker the wolv are at the gate they are just wait for us to tear it down ourselv,0
1044,test,0
1045,use incom as a way to diversifi a student bodi is an altern to raceba admiss but on if the colleg has a strong endow and a commit to financ aid one of the most respect colleg in the countri haverford colleg just announc that they are no longer needblind in their admiss process due to budgetari concern there are veri few colleg truli equip to fund lowincom student in a way that doe not saddl them with debt for the rest of their live if incom is the new strategi to creat diver colleg need to do a better job of make the cost of an educ more afford and that seem unlik at most institut,0
1046,collag and univ admiss alreadi favor the disadvantag can anyon name anoth item whose price for the exact same item is determin by one s abil to pay,0
1047,look like one of the moder did not like one of my prior post so censor it i will tri again from the princeton websit princeton s no loan polici has made it possibl for most student to graduat with no debt for senior who borrow the averag total indebt at graduat was from the harvard websit we follow two key principl admiss to harvard is needblind mean your financ need will not imp your chanc of admiss aid is base entir on need not merit our generous financ aid programbolst by the harvard financ aid initi which seek to increa low and middleincom student awar of harvard affordabilityaim to make harvard access to ani student who is admit of our parent have total incom less than and are not expect to contribut famili with incom between and will contribut from of their incom and those with incom abov will be ask to pay proport more than base on their individu circumst famili at all incom level who have signif asset will continu to pay more than those in less fortun circumst,0
1048,a white man who is a war veteran with a young white daughter who need a life save oper studi for year to becom a scientist and a non white woman from a wealthi famili from communist china who has studi for year to attempt to becom a scientist both enrol at the same colleg and she is accept over him due to the marxist affirmit action law when he return home and his daughter ask whi he was turn away from the opportun to make money for her oper which he studi hard for he has to tell his daughter it is becaus his skin is the same colour his daughter s is and marxist clinton support this law,1
1049,i intend to type both appli at the same colleg not both enrol at the same colleg,0
1050,bad exampl dude asian in particular get no affirm action break googl it asian are get screw by govern polici,0
1051,in i could not get a job in bellingham washington everywh i went of the major compani to which i appli had multipl open but i did not qualifi for ani of them oh i had the educ and i had the experi but what i did not have i did not have the correct ethnic background i was caucasian with no diver code for minor status at the unemploy offic as it was call at the time mani of the peopl with the correct diver were stand in line to receiv their unemploy check as i got up to the counter i ask whi so mani peopl of color did not appli at the industri i had appli to for a job i state each compani by name and the number of posit open and ask whi these peopl could not go to work to fulfil the quota so i could take a posit with one of the compani i had list the person behind the counter was a person of color and her respon was short and to the point i need to move along so the next person could receiv their benefit check job educ and now wealth are to be adjust to match the outcom desir of the popul of the unit state of america that my friend is social sinc the govern establish could not push legisl to make all peopl equal the scotus has taken up the challeng and will dictat that design god help us all,1
1052,been there in the s i work temp job from factori gas station dig ditch to landscap self employ multipl refus for decent job that stem from the fact that good compani had a quota reserv job for minor refus for educ grant scholarship loan while my visibl gender minor peer receiv full rideseven though mani were far better off than i and over year in the workforc live with affirm action minor in supervi edict diver initi inclus initi women in non tradit role the govern can not legisl equal all it can do is discrimin against certain demograph and it has done that with fli colorsno pun intend look at ani state or local govern they are at least where i live domin by minor far abov their respect in societi the same goe for construct work and the servic industri we are no longer a free countri,1
1053,last year the cook foundat award the million cook prize for equiti in educ excel to vassar colleg for it excel record of admit support and graduat outstand lowincom student the key word is support read extra tutor mentor etc for student who realli are not qualifi to begin with,1
1054,yes becaus diver trump all common sen colleg alreadi lower requir base on parent educ and your zip code my daughter s guidanc counselor was honest with us she said your resum is perfect and beyond compar but you have some strike against you you are a white femal with a nice zip code and both your parent graduat from colleg you like will not get into ani of these elit school even though you are more than qualifi base on your grade test score recommend and resum so sorri honey that your parent were respon and hard work,0
1055,affirm action mean we get affirm second rate doctor and other profess,1
1056,but those profess that you berat will still have gotten through school just like all the privileg kid,0
1057,diver multicultur and racial integr is white genocid period,1
1058,everi one has a littl bit of everyon in their dna,0
1059,i thought the left love darwin that is the success succeed rather than the unsuccess artifici made to succeed wait the success ensur that other are unsuccess through various shenanigan but they are success becaus they tri rather than spend time and energi on whi or whi not they succeed way too easi to blame lack of success on other i am left hand and bald therefor my lack of success is becaus other stop my success on becaus of my condit and has noth to do with my abil just realiz that white happen to succeed it is a matter of chanc not genet while other do not wait the m track event need affirm action too mani black win must be racist and need affirm action to make white equal win,1
1060,serious the report also recommend that colleg roll back the athlet admiss prefer becaus at elit colleg this prefer often goe to student play sport that veri few lowincom and minor student play such as crew water polo squash and fenc the ivi leagu doe not give athlet scholarship to anyon ani financ award are base on need,0
1061,percent of student at america most select colleg and univ come from the percent of famili with the lowest incom while percent come from the percent of famili with the highest incom student who can afford to pay for a better colleg will now have no advantag over student who do not affirm action appli to wealth what is next affirm action appli to short peopl,0
1062,so you should have an advantag becaus you can pay not intellig,0
1063,if all those terrorist attack we have been have are just workplac violenc whi are there so mani polic and guard all over washington hmmmm,0
1064,this is simpli not true and the report recommend roll back the use of ear admiss which are larg unavail to lowincom student who cannot commit go to a school until they know the size of their financ aid packag there is not a singl colleg univ that will forc a student to attend if they can not afford to go all school put a disclaim that one can declin they offer if they can not afford to attend,0
1065,hillri s welfar armi doe not realli want job they want more freebi,1
1066,anoth win for the eu union and the takeo of america,0
1067,diver no white peopl lol,0
1068,hmmm sacrif the futur of our nation at the alter of diver sound like a the perfect plan for ignor peopl to support mlk would not support this stupid,1
1069,right on,0
1070,if america is to live up to it promi as the land of opportun where is this promi written i know it is not in the constitut or the declar the declar guarant life liberti and the pursuit of happi,0
1071,china is the land of equal that is what communism is for america is the land of opportun that is what democraci is for you cannot have both,0
1072,discrimin is aliv and well in america we just call it affirm action if discrimin is wrong then rever discrimin is just as wrong with all do respect to the scotus,0
1073,there is no rever discrimin there is on discrimin liber invent rever discrimin as a term to impli the origin of all discrimin was creat by and practic on by caucasian,0
1074,it need to get rid of the illeg alien and deadbeat,1
1075,white male most legal discrimin against person in the countri,0
1076,what is next affirm action at the cadillac dealership becaus it is racist not everyon can afford a cadillac,0
1077,in america the on qualif you need is to be black latino a woman or part of the lgbt communiti that mean white male are the most discrimin demograph in the you s,1
1078,must be all that privileg i keep hear about,0
1079,what nonsen the most qualifi candid should be chosen punish them for be the wrong color is not somehow more progress it the same old racism use differ word,0
1080,it was a polici develop in respon to differ time with differ problem those problem still exist but they have chang perhap it is time for polici to evolv as well i am not sure i agr with everi idea discuss in the articl but some of them seem sensibl and in contrast to affirm action these polici could achiev the same thing while tend to favor the most qualifi candid as you say,0
1081,no need for affirm action just take race out of the equat and admit student on a number system on top score get in if everi colleg in the countri is pack full of jew asian and white european so be it,0
1082,that is call the merit system and requir student to actual studi and perform sometim it seem minor think they have somehow earn an easier path could we call the minor privileg,1
1083,the supem have decid discrimin is just fine as long as it is rever,0
1084,affirm action is noth more than an antiwhit racist polici,1
1085,they need to start in the high school that are not prepar low incom student for colleg,0
1086,affirm action is discrimin,0
1087,so separ but equal was thrown out by the suprem court but now it is just fine money asid should not we all have to meet the same standard for enrol,0
1088,if a black leav high school and can not sign his name or read abov a th grade level what make anyon think he will do ani better in colleg everyon doe not belong in colleg the countri need thousand of burger flipper and broom pusher,1
1089,not just low incom unskil we need plumber and mechan too you are right colleg is not for everyon work is,1
1090,trade is the best thing that ever happen to me i am a student and i am proud to say that i am profit realli well if you want to learn how to trade and profit from trade search superior trade system,0
1091,what nonsen the percentag of hispan and black actual graduat is dismal junior colleg are overflow becaus the black and hispan are not prepar and junior colleg have to teach them the last two year of high school so they are capabl of take colleg level class look at the major univ graduat data and you will see that hispan and black do not get degr in stem they receiv degr in black studi and hispan studi then the govern has a requir for quota of black and hispan for ani compani that provid good or servic for the govern so we will have small armi of student that know noth that will be work at us compani seem just like the old soviet union the unit state has no futur,1
1092,mayb that is whi the us is th in math and scienc among all civil countri,1
1093,what nonsen the percentag of hispan and black actual graduat is dismal junior colleg are overflow becaus the black and hispan are not prepar and junior colleg have to teach them the last two year of high school so they are capabl of take colleg level class look at the major univ graduat and you will see that hispan and black do not get degr in stem they receiv degr in black studi and hispan studi then the govern has a requir for quota of black and hispan for ani compani that provid good or servic for the govern so we will have small armi of student that know noth that will be work at us compani seem just like the old soviet union the unit state has no futur,1
1094,they teach diver in these us compani,0
1095,if you have someth to offer other than your miseri like excel grade for exampl elit univ will give you scholarship,0
1096,lot of kid with excel grade cannot get scholarship there are not that mani scholarship next time tri write someth truth,0
1097,excel grade so how mani straight a minor show up for colleg and can not even handl hrs of liber art cour,1
1098,what exact is racial diver the liber insist race is just a social construct and that we are realli all just alik so which is it do the race differ or not there is no diver in diver if we are all just alik,0
