tweet,is_offensive
"@Uros8lilek Ker mam že v normalnih razmerah ogrooooomno volje in živcev hodit cel dan po štacunah, ane 😉",ni sporni govor
"Tako je, če seješ sovraštvo. Tudi v Ugandi se je začel genocid po radiu. Milošević je začel svojo pot s pomočjo medijev in danes RTV uvaža zapoznelo dogajanje ljudstva... https://t.co/wcvUZAtsLL",žalitev
"Dopoldne je sonce, popoldne dež. No, treba bo prej vstajat na dopustu 😎 #Dona #palbin #gadiča #tmin https://t.co/MB80yGiD0T",ni sporni govor
Tretjina Slovencev spremlja Radio Slovenija https://t.co/TG7JqrQzQs @radioPrvi @Val202 @programArs @RadioKoper @RadioMaribor,ni sporni govor
"@Baldrick_57 @RomanLeljak @LahovnikMatej Jap. Poznam nekaj ljudi. Bili na zavodu, nadomestila ni vec ker so imeli 3 mesece. Zdaj doma, zivi jih partner....in se partner sedaj na 80%. Pa ze prej so se tezko prezivljali z eno placo",ni sporni govor
"@borisvoncina @vanfranco Ja, kar povprašaj malo po Laškem. Kolk solz je bilo, ko je bilo enim prvič v življenju treba poprijet za delo.",žalitev
"So ljudje, k so pridni in delajo. So pa ljudje, k se nonstop pritozujejo in so pametni. 🙄 v katerikol sluzbi.",ni sporni govor
"@GJ1006 @rokomavh @JaniModern Sramotno odločbo, ki je za nazaj določila, da zmaga sistem, za katerega je več za kot proti. Na glasovanju je pa veljalo, da štejejo samo glasovi za en sistem.
Sforsiral jo je Janšin Jambrek, ker ga niso potrdili za EU sodnika. MSM so to mrtvo hladno požrli.",žalitev
"Slovenija je osnovana na pridnosti in poštenosti.
Laži in prisvajanje tujih dobrin moramo preprečiti - zato je treba zgodaj odgovarjati na izkušnje komunistov in drugih ljudi: ne gre samo za sistem - gre za negativno naravo človeka - ki dela slabo, če ima priložnost. Razkritja.",ni sporni govor
"NašiVaši. 
Marjan Šarec, politik razdruževanja
#volitve2020 #volitve https://t.co/HceRo5iuUD",ni sporni govor
"@lukahooka @alesernecl Je res, da to nabornistvo itak nima nikakrsnega potenciala za udejanjenje in je zgrazanje nad njim posledicno res izguba casa...:)",ni sporni govor
@gasperMarkic @Medeja_7 @JozeBiscak @NIJZ_pr @MinZdravje @sarecmarjan Vsaj Pahor in akademiki bi morali sprejeti turiste.,ni sporni govor
"To je nova vrsta bogomolke iz sredine Andov, ki oponaša lišaje, vendar to ni posebej zanimiva lastnost. Vse do zdaj znane bogomolke plen zagrabijo in stisnejo, ta vrsta pa plen nabode! #Metamorfoza 

https://t.co/D6Ec2L8ZiZ",ni sporni govor
"3/3 SMC zato v LMŠju, kot socialistih in kadrovsko povsem izpraznjeni stranki nikoli ne more imeti resnega parterja. Tudi 3 njihove poslance Rajič, Perič, Sluga se da nadomestiti s 3 drugimi prestopi/stalno podporo novi koaliciji. https://t.co/Zs93VExV0z",ni sporni govor
"@JJansaSDS Tebi idiot grozi marsikaj drugega!!!! 2. val bo val, ki vas bo odnesel !!!! Kreteni manipulativni!!!!!",nasilje
@JakaDolinar2 Samo je pa po drugi strani frajerka - ne ve kako je zabita. Porkaduš je takim lepo.,ni sporni govor
"- Kira generacija si?
- Tista, ki je v zrelih letih ob petkih pecikle pumpala, ker je mela pun qurac kaviarja in sovraštva.",nespodobni govor
"Nasilje v Mehiki ne pojenja, oglejte si pretresljiv video | Brez Besede https://t.co/5fS7O2Xlwl 
- kakšna norost protestnikov 💣",ni sporni govor
"Mimogrede:
Cena @Delo - en mesec za 1,49 evra, je čisti dumping! Vidno iz satelita.
Kdo plača razliko: @RTV_Slovenija, razpis za sofinanciranje medijskih vsebin @mk_gov_si ali proračun za #2Tir ?!
@UrosUrbanija @miro5ek @JernejVrtovec @gustlovina @Pertinacal @LahovnikMatej",žalitev
"@Jo_AnnaOfArt Naj tovariš Nemec malo pokuka v ""Študije o dolgotrajni oskrbi starostnikov"",ki so nas stale več kot 70 mio evrov.Mogoče je kje navedeno kako se postopa,med ostalim,tudi v DSO-jih v času epidemij.",ni sporni govor
"@martinvalic @Jo_AnnaOfArt Če je na hrbtu, je hudo, ali pa je mrtva. Čebele počivajo z mirovanjem. Lahko bi rekli, da morda zadremajo, ker za nekaj časa obmirujejo.",ni sporni govor
"Županja MOPtuj NGajšek @strankaSD igra zaskrbljenost zaradi varovancev #DomUpokojencevPtuj! Varovance iz Ljutomera zavrnejo!
Želijo graditi nov dom na deponiji odpakov v Žabjaku polnih radona in parcelo preplačajo za 400.000,00€
➡️Koliko mask je to?
➡️Koliko respiratorjev je to? https://t.co/5yx4vk1O3w",žalitev
"""Priča smo bili žaljenju osebja, verbalnemu nasilju in celo grožnjam,"" so sporočili z Golnika.

Zaupanje med zdravstvenim osebjem in svojci pacientov je očitno precej padlo.

Bi lahko na to vplivali tudi medijski pogromi v zadnjih tednih? 🤔

#tarča
 https://t.co/8vBstTupPw",ni sporni govor
"S črički že tretjič gledamo risanko Kubo in dve struni, ki jo zadnje čase večkrat predvajajo na Otu. Prekrasno čudovita je. https://t.co/Pl2qepXKoV",ni sporni govor
"Na Hrvaškem je bilo v zadnjem dnevu nekaj več okuženih, in sicer 104, umrli so trije oboleli s covidom-19.  https://t.co/d5qmyOygvg",ni sporni govor
@JJansaSDS @SamoGlavan @vladaRS @PocivalsekZ So prej dobavili zraven še inhalatorje za parfume in parfum za 10 let?,ni sporni govor
"@necenzurirano_ @had Za lažje razumevanje: današnji B-92 je, kot bi se Radio Študent preobrazil v noro24. 😀",žalitev
"@TooBigEgo Vsaka koliba. Ko pogledas globus, vse okoli ekvatorja je no go za dobrobit Zemlje. Sistemski problem. Mi smo minorni resitelji, sam, nekje je treba zacet.",ni sporni govor
"@Rafaelusss @twiitiztok Sej vem, da je tole tweeter, samo večje neumnosti se nisem prebral. Brez repa in glave, brez pomena, ce nekaj zveni v redu v vaši glavi, je očitno lahko v resnici ena velika driska besed.",žalitev
»V tem norem svetu sem želela pozdraviti otroke – v živo« https://t.co/mtM74gV6tr #mladiucitelj #ucitelj,ni sporni govor
"V življenju sem slišala.. ja, na tak način ne boš nič dosegla!!
Poglej me zdaj, ležim na kavču pa rešujem svet 😂😂😂",ni sporni govor
In koliko je bilo takrat v Italiji potrjenih primerov okužb???? https://t.co/wuTw6sM9hv,ni sporni govor
"Italija bo s 400 milijardami evrov reševala podjetja
https://t.co/OhyrSfP71S https://t.co/nRfltzTjXY",ni sporni govor
"Tako razmislja butl...

Kulturmarksizem je vsekakor pojav, ki je problematicen

In Brevik, ga je nacel nasilni..demokrati pa ga razkrinkavamo z demokracijo in argumenti

Hitler je  bil vegi in po
 logiki marksista Jana, so vsi vegiji nagnjeni k nacizmu.. https://t.co/30nMkp7URI https://t.co/12Cq6I6rFf",žalitev
"@Istrianer @MarjanSekej Hvala za razlago. Jaz sem debelo gledala, zakaj imajo seizmograf na ladji 🤦🏻‍♀️",ni sporni govor
"Pomensko bogata...izposojena iz Dela....o kulturi in to, pa o tistih, ki bi določali, kaj je in kaj ni kulturno... https://t.co/zidHZ4fKMS",ni sporni govor
"@meteoriterain @WorldIs2Noisy Eni jih imajo ze brez, kar vsakodnevno dokazujejo!",ni sporni govor
"@DKopse Pa ša vedno noben ni povedal kaj konkretnega, zakaj ""protestirajo""...",žalitev
"@KilgoreSH5 @DarjaTomanic @Svarun_K @sarecmarjan @JJansaSDS ker si nestrpnež in levi fašist ... BP bo podelil mandat, če bo obstajala možnost, da dobi vsaj 46 glasov ... to je demokracija .. ampak tebi je všeč samo, ko tvoji ""zmagujejo"" ... ker si fašist ... enostavno!",ni sporni govor
"STO bo v maju izvedla serijo spletnih srečanj slovenskega turizma
""Turizem med in po COVID-19""⤵️
➡️5 spletnih srečanj
➡️domači in tuji strokovnjaki
➡️brezplačna udeležba

Več info🔗https://t.co/AhNLvZzeLc https://t.co/KaLTCbmaoZ",ni sporni govor
"Na primer na kljukah lahko ostane do tri dni, na kartonu en dan, v zraku po kašljanju pa nekaj ur. https://t.co/DuV42MNA67",ni sporni govor
"Prisotnost @BorutPahor v Kočevskem Rogu je sramota in delanje norca iz tam zverinsko pobitih s strani tistih, ki jim Pahor pripada. Da ne omenjam dela njegovega govora, kjer opravičuje ""bolečino"" partizanov... Za kozlat!",žalitev
"ODPOVED PRIREDITVE: pogovor dr. Petra Klepca in dr. Alenke Zupančič na temo Gospostvo danes, ki bi moral potekati v Atriju ZRC jutri, 12. marca, odpade. Nov datum bomo sporočili naknadno!",ni sporni govor
"@Jo_AnnaOfArt @lucijausaj ""Jaz pa najmanj slabega enostavno ne želim več.""
Za katere boš torej glasovala?
Če odgovoriš, da ne boš glasovala, pa je to rešitev le za norce...",ni sporni govor
Številke nadstropij v mojem jeziku ... :) #McDonalds https://t.co/nfSFthbFRb,ni sporni govor
@zlucko @PreglArjan Si razumel? No če si lahko nadaljujeva. Orodje Miloševiča je bil Mladič se pravi prvi orto komunist drugi oficir JLA ki kaj drugega kot komunist ni mogel bit. Ne trdim da so vsi komunisti zločinci ampak ta dva sta. Buddy buddy z Vučičem je bil prvi Šarec.,žalitev
@SuzanaP24ur @Caspersek Meni že par dni zvonijo cifre iz Danske. A je gor sedež za Euro Jackpot? 🤔,ni sporni govor
"To je najbližje, kar sem uspel priti k morju. Kinda sucks, greš v Dalmacijo pa niti nog ne moreš namočit. https://t.co/5PdmUnWkKM",ni sporni govor
"Če izpustimo pridevnik, dobimo izjavo, ki drži v vsakem sklicu državnega zbora. https://t.co/uDiu3UuOMt",ni sporni govor
"@Pet_Kod Ti so diletanti. Ta pravi maherji poznajo celo take, ki vejo, kje bo kdaj kakšen atentat. 🤦‍♂️https://t.co/sWIV6dQslu https://t.co/GQrRVLtpAJ",žalitev
"@MladiZdravniki @JJansaSDS Bilo bi fajn, če bi uvedli obvezno nošenje mask (papiratih, bombažnih,...) v trgovinah. Tudi z govorenjem izločamo kapljice na produkte po trgovini. Maske pa rokavice v trgovinah, pa smo zmagal 👍",ni sporni govor
"@AfterCorona_1 Čemu? 30-letni diktaturi, ki je nasledila 45- letno demokracijo?",žalitev
"@Jure_Bajic Super stanje, da nas spremenijo v poslušne ovce. Mene je njih bolj strah kot virusa.",žalitev
"@MitjaB Jao, ne vem, v kakšni simbiozi sta s sosedom, ampak ob pivu sem prepričana, da bosta rešila tudi to. Verjamem, da ga boš odnesel domov, če bo treba. :D",ni sporni govor
"@Blaz_88 @dreychee @StrankaSMC @APivec @NovaSlovenija Hahaha...

Sicer zelo redko a časih pa tudi SDS kak sarkazem dobro uspe.",žalitev
"Matej si za #Slovenija želi takšne številke, očitno. https://t.co/GQ9JWiiM1o",ni sporni govor
@vladoluznik @sarecmarjan Si ne upa.Mene pa zanima kdaj bo na kaki vedelici?,ni sporni govor
"@majsanom @aleksandertusek Kaj vse mora človek pretrpeti na enem jadranju, kaj ne? :)",ni sporni govor
"@TomazLisec Tomaž, če smo že pri ""pojdite kaj delati"". Koliko dni delovnih izkušenj, ki vam jih nismo plačali davkoplačevalci pa imate sploh vi?

Zgleda bolj malo. https://t.co/Tc9bZN2e9Y",žalitev
@robilesnik @sodnik @MarjeticaM @tyschew @pengovsky @gastarbeitr @loudandwicked @multikultivator @strankalevica @Levice saj ravno to je zanimiv fenomen! za levico se ne odločajo delavci.,žalitev
@SvobodaBlog @ProfAljosa Poleg tega z dobickom javnih zavodov razpolagajo obcine.,ni sporni govor
"Ne morem verjet v kaj gremo, obeta se nam vsespološni nadzor ljudstva, ker pač če ni statistike ni novih ukrepov. V takem temu si obetma čez dva tedna policijsko uro in vojako na ulicah. Daleč smo prišli ni kaj/",ni sporni govor
Kaj si @LidlSLO misli? Da živimo na Balkanu? Oglas za hrvaški Lidl v hrvaščini na slovenskem portalu. https://t.co/3wwuz1cE1v,ni sporni govor
"A51 ali A71? Oglej si 5 razlogov, ki ti bodo pomagali pri odločitvi, kateri je prava izbira zate! 👇
https://t.co/JEfSJkjsZz 
https://t.co/9rZSkWDIIc https://t.co/kIYZTZbMp8",ni sporni govor
"@RKrizaj @had @strankaSD @sarecmarjan @strankalevica @Platinis2 @JJansaSDS @Pertinacal @BojanPozar @bostjancizelj @bojansimm @Libertarec @edvardkadic @mojcav1 @Jo_AnnaOfArt Je že kdo ustanovil skupino ""Vsi smo Tjaša Prošek""? 😇",ni sporni govor
"Ali si predstavljate ,da bi bilo na Novi 24 
zaposlenih 2.300 ljudi.Imeli bi najboljšo
TV nasploh saj že 10 ljudi dela boljši info program kot RTV in POP skupaj.
10 novinarjev  za šport
10 za otroke
5 za glasbo
10 za razvoj SLO
50 za razvedrilni itd.
Le kaj počne 2300 na RTV??",žalitev
"@tretjeoko Danes je kajjazvemkateri dan, ko sem doma. In zgleda, da bom še nekaj časa. Dokler ne zalaufa turizem...",ni sporni govor
"@necenzurirano_ @NovaSlovenija @jozefhorvat V penzjon, Jožef. V penzjon! Dost je blo...",žalitev
"A bo treba številke prirediti? Kdo, pri najboljši volji, lahko še verjame v verodostojnost te vlade? Predčasna zamenjava direktorja Sursa prvič v zgodovini Slovenije, https://t.co/e7dErqqYS1",žalitev
"Vsem 2.200 zaposlenim? Ni pošteno do tistih, ki so delali. https://t.co/WN15iDgXbH",ni sporni govor
"Sem vesela, da je imela koalicija prav - med protestniki so vendarle bile TUDI med. sestre! 🤗 Grem na 🚴🏻‍♀️, ker hočem, da se sliši tudi moj glas! https://t.co/Wh0eK5yZIK",ni sporni govor
"@Libertarec Tudi o grožnjah JJ na dan protesta nič. Popravek #postfestum , na pritisk javnosti, se zgodi čež par dni. In to je objektivno poročanje @RTV_Slovenija 😢😭",ni sporni govor
"@PerunKladvoroki Tudi meni ne. Mi je sumljivo v smeri, da bi global elita dobila v precep prezapufane države.",žalitev
"@Margu501 @kajman_ocalar https://t.co/qLdMcqvOcA
Kaj bi nam intelektualci. Sej mamo tole",ni sporni govor
"@JazbarMatjaz *premetava koledar, da vidi, če slučajno lahko takrat pride v Slovenijo*
Slabo zgleda 😟",ni sporni govor
"🤝Zaposlitev
Vas zanima delo v #BankaSlovenije? Podrobnosti aktualnih razpisov in prijave 👉 https://t.co/z2coaG2WUk
#Zaposlitev #ZaposlitevBS #job #hiring https://t.co/veJivAQSqK",ni sporni govor
"Hvala, neznani vojak. 
pa se je ohranilo življenje!
je še kaj lepšega?
Ni.
https://t.co/VVC8QI8eFp",ni sporni govor
"@vladaRS @NIJZ_pr @MinZdravje Spoštovani, 
#coronavirus #COVID2019 je potrjen na Avstrijskem Štajerskem! 
Zanimivo je, da prav nobeden medij ne obvešča, saj veliko ljudi dnevno migrira v Avstrijo pa ne zgolj iz okolice Mb temveč celotnega Dravskega polja, Prekmurja ... https://t.co/CqPEQ9uGYn",ni sporni govor
"@JKranjcan @SavinskiS Ta folk je tako nor, da bi lahko brez problemov zakuhal državljansko vojno. Ta idiot je še posebej usekan. Dovolj je pogledat koga sledi, pa se človek zgrozi koliko pacientov kroži po Sloveniji.",žalitev
"@AlanOrlic Isto so naredili z doufujem. Pa so bili edina trgovina v državi, ki je za normalno ceno prodajala užitni doufu.",ni sporni govor
"@KilgoreSH5 Jp, pa iz CBD tut THC rata. Če nas res kdaj zadane italijanski scenarij se nam ne piše dobr.",ni sporni govor
"@BarbiToper @borisvoncina @dreychee Pa se ti kdaj pogledaš v ogledalo, butara? Saj verjetno poči, ampak vseeno lahko poskusiš!
Smrad!",žalitev
"@krajnc_martin @tfajon @strankaSD Irglce jih je bilo strah,ker bi jih spet tenstala do jutra.👏👏",žalitev
"@HondaIsTheBest1 Ne verjamem v čudežne pravljične razplete, pa tudi zasluženi ne bi bili s tako diletantsko igro! Ampak OK, bom spremljal brez emocij...",ni sporni govor
@PSlovenec @Mladinska_MK Povprečni Slovenec tako ali tako ne kupuje knjig. Tako da škode ne bo. 🙂,ni sporni govor
"Zgodovina se ponavlja...
Princ bo v SLO na pobudo EU uvedel diktaturo globalistov, njegovi verniki bodo odobravajoče rigali ""rechts und ordnung""
Hitler..ups pardon..Merkla ga bo pohvalila.
Mask ne bo, tastari bodo pocrkali, dohtarji pa tudi",žalitev
"Ah...Ko očitno po 60 oz 70-ih letih ni vse po “naše”, pa v jok in na drevo.  https://t.co/0gYFDRNMUN",ni sporni govor
"Je vnukinja enega najboljših pridelovalcev vina v Sloveniji, mislim,da z vinom nima konflikta! https://t.co/ANV4tajojU",ni sporni govor
"@LukaJeMojeIme @MladaSlovenija Se strinjam, da so nekateri nadomestki res malo zgrešeni.",ni sporni govor
"Ljudje, ko greste po nakupih ali drugih nujnih opravkih, si nadenite masko. Mogoče niste okuženi, mogoče pa ste. Mogoče ne boste zaščitili sebe, boste pa gotovo druge. Ne ozirajte se na razlage butlov, zaščito ste kupili za svoj denar. Ne šparajte je za krizo, kriza je zdaj.",žalitev
@prisrcna1 @StankaStanka Pri oljnih barvah ne deluje. Pri restavriranju pa sploh ne.,ni sporni govor
"@freeeky @mahkovic_eva jaz imam preprosto za več površine. rabim za maile, worde, pdf-je, internet - vse hkrati in v več oknih, da lahko preverjam/izponjujem zadeve. pa še mam včasih filing, da bi lahko mela še tretjega izključno za maile, ostala dva pa za uredniško delo.",ni sporni govor
"@KingKob53313520 @Margu501 @JJansaSDS @PocivalsekZ @vladaRS Gale gre na proteste, se izpostavlja kljub diskreditaciji, medtem pa se vlada zaščiti na DAN DRŽAVNOSTI z ograjami in s poceni počičkanimi grafikami nagovarja Slovence",ni sporni govor
"@IPirkovic v levem za desni, vsakdo je zase prepričan, da je normalen, da, celo zelo pameten",ni sporni govor
"@romanvehovec me je okarakteriziral.
Ponosen !

Slovenec sem.
To jih moti. https://t.co/qkc3MmCJlg",ni sporni govor
@had @hajdyXP @lukalojk Ti mucki provokator in jastog socialist se pa sploh ne oglasaj. Primer vsega slabega v drzavi si 😂,žalitev
"@PStendler No, poizkusi, če ti rata sprožit pogovor o tem v DZ ali v vladi. Saj si https://t.co/MI0glKGEJM, če me spomin ne vara?",ni sporni govor
"@tamara80s @petra_cj Možno, da jih niso dobili na telefon, potem so pa raje vseeno prišli osebno. 
Pa zna biti, da si zdaj mislijo, da so pametno ravnali in so imeli prav, da pridejo, ker se je izkazalo, da ima virus. 
Ugibam.",ni sporni govor
Hajduk rasturil Dinamo sredi ZG? Lepo so Kekovo letno plačo not dobili na kaki azijski stavnici..,ni sporni govor
"Da ne bomo samo o virusu... 

Zdaj, ko ima veliko ljudi ogromno časa v svojih glavah in rokah, ideja za ustvarjanje. Minecraft je zakon! https://t.co/BorjaI4agh",ni sporni govor
"@dusankocevar1 Ma je celi oni iz Prekmurja...nekoč na nacionalki, sedaj na “O” tv...🤦‍♂️🤪🤮",ni sporni govor
"(STEČAJ) V stečaju Adrie Airways je priznanih za skoraj 88 milijonov evrov terjatev. 2.915 upnikov je sicer prijavilo za več kot 150 milijonov evrov terjatev. Piše @GregorGrosman.
https://t.co/RUdL5SVRyU",ni sporni govor
"Strollova 660-milijonska FINANČNA INJEKCIJA ne bo dovolj za preživetje ASTON MARTINA
https://t.co/pUHFhvaCUK",ni sporni govor
".@slozeleznice 🚆 z novim voznim redom korenito (tudi za 100+%) povečujejo število vlakov in se tako 1.6.2020 počasi vračajo v stanje pred epidemijo koronavirusa.

#NovVozniRed #Vlak #SlovenskeŽeleznice #Slovenija https://t.co/7VkmrtynrR https://t.co/3dkUIrLOoL",ni sporni govor
"Zadnja veleumna domislica Murgel in Foruma 21 je, da bi Marta Kos postala predsednica vlade. Ženska, skregana z vsemi živimi, a vendarle sestra Draga Kosa. Kučan (Roter, Toš, Repe ..) izgubljajo tla pod nogami. Zapustil jih je razum. Kar ni slabo.",žalitev
@robilesnik @JozeJerovsek @sarecmarjan @NovaSlovenija @strankaDeSUS @StrankaSMC @strankaSDS Ti res vedno kadar odpreš usta poveš kakšen cepec si #daj spakiraj se nekam v karanteno,žalitev
"⚠️Ker je naš nogomet do nadalnjega odpovedan,bo Žabar vsak dan objavil zanimiv podatek v zvezi z Olimpijo. V upanju,da se stvari normalizirajo je potrebno upoštevati napotke institucij.Bodi odgovoren do ostalih.
Bolj ko skrbite za svojo higieno,hitreje se vrača tudi naš nogomet! https://t.co/PISpdzYKc6",ni sporni govor
"@IgorZavrsnik @vinkovasle1 @Nova24TV Bratjuska je pozabila,da jim je Sarec zvisal place!",ni sporni govor
"@BojanPozar @vecer ... ko je ugotovil, da sem vaš ""oboževalec"", pa se je še mene lotil javno s pomočjo Cirmana v Dnevniku. Moralno dno, ne pa novinar. 3/3",žalitev
Še nekaj kar Avstrijci naredijo boljše kot mi... @DARS_SI ...in ja fejst sm moču z vodo... https://t.co/Fo2DLhuLWq,ni sporni govor
"@Orleanska1 Tako kot je bila vlada v Nemčiji od 1945 naprej odgovorna za posledice norosti nacional socialistov?

Kaj pa SD, vsako leto je razdelil “NVOjem” na desetine milijonov za raziskave, kako bi starostniki bolje živeli, namesto, da bi gradili domove? Zdaj bi imeli veliko prostora.",žalitev
"#ivanretvita RT @vladaRS: Svet EU je že 20. 2. 2020 opozarjal, da je na trgu  prišlo do večjih motenj in nestabilnosti pri preskrbi z zaščitnimi sredstvi, do močnega povišanja cen in podaljševanja rokov dobave, kar je ugotavljala tudi [...]",ni sporni govor
"V 12 letih niste mogli ''prdnt'' , sedaj boste pa modrovali? 

Židan opozoril na nesprejemljiva dejanja nove oblasti https://t.co/nzDcbkV7Cz",žalitev
"Vau, v Španiji znova fašizem. Otroci sploh ven niso smeli. Sedaj pa bodo lahko, 1 uro, max 1 km. A je Franco vstal od mrtvih, al kdo je na oblasti?",ni sporni govor
@GorazdSkorjanec Kar posebn okus. Moras met rad radic ... men je bla super pica in mi ni zal,ni sporni govor
"Zdaj, ko smo doma, je čas za narediti ali povečati vrt, preorati kakšno njivico. Ob delu čas hitro mine, razmigaš se in - vsaj delno poskrbiš za samooskrbo. Priporočam vsakemu, ki ima možnost.",ni sporni govor
"@PerfidiaDonat @KatarinaJenko @Matino667 zna bit, da sem, sam da noben od naju takrat tega ni vedel. a pri mariči? :D",ni sporni govor
@DrPogacnik @JureBregar @milan_brglez Tudi jaz ne razumem v čem je težava. Država ne komunicira le preko Uradnega lista.,ni sporni govor
"@Bashi_B Saj se razumeva: gre za 1) zaščito  sebe, kar so samo dovolj profi maske in zaščito drugih 2), kjer vlada pravi, ""maska, šal, ruta ali nekaj, kar prekrije usta in nos ... ko gledam, kaj folk dela s kupljenimi maskami, me je itak groza, ker bomo tako vsi vse okužili itak :(",ni sporni govor
"@IsmeTsHorjuLa Saj ne gre za tekmo, madona. Mislim, kako lahko uživaš v nečem, če si zanič. Evidentno zanič. In te to celo grize.",ni sporni govor
Sredi aprila je bila v Sloveniji prodaja knjig povprečno nižja do 90 odstotkov. Začasni pregled vpliva krize na evropsko založništvo kaže: slovenski založniki so med bolj prizadetimi. 🔐 https://t.co/sIKgDH2xh0,ni sporni govor
"@pjur11 @iztokX @PreglArjan Vse to je stvar lastnika. Ko je lastnik država, se žal ne gleda samo poslovno uspešnost. Na koncu tudi za te zgrešene poteze plačamo mi z davki. Zato sem predlagal prodajo.",ni sporni govor
@jozegas @Pertinacal @BojanPozar @p_zoran @strankaSDS @StrankaLMS Diktaturi? A sem kaj spregledal in so bile volitve do nadaljnega odpovedane?,ni sporni govor
"@akashaanasha S kakšnimi neumnostmi se filaš. Vsako mesto ima dark side, ampak to ni slika meste, še manj pa države",žalitev
"@grkramar @vladaRS @JJansaSDS @RadioOgnjisce Imate vso pravico do svojega mnenja, v demokratični državi pa je prav, da gredo stvari skozi ustrezen parlamentarni postopek. Odlov divjih zivalo je obcutljiva tema in jaz tega ne bi dajala v isti svezenj, ce se mudi. Ravno tako prenosa uredbe, ki ni vsebinsko povezana z epid.",ni sporni govor
@Chuppacadabra @specificen To ne gre. Osnova za racun je elektro prikljucek ce pa se imas internet je to misija nemogoce.,ni sporni govor
"@matejpirnat ne gre se kaj je napisal Bojan, gre se kaj si napisal ti, ce se hoces iti ping pong, potem nima smisla, Bojan je Bojan, Ti si Ti",ni sporni govor
@KuzmaAleksander @Pertinacal @bostjanperne @BojanPozar No sedaj pa vemo zakaj je @BojanPozar napovedal možnost  konca @Faktor_com...,ni sporni govor
"No, danes, 27.7. končno dobim naročeno. 

Znesek DDV dobrih 10€. 

Stroški carinjenja: dobrih 9€.

@Posta_Slovenije , vaša storitev v tem primeru je bila tako neverjetno obupna, da človek ostane povsem brez besed. Žal pa obenem prav nazarensko predraga. Prej kraja kot storitev.",ni sporni govor
"Generalna skupščina Združenih narodov je 20. februar razglasila za svetovni dan socialne pravičnosti, ki je ključna za doseganje miru in razvoja v družbi. Letošnji dan poteka pod geslom ""Zmanjševanje neenakosti vodi v dosego večje socialne pravičnosti"". https://t.co/MJJKSVhJ9k",ni sporni govor
"@AlenkaPirman @Agathung @marinmedak Mislim, da se zelo preveč ukvarjamo s temi podganami :)",žalitev
"Moja Slovenija: čas je za odkrivanja, potovanja, sodelovanje in nagrade https://t.co/kbyouzDJ64",ni sporni govor
"Državljani Slovenije, Avstrije in Madžarske lahko prehajajo mejo tudi izven kontrolnih točk https://t.co/XA52AOULDU",ni sporni govor
"@FrenkMate @BozidarBiscan Hhahahahaha...res sem se nasmejal. Domobranci so nastali iz vaških straž in klerikalne bele garde (beri 80% četnikov...Jaka Avšič, Karl Novak) in so bili pomožna policijska enota nemškega Wermachta.",ni sporni govor
"Zdaj že iz Italije posnetki, kot smo jih bili vajeni iz Kitajske.... https://t.co/bq0VfWyKvG",ni sporni govor
"Avstrija je 50 let gradila sistem, kako preživeti z LASTNIM DELOM. Mi že 75 let živimo na tuj račun in mislimo, da denar raste na drevesu.(Renata Zajc)",žalitev
"Kot je Cank omenil v uvodu, se ve, katera barva mi je ljubša, ampak iz tedna v teden jim čedalje rajši prisluhnem. Tokrat še posebej, ker v tej izdaji podcasta gostuje moj bivši SNPtrpin in ""SlovenianFootballHistoryFreak"" Tim Dobovšek. https://t.co/xbf6IhkFKf",ni sporni govor
"Marš moj soimenjak, pa kam kaže tvoja pot. Celo želel si pokazati da si normalen...
Levaki ste čisto mim..
Zbogom! https://t.co/0gOP0ntYnT",žalitev
"@AljosaDragas Pozdravljeni,

moja misel:

Dobro da nimamo več Adrije!

LP Matija",ni sporni govor
@twiitiztok @MilaKuki27 V zadnjem obdobju (vec kot mesec) so popolnoma zajezili prihode. 👍,ni sporni govor
@JKranjcan @AlojzKovsca Levičarja sta ti Janša s Prištine in Kovšca s Čapline 😂😂😂😂,žalitev
"@vinkovasle1 @MSrebre @RTV_Slovenija Na MMC ""Podali so tudi nekaj sporočil ljubezni in miru, med drugim so se opremili z rdečimi baloni v obliki srca in na enega od transparentov zapisali, da se želijo igrati z igračami, ne pa z orožjem.""",ni sporni govor
@Svarun_K @MarjeticaM @PrometejDD @llisjak Saj ga je. In hkrati kot domnevni oškodovanec na tožilstvo pritisnil s pozicije predsednika vlade. Marjetica in vodakriblato se pa zgleda žal palita samo na partizani/domobranci.,žalitev
"@JozeBiscak @TrampuzAndrej  se je vključil v borbo proti vladi, slovenski ? Tebe bi lahko Italijani angažirali, pametnjakovič ? Tiste maske so bile znak naciji, da gre zares. Sigurno te bo Conte poklical ?",žalitev
Ob 15. uri se je začel protest na Muzejski ploščadi z naslovom Poslednja akcija za kulturo. https://t.co/Eu2DMczvIN,ni sporni govor
"@ABratusek @StrankaSAB In kdo je kriv tovarišica Bratunšek. Pa ne mi spet NAKLADAT, da ta “ diktator “ Janez. Včasih je bilo Veleje, mala vas, par sto domačinov, pa nikoli sprti. Prekleti Janez, pa nam je gor privlekel vse, da smo Staro Velenčani morali odditi ❗️",žalitev
