,title,text,label,succ,meta,user,mentions,prev
770,Navy names ship after gay rights advocate Harvey Milk,Clintons,0,"I could care less about billy boy, he isn't running.","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",truthishere,@humbled @SamPatch @my_thoughts,Liberals who won't serve honorably.
771,Navy names ship after gay rights advocate Harvey Milk,"I could care less about billy boy, he isn't running.",0,in the shadows,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",SamPatch,@truthishere @humbled @SamPatch @my_thoughts,it will take a tsunami to wash the taste out of San Fran's bay
772,Navy names ship after gay rights advocate Harvey Milk,in the shadows,0,Your tinfoil hat has slipped off and the rays are getting in again.,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",truthishere,@SamPatch @truthishere @humbled @my_thoughts,That wasn't even a good try gomer.
773,Navy names ship after gay rights advocate Harvey Milk,Your tinfoil hat has slipped off and the rays are getting in again.,0,"- We're not talking about Trump, we're talking about you f*ggots.","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",SamPatch,@truthishere @SamPatch @humbled @my_thoughts,it will take a tsunami to wash the taste out of San Fran's bay
774,Navy names ship after gay rights advocate Harvey Milk,"- We're not talking about Trump, we're talking about you f*ggots.",1,,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",CarryingConcealed,@SamPatch,That wasn't even a good try gomer.
775,Navy names ship after gay rights advocate Harvey Milk,We've never needed someone to make America Great Again more so than right now.,0,But Trump isn't a religious fanatical conservative. Do you think he really cares about the anti-gay agenda?,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",dinsmo81,,
776,Navy names ship after gay rights advocate Harvey Milk,But Trump isn't a religious fanatical conservative. Do you think he really cares about the anti-gay agenda?,0,"And by stood up, you mean kneel in front of a 13 year old boy...","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",WiltonManors,@dinsmo81,We've never needed someone to make America Great Again more so than right now.
777,Navy names ship after gay rights advocate Harvey Milk,Brought to you by William Jefferson Clinton.,0,"I woke up in a Soho doorway, a policeman knew my name. He said ""You can go sleep at home tonight if you can get up and walk away."" I slipped back to the Underground and the breeze blew back my hair. I remember throwing punches around and preaching from my chair. Well, who are you?","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",humbled,,
778,Navy names ship after gay rights advocate Harvey Milk,Perhaps they can use it as a target ship for torpedo trials.,0,,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",ncf8710,,
779,Navy names ship after gay rights advocate Harvey Milk,these are the people leading us. people who would light up the white house with the gay flag. people who want our country invaded by sharia law pushing islamists. Obama hated this country and only served to turn it around toward destruction,1,"No, I think Obama thought he would make this country in his own image.","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",reallynoway1,,
780,Navy names ship after gay rights advocate Harvey Milk,"No, I think Obama thought he would make this country in his own image.",0,"I woke up in a Soho doorway, a policeman knew my name. He said ""You can go sleep at home tonight if you can get up and walk away."" I slipped back to the Underground and the breeze blew back my hair. I remember throwing punches around and preaching from my chair. Well, who are you?","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",humbled,@reallynoway1,these are the people leading us. people who would light up the white house with the gay flag. people who want our country invaded by sharia law pushing islamists. Obama hated this country and only served to turn it around toward destruction
781,Navy names ship after gay rights advocate Harvey Milk,Milk has sexual relations with multiple male enlisted men and is forced out of the Navy with a less than honorable discharge. His reward for his unacceptable conduct is he gets a ship named after him for his political activities in San Francisco. No wonder our military is in such a mess.,1,,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",AlanASF,,
782,Navy names ship after gay rights advocate Harvey Milk,Navy Secretary Ray Mabus; LMAO!,0,,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",ABCD,,
783,Navy names ship after gay rights advocate Harvey Milk,America is fast becoming a failed state.,0,"So get out, traitor.","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",EyeseeIt,,
784,Navy names ship after gay rights advocate Harvey Milk,"So get out, traitor.",0,How is Eyeseeit a traitor ?,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",Tygher,@EyeseeIt,America is fast becoming a failed state.
785,Navy names ship after gay rights advocate Harvey Milk,How is Eyeseeit a traitor ?,0,"So get out, traitor.","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",Windvane60,@Tygher @EyeseeIt,Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
786,Navy names ship after gay rights advocate Harvey Milk,GFY!,0,,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",tpiper,@Tygher @EyeseeIt,Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
787,Navy names ship after gay rights advocate Harvey Milk,Correction; IS a failed state.,0,"So get out, traitor.","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",Windvane60,@EyeseeIt,America is fast becoming a failed state.
788,Navy names ship after gay rights advocate Harvey Milk,"So get out, traitor.",0,Who are you?,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",Tygher,@Windvane60 @EyeseeIt,"No hatred by us-we just don't like Liberal/Lamocrats,like you.Maybe you should head down to Orlando."
789,Navy names ship after gay rights advocate Harvey Milk,Who are you?,0,"I woke up in a Soho doorway, a policeman knew my name. He said ""You can go sleep at home tonight if you can get up and walk away."" I slipped back to the Underground and the breeze blew back my hair. I remember throwing punches around and preaching from my chair. Well, who are you?","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",humbled,@Tygher @Windvane60 @EyeseeIt,Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
790,Navy names ship after gay rights advocate Harvey Milk,"I woke up in a Soho doorway, a policeman knew my name. He said ""You can go sleep at home tonight if you can get up and walk away."" I slipped back to the Underground and the breeze blew back my hair. I remember throwing punches around and preaching from my chair. Well, who are you?",0,"I sure you""ll enjoy; G.F.Y.","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",Tygher,@humbled @Tygher @Windvane60 @EyeseeIt,Liberals who won't serve honorably.
791,Navy names ship after gay rights advocate Harvey Milk,"I sure you""ll enjoy; G.F.Y.",0,Thanks for admitting you lost this argument.,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",Windvane60,@Tygher @Windvane60 @EyeseeItTygher;Something,Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
792,Navy names ship after gay rights advocate Harvey Milk,Thanks for admitting you lost this argument.,0,"The only thing lost here is your manhood and dignity.Mine is very much in tact,Fudgepounder.","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",Tygher,@Windvane60 @Tygher @EyeseeIt,"No hatred by us-we just don't like Liberal/Lamocrats,like you.Maybe you should head down to Orlando."
793,Navy names ship after gay rights advocate Harvey Milk,"The only thing lost here is your manhood and dignity.Mine is very much in tact,Fudgepounder.",0,"Aww, how adorable! You're so sure you've lost the argument, you're upping the ante on the rude insults. How very sad.","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",Windvane60,@Tygher @Windvane60 @EyeseeIt,Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
794,Navy names ship after gay rights advocate Harvey Milk,"Aww, how adorable! You're so sure you've lost the argument, you're upping the ante on the rude insults. How very sad.",0,"So long,Fairy.","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",Tygher,@Windvane60 @Tygher @EyeseeIt,"No hatred by us-we just don't like Liberal/Lamocrats,like you.Maybe you should head down to Orlando."
795,Navy names ship after gay rights advocate Harvey Milk,"So long,Fairy.",0,,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",Windvane60,@Tygher @Windvane60 @EyeseeIt,Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
796,Navy names ship after gay rights advocate Harvey Milk,"combat vet,Mekong.Honorable Discharge,Purple Heart,etc.etc.What's been YOUR service to America,Pogeybait ?",0,,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",Windvane60,"@Tygher @Windvane60 @EyeseeItUSN,Vietnam",Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
797,Navy names ship after gay rights advocate Harvey Milk,To all the lying liberals who keep saying he was Honorably discharged. Britannica.com/biography/Harvey-Milk Not according to Harvey he wasn't.,0,And military records don't support his claim. Like any politician he was pandering for sympathy and votes.,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",TheImmortalOne,,
798,Navy names ship after gay rights advocate Harvey Milk,And military records don't support his claim. Like any politician he was pandering for sympathy and votes.,0,"I will. So, you are saying the the AP is incorrect on that.","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",SamPatch,@TheImmortalOne,That's not even factually accurate lol WTH are you even talking about
799,Navy names ship after gay rights advocate Harvey Milk,"Sorry, Navy, but this is just wrong! There must be numerous homosexuals who have served our country with distinction and not been given a ""less than honorable"" discharge. The ship could have been named after one of them.",0,Or at least ones that didn't openly brag about their pedophilia exploits,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",IndictHillary,,
800,Navy names ship after gay rights advocate Harvey Milk,Or at least ones that didn't openly brag about their pedophilia exploits,1,Or behind...,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",dinsmo81,@IndictHillary,"Sorry, Navy, but this is just wrong! There must be numerous homosexuals who have served our country with distinction and not been given a ""less than honorable"" discharge. The ship could have been named after one of them."
801,Navy names ship after gay rights advocate Harvey Milk,He was honorably discharged. Go to the United States Naval Institute site and read for yourself.,0,"I will. So, you are saying the the AP is incorrect on that.","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",SamPatch,@IndictHillary,"Sorry, Navy, but this is just wrong! There must be numerous homosexuals who have served our country with distinction and not been given a ""less than honorable"" discharge. The ship could have been named after one of them."
802,Navy names ship after gay rights advocate Harvey Milk,"I will. So, you are saying the the AP is incorrect on that.",0,Yes I am. Have fun.,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",IndictHillary,@SamPatch @IndictHillary,That wasn't even a good try gomer.
803,Navy names ship after gay rights advocate Harvey Milk,Yes I am. Have fun.,0,"Interestingly, I find both comments on various site. Honorably and less than honorable. I will hope that the Navy has better presence of mind than naming a ship after someone with a ""less than""","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",SamPatch,@IndictHillary @SamPatch,"Sorry, Navy, but this is just wrong! There must be numerous homosexuals who have served our country with distinction and not been given a ""less than honorable"" discharge. The ship could have been named after one of them."
804,Navy names ship after gay rights advocate Harvey Milk,"Interestingly, I find both comments on various site. Honorably and less than honorable. I will hope that the Navy has better presence of mind than naming a ship after someone with a ""less than""",0,"I really wish there was more info on his Discharge Type as that has fueled a lot of derisive comments, but I have to default with USNI as they are pretty good with getting it right. They also provide info on the article's author at the bottom. Now all that aside, the Navy could have chosen a different vessel than an oiler. The jokes from that will be going around for decades.","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",IndictHillary,@SamPatch @IndictHillary,That wasn't even a good try gomer.
805,Navy names ship after gay rights advocate Harvey Milk,"That is indeed what the article on the USNI web says. It is not unusual for the AP to be wrong... but usually it favors causes such as this. But, if he was indeed honorably discharged, I apologize to him and withdraw my objection to the ship naming.",0,"I really wish there was more info on his Discharge Type as that has fueled a lot of derisive comments, but I have to default with USNI as they are pretty good with getting it right. They also provide info on the article's author at the bottom. Now all that aside, the Navy could have chosen a different vessel than an oiler. The jokes from that will be going around for decades.","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",IndictHillary,@SamPatch @IndictHillary,That wasn't even a good try gomer.
806,Navy names ship after gay rights advocate Harvey Milk,"I really wish there was more info on his Discharge Type as that has fueled a lot of derisive comments, but I have to default with USNI as they are pretty good with getting it right. They also provide info on the article's author at the bottom. Now all that aside, the Navy could have chosen a different vessel than an oiler. The jokes from that will be going around for decades.",0,after you pay the $40 to access it I will,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",SamPatch,@IndictHillary @SamPatch,"Sorry, Navy, but this is just wrong! There must be numerous homosexuals who have served our country with distinction and not been given a ""less than honorable"" discharge. The ship could have been named after one of them."
807,Navy names ship after gay rights advocate Harvey Milk,after you pay the $40 to access it I will,0,are you talking about?,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",truthishere,@SamPatch @IndictHillary,That wasn't even a good try gomer.
808,Navy names ship after gay rights advocate Harvey Milk,are you talking about?,0,"When name-calling starts, you have lost","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",SamPatch,@truthishere @SamPatch @IndictHillaryWhat,it will take a tsunami to wash the taste out of San Fran's bay
809,Navy names ship after gay rights advocate Harvey Milk,This is what happens when you politicize the military and make a social experiment out of it.,0,,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",humbled,,
810,Navy names ship after gay rights advocate Harvey Milk,The comments below (and above) are exactly WHY it is appropriate to name the ship after someone who stood up for civil and human rights.,0,"And by stood up, you mean kneel in front of a 13 year old boy...","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",WiltonManors,,
811,Navy names ship after gay rights advocate Harvey Milk,"And by stood up, you mean kneel in front of a 13 year old boy...",1,Or behind...,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",dinsmo81,@WiltonManors,"Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more."
812,Navy names ship after gay rights advocate Harvey Milk,Or behind...,1,"I get it, you can't defend your pedophilia, so you're lashing out. Get help.","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",hawk0323,@dinsmo81 @WiltonManors,We've never needed someone to make America Great Again more so than right now.
813,Navy names ship after gay rights advocate Harvey Milk,Ever heard of the republican icon Mark Foley?,0,"No, did someone name a boat after him?","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",WiltonManors,@dinsmo81 @WiltonManors,We've never needed someone to make America Great Again more so than right now.
814,Navy names ship after gay rights advocate Harvey Milk,"No, did someone name a boat after him?",0,Try bobbling him and asking. You are the expert on pedophiles (experience counts).,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",dinsmo81,@WiltonManors @dinsmo81,"Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more."
815,Navy names ship after gay rights advocate Harvey Milk,Try bobbling him and asking. You are the expert on pedophiles (experience counts).,0,"Short answer is, No. They didn't name a boat after him like they are doing for this pedophile.","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",WiltonManors,@dinsmo81 @WiltonManors,We've never needed someone to make America Great Again more so than right now.
816,Navy names ship after gay rights advocate Harvey Milk,"Short answer is, No. They didn't name a boat after him like they are doing for this pedophile.",1,"I get it, you can't defend your pedophilia, so you're lashing out. Get help.","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",hawk0323,@WiltonManors @dinsmo81,"Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more."
817,Navy names ship after gay rights advocate Harvey Milk,"But who was given a ""less than honorable"" discharge from the very Navy who is naming the ship after him. I guess THAT doesn't count",0,,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",IndictHillary,@WiltonManors,"Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more."
818,Navy names ship after gay rights advocate Harvey Milk,"I don't disagree with your point of view about the comments, but I can tell you this. If we had people at the top who understood the military because they had served, or had other alliances with it, we would not have such controversial issues.",0,,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",humbled,@WiltonManors,"Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more."
819,Navy names ship after gay rights advocate Harvey Milk,Our Commander in Chief is on the record as supporting and honoring known pedophiles. When will people say enough already?,0,Your obsession with pedophilia tells me you are a pedophile. Please seek help for your sickness.,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",dinsmo81,,
820,Navy names ship after gay rights advocate Harvey Milk,Your obsession with pedophilia tells me you are a pedophile. Please seek help for your sickness.,0,Please stick to your day job.........babysitting your mom's basement.,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",Tygher,@dinsmo81,We've never needed someone to make America Great Again more so than right now.
821,Navy names ship after gay rights advocate Harvey Milk,Please stick to your day job.........babysitting your mom's basement.,0,"I get it, you can't defend your pedophilia, so you're lashing out. Get help.","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",hawk0323,@Tygher @dinsmo81,Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
822,Navy names ship after gay rights advocate Harvey Milk,"I get it, you can't defend your pedophilia, so you're lashing out. Get help.",0,You giving out a psychological diagnosis and/or advice is the equivalent of a monkey solving a puzzle for a banana.,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",Tygher,@hawk0323 @Tygher @dinsmo81,Or behind...
823,Navy names ship after gay rights advocate Harvey Milk,You giving out a psychological diagnosis and/or advice is the equivalent of a monkey solving a puzzle for a banana.,0,Did you enjoy the banana?,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",hawk0323,@Tygher @hawk0323 @dinsmo81,Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
824,Navy names ship after gay rights advocate Harvey Milk,Did you enjoy the banana?,0,"Were you trying to make a gay reference? Or call me a monkey....in which case, you were, AGAIN using my post to try and attack. You really are incapable of coming up with any original thought..","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",Tygher,@hawk0323 @Tygher @dinsmo81,Or behind...
825,Navy names ship after gay rights advocate Harvey Milk,"Were you trying to make a gay reference? Or call me a monkey....in which case, you were, AGAIN using my post to try and attack. You really are incapable of coming up with any original thought..",0,Are you really so dense you couldn't figure out what I was saying? I doubt you even got the banana. Poor sad thing!,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",hawk0323,@Tygher @hawk0323 @dinsmo81,Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
826,Navy names ship after gay rights advocate Harvey Milk,Are you really so dense you couldn't figure out what I was saying? I doubt you even got the banana. Poor sad thing!,0,So demonizing pedophilia is worse than naming naval ships after a known pedophile? Please explain,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",Tygher,@hawk0323 @Tygher @dinsmo81,Or behind...
827,Navy names ship after gay rights advocate Harvey Milk,So demonizing pedophilia is worse than naming naval ships after a known pedophile? Please explain,0,Another one who is obsessed with pedophilia. Keep your kids away from @dinsmo81. Sick and dangerous.,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",dinsmo81,@Tygher @dinsmo81,Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
828,Navy names ship after gay rights advocate Harvey Milk,Another one who is obsessed with pedophilia. Keep your kids away from @dinsmo81. Sick and dangerous.,0,"Well,your mental identity is very much open to question,given your postings;right ?","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",Tygher,@dinsmo81 @Tygher,We've never needed someone to make America Great Again more so than right now.
829,Navy names ship after gay rights advocate Harvey Milk,"Well,your mental identity is very much open to question,given your postings;right ?",0,,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",Windvane60,@Tygher @dinsmo81,Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
830,Navy names ship after gay rights advocate Harvey Milk,What kind of Commander in Chief would allow this to happen?,0,I love rhetorical questions. We all know what kind,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",dinsmo81,,
831,Navy names ship after gay rights advocate Harvey Milk,I love rhetorical questions. We all know what kind,1,,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",IndictHillary,@dinsmo81,We've never needed someone to make America Great Again more so than right now.
832,Navy names ship after gay rights advocate Harvey Milk,May God send it to the bottom of the sea. Disgusting.,1,,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",HistoryRepeatsItself,,
833,Navy names ship after gay rights advocate Harvey Milk,"""Milk's career as a Navy officer, however, ended with an ""other than honorable"" discharge,"" Yup! That's the kind of person we should be naming ships after. And my comment has nothing to do with his preferences, just his performance as a Navy officer. But apparently his preferences have more to do with a ship being named after him than his performance.... as far as the Navy is concerned.",0,,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",IndictHillary,,
834,Navy names ship after gay rights advocate Harvey Milk,"As a Navy Veteran, I hope that they painted a target on the hull....",1,If you were a Veteran you would not say that. Why would you want a bunch of kids put in harms way that had no say in the matter?,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",GOTRUMPFORAMERICA,,
835,Navy names ship after gay rights advocate Harvey Milk,If you were a Veteran you would not say that. Why would you want a bunch of kids put in harms way that had no say in the matter?,0,"technically, they do. They just may not be in the military anymore if they speak out.","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",Justasouthernguy,@GOTRUMPFORAMERICA,"As a Navy Veteran, I hope that they painted a target on the hull...."
836,Navy names ship after gay rights advocate Harvey Milk,"technically, they do. They just may not be in the military anymore if they speak out.",0,,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",hawk0323,"@Justasouthernguy @GOTRUMPFORAMERICAWell,",If you were a Veteran you would not say that. Why would you want a bunch of kids put in harms way that had no say in the matter?
837,Navy names ship after gay rights advocate Harvey Milk,If you were a Navy Veteran you would understand what GOTRUMPFORAMERICA means by his comments. Naming a ship after a gay that was discharged under other than honorable conditions shows how sick our government and country is.,1,,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",my_thoughts,@Justasouthernguy @GOTRUMPFORAMERICA,If you were a Veteran you would not say that. Why would you want a bunch of kids put in harms way that had no say in the matter?
838,Navy names ship after gay rights advocate Harvey Milk,The next one will be Margaret Sanger,0,SS Sandusky,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",dankat2,,
839,Navy names ship after gay rights advocate Harvey Milk,SS Sandusky,0,Why do YOU keep lying?,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",TheImmortalOne,@dankat2,The next one will be Margaret Sanger
840,Navy names ship after gay rights advocate Harvey Milk,Does the ship only go in reverse?,1,"It comes with a pitcher, and a catcher mode","The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",buckneykid,,
841,Navy names ship after gay rights advocate Harvey Milk,"It comes with a pitcher, and a catcher mode",1,,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",hawk0323,@buckneykid,Does the ship only go in reverse?
842,Navy names ship after gay rights advocate Harvey Milk,This will strike fear in our enemies....! They will be afraid they will be rear ended by a ferry boat...,1,wellsaid,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",DMS6922,,
843,Navy names ship after gay rights advocate Harvey Milk,wellsaid,1,lol,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",rivrrodent,@DMS6922,This will strike fear in our enemies....! They will be afraid they will be rear ended by a ferry boat...
844,Navy names ship after gay rights advocate Harvey Milk,"Are they also going to paint it PINK, color a big brown A55hole by the rudder and paint DIX on the guns ? ? Unfrigginbelievable.",1,,"The Navy is naming a ship in honor of the late gay rights leader Harvey Milk, who served in the Navy for four years before he began a career in San Francisco city government.",PudbertSavannahGA,,
