tweet,is_offensive,sporni_govor
"@JozeBizjak @rtvslo ja, tako kot to imamo že danes. politični, gospodarski, narko kriminal... pa take. vprašaj princa teme, kako se izpelje prvo in drugo..",ni sporni govor,0
"@tomltoml Tito, malomeščanski sin poljske grofice, je bil sovjetski vele-produkt 👇🏾, ki mu je vrh kominterne namenil vlogo podreditve Balkana 🌏 komunistični diktaturi z ukradeno identiteto v Galiciji padlega Slovenca Joška Broza 😤. https://t.co/YUsDrxderi",žalitev,1
"@Angry_Greta @IJoveva V parlamentu jih je še kar nekaj. Brihtnih ko radiator. Takrat ko mu vodo ven spustiš. 😂😂😂 Ne vem pa kera dosega prvo mesto: Irena, Lidija al Maša?🤦🤦🤦 https://t.co/iGN0lS9F3c",ni sporni govor,0
"Sej zna bit serator kar se tiče fuzbala, ampak tekom te pandemije se je pa izkazal. https://t.co/cDnId2ctQr",nespodobni govor,1
"@VeraKozmik @dreychee To so tile, ko jim slike vzbujajo skomine, njihov diktatorski katoliški superego pa jih potem maltretira v življenju in sanjah, da so znervirani, neprespani in jezni na cel svet, ki si upa, za razliko od njih, živeti po svojih čutenjih.",žalitev,1
"@MatevzTomsic SD ste popolnoma dementni, izvirate in ste nasledniki 5x preimenovane ZKS revolucionarjev, ste nasledniki omejevanje pravic državljanov, UDBA vam še vedno nosi podatke, streljanje na meji je tudi vaša domena, vaših vzornikov in vaši 99% medijev so vojaki revolucije!",žalitev,1
"Nižati plače sodnikom in tožilcem .... v teh čudnih časih, ko so tožbe vložene in razne ovadbe dane ..... niso na vladi budale, hej! https://t.co/rdVCLyOEIu",žalitev,1
"@lenci53 @AurelioJuri @BorutPahor Priznam, jaz v drugo nisem pomovila napake.",ni sporni govor,0
@DeFlasker @DejanPogacnik Govoril sem o 2. sv.vojni. Spomenik Leopolda II. pa bi me motil v Kongu. V Sloveniji pa bi me gotovo motil kip Rupnika.,ni sporni govor,0
"Minister @ASircelj v odgovoru na poslansko vprašanje: ""Ukrepi #PKP1  so dosegli ljudi, dosegli so svoj cilj. Izplačani so bili solidarnostni dodatki za študente, upokojence, temeljni dohodek za samozaposlene, itd."" #sejaDZ",ni sporni govor,0
"@MarjeticaM @RobertSifrer Kje so bili?
Tukaj naprimer https://t.co/atGOJxR0Cw",ni sporni govor,0
"Zoki, zakaj ne pišeš v cirilici? Saj znaš in jo imaš v krvi. https://t.co/uVjIvesI0g",žalitev,1
@vrssevnik @Miha84304756 @BojanPozar @POP_TVprogram @Svet_KanalA @Faktor_com Faktor je vsak večer med 20.00 in 21.00 uro objavljen tudi na https://t.co/WeWb3oZDhi https://t.co/HtESfbkccC,ni sporni govor,0
"Izkušeni kapetan @NKRudarVelenje Damjan Trifković je v slovenskem nogometu doživel marsikaj. Tistega, kar je s knapi izkusil jeseni v @PrvaLigaSi, še ni. A ostaja optimist in pojasnuje, zakaj je šlo Rudarju tako slabo. https://t.co/nce8PcRlVP https://t.co/hCNR4WSoIp",ni sporni govor,0
"@JernejStromajer Dežurni števec? Jejejej, padec v globino. 😂😂A to tud plačajo?",ni sporni govor,0
"@AlenkaPirman Kače nimajo vlažne kože. Ljudi se izogibajo, tako da dvomim, da predstavljajo tak problem v kakšnem vrtu.",ni sporni govor,0
"@GovorecCOVID19 @Slovenskavojska @policija_si Kako nespametno! Zdaj bodo lahko horde migrantov prodrle v našo deželo in nas okužile. Je Izolan, ki se za vikend odpravi na njivo v Pobege res večja nevarnost za Slovence od hord okuženih migrantov? Tega od vas res nismo pričakovali :(",žalitev,1
"@bosstjanz Odgovor smo sicer prejeli, vendar novih informacij žal nimamo. Aneks je bil z vaše strani podpisan in je tako veljaven.  Aneks ima sicer le 14. členov (3 strani), odpovedni rok pa je omenjen v 12. členu.",ni sporni govor,0
@glashona Ožen me in doživljenjsko boš obsojena na majhnega tiča in najbolj seksi dialekt 😁,nespodobni govor,1
"Čak, pravjo da poletne počitnice v tujini odpadejo?
To postaja vse bl realno ... 😆 https://t.co/0E1gkDN5pH",ni sporni govor,0
"Delovanje JJ-a je presenetilo plebs, ker so sami doslej dosledno spoštovali zakone in so bili v stresu že, če so zamujali s plačilom položnic.

Well, I've got news for you.

Tale lik je navajen hodit po skrajnem robu zakona (in še čez) zadnjih 30 let. Njemu to ne krati spanca. https://t.co/uN16UJ4y06",žalitev,1
Igor Hribar širi sovražni govor par excellence. Bo kdo reagiral? https://t.co/cT9haX5TG7,ni sporni govor,0
"@Kalofat @vladaRS Torej glasilo zamejskih Slovencev pod kontrolo SLO Udbe in kriminalnega podzemlja?

Fajn...
😠",ni sporni govor,0
"@ZanMahnic Ja no, kaj si mislijo evropski voditelji o izkušenem politiku, ki še kuverte ne zna odpreti, si lahko samo mislimo. Še dobro, da ne vemo.",žalitev,1
"@RomanVodeb spiš mirno @PreglArjan ,sin namestnika direktorja kapitalistične organizacije Forum 21 ? 😀",žalitev,1
@petra_cj Preračunano na slo = 500. Upoštevsno še število testov pa kakšnih 200.,ni sporni govor,0
@Bojan__Bozic @BlockBrane Ibrota sem kot 15 letni mulc izmeril pri mercatorjevem kiosku.,ni sporni govor,0
"Ko se enkrat odločimo in to sprejmemo - ne hoditi naokrog, če ni nujno - gre. Dajmo #skupaj Za začetek si pomagamo s petjem. #Azzuro #Skavtinjasižvižgainpojevtežavah @skavti",ni sporni govor,0
"Nacionalno preverjanje znanja učencev v 6. in 9. razredu se v šolskem letu 2019/20 ne izvede. Opravljanje izpitov splošne in poklicne mature se prične s pisnim izpitom iz angleščine, v soboto 30. maja.",ni sporni govor,0
"Menda nima kolesa, posodit ga pa tudi noben vrag noče. https://t.co/F9hlQpSXti",ni sporni govor,0
"@magdamekina @NEVAELEZNIK Oprostite g.@magdamekina v Švici pa o glavnih odločitvah trenutno v teh razmerah odloča samo in samo Bundesrat to je ekipa 7 ljudi,no bo konec Lockdown se razmere normalizirajo, no na referendumih pa tudi ni čisto tako kot vi  pravite",ni sporni govor,0
"@DFK01 @5RA_5RA_5RA @aksruanivrecop @Jelena_Ascic Moram pa priznati, da JJ precej boljše zgleda kot ti. 
Ti pa zelo pašejo sončna očala 👍",ni sporni govor,0
Kot kristjan se z vama strinjam. Tudi jaz ne verjamem v takega boga. https://t.co/KeRIQfiJVO,ni sporni govor,0
"@MarkoPavlisic To je bilo retorično vprašanje za naše revolucionarje 🙂 Odgovor je jasen. Nič se niso naučili, ker živijo v vzporednem vesolju 🤷‍♂️",ni sporni govor,0
"@PopitStefka @NeMaramButlov V goši je veliko kisika! Tam, kjer si bil ti, je moralo biti veliko dušika.",žalitev,1
"Citat:
""Klasični mediji torej v času krize uživajo visoko stopnjo zaupanja (...) ugotavljajo pri Mediani. Raziskavo so izvedli ( ...) z metodo spletnega anketiranja ( ...)"" 

Mediana: Ljudje najbolj zaupajo klasičnim medijem. spletnim nekoliko manj. https://t.co/ouHgita26l",ni sporni govor,0
"Tako se pri nas za oblast bori @strankaSD
Lajajo in rencijo, ubistvu pa ves čas sejejo 😉 https://t.co/VzgPRhNO8v",žalitev,1
"Če bi bila SMC, se ne bi distancirala, ampak ograjevala. Je treba reciklirat material, uporabit, kar imaš.",ni sporni govor,0
"@1radovedna @Baldrick_57 @tomltoml Je sicer vztrajen, ampak se ga da izkoreniniti.",ni sporni govor,0
"Nadzorovan humanitarni konvoj potnikov in tovornih vozil krenil iz Slovenije
https://t.co/xYd9dFHgEP https://t.co/P3Fc1aHvKv",ni sporni govor,0
"Ker smo priča izjemnemu stopnjevanju zastraševanja in nestrpnosti zoper  dialog z SDS, s strani dela levega bloka,lahko kar verjamemo,da ga. Pivčevi grozijo celo s smrtjo.",žalitev,1
@MatjaNemec Malo se je treba pogledat v ogledalo od nastanka te države. Zelo se je treba potruditi da najdeš en predlog ki ste ga sprejeli ko ste bili koalicija,ni sporni govor,0
"@Leon48303573 Takrat na glavi od =0,
bi bila velika bila bula.
Pa še kje.Drugače pa vem. Ne osebno, nisem bil tako problematičen😁,so pa mojega kolega ene 2x ali 3x malo pridržali zaradi kršenja JRM in dolgega jezika tam 87/88. Je par dni hodil ko bi bil rezan, pa nič ni hotel govoriti o tem😂",ni sporni govor,0
"""Razlogi za prezir in nasilje so v pohabljeni duhovnosti, etiki, vrednotah civilizacije"" - Marko Hren https://t.co/1tETudd2xV",ni sporni govor,0
"Pouk štajerščine 2:

Ka toto vino barvle?
=
Pardon, mar veste ali to vino obarva jezik?",ni sporni govor,0
Neubranljivo. S takšnim Ramosom bo Real težko zaustaviti. ⬇️⚽️⬇️ #SergioRamos #Ramos #RealMadrid #Laliga    https://t.co/5dpFSlqFRb,ni sporni govor,0
"@pikapok38002423 @jezerska Ziher pa na dnevnikih ni več pravih lektorskih ekip, tj. ni jih toliko,da bi vsak tekst pregledali vsaj dvakrat, da bi imeli vodjo, ki bi vpeljeval novince in skrbel za vse drugo, za kar je treba.",žalitev,1
"@_MegWhite_ @opica Nina, tudi s petkrat manj denarja se vedno ni slabo! Sploh v kombinaciji z 10x več lajfa.",ni sporni govor,0
"@MaverickTravell @tokk93 @kakape @mlipsitch @CIDRAP Če se ne motim, si ti prišel svinjat v mojo debato.",žalitev,1
"@NeMaramButlov @ErikaPlaninsec @FrenkKogi @Ziebane @JJansaSDS @sarecmarjan @luka7doncic Učitelj mi je nekoč dejal: ""Po svoje imaš prav, po moje pa ne,"" s čemer je izpostavil problem ega. Če nekdo vztraja pri svojem zgolj zato, ker bi rad imel prav, spregleda dober nasvet, ki bi mu povečal uspeh. Je pa to seveda demokratična odločitev, kakršen so tudi posledice.",ni sporni govor,0
"Vsak dan nova afera. Kdo pa je tokrat srečni zaslužka z maskami? Kakšna teta, stric? Še kakšen član strank koalicije? 

Nova afera z maskami? Na embalaži oznaka FFP2, notri pa običajne kirurške maske https://t.co/36lw3dD5WT",žalitev,1
@jelka_godec ... vsa rdeča zalega se vrača nazaj v centralo. V partijo. Da dobijo nove naloge.,žalitev,1
"@barjanski @PolonaKS @miskasmetiska Nekaj let nazaj je veter zlomil eno veliko staro platno. Potem je okoli njenega štora zraslo en kup malih šib. Jest sem vse lepo porezal razen ene. To preostalo pa lepo negoval. Sedaj je tam mogočno drevo, kot da je vedno bilo tam.",ni sporni govor,0
"[Video] Poglejte, kako je pred Brankom Grimsom “zmrznil” premier Šarec, ko mu je poslanec SDS nalil čistega vina: “Prva skrb vlade bi morali biti slovenski državljani in ne nek tujec, ki pride in očitno zlorablja azilni sistem” https://t.co/ft1Re8CT8V via @Nova24TV",ni sporni govor,0
"""Pirkovičeva"" osrednja proslava ob dnevu državnosti je bila najbolj gledana vse od leta 1991 | Nova24TV
Petkovci, zamislite se! https://t.co/DB0CwklJTs",ni sporni govor,0
"@magGoranSarac No ja, onemu debeluharju zadaj v rdeči majci malo hoje ne škodi...",ni sporni govor,0
"@Jo_AnnaOfArt Ukvarjali bi se, kot vedno, sami s sabo. 

Pisali bi, kot vselej, o težkih kriminalnih dejanjih desnice.",žalitev,1
"@jkmcnk Mogoče rajši možnost izbire, zapiši si ga, ali pa ""shrani mi ga v cookie"". Kaj pa veš kakšen incognito mode so mulčki starcem naštimali. :D",ni sporni govor,0
"@edvardkadic A hočte rečt, da je na desni manj tolerance do ""svobode govora"", kot na levi? Ker ob  ""mafiji, ki varuje mafijo"" in ""prestitutkah"" ni bilo nobenih batin.
S tožbami pa bolje počakati, da US odloči o pritožbi Paškove.",žalitev,1
TA MALIKA NAJ VPRAŠATA KOLIKO JE NA LEVIČARSKIH STRANKAH POD UPLIVOM KOKE IN DRUGIH SUPSTANC-TREBA ZAHTEVATI POD NUJNO V DZ IN VSE ORGANIH MINISTRSTEV PREVERJANJE PREDEN STOPIJO NA FUNKCIJO-RDEČI ITAK NIMAJO VSI SKUPAJ V GLAVO NORMALNIH POSLANCEV SAMI KRETENI NAJVEČ V SD IN LEVIC https://t.co/9qitbBRXZN,žalitev,1
"Ženska ni prištevna. Sodi med največje nestrpneže v državi in pota take finte. Ne bodi, kot Tanja! Stop drogam. https://t.co/tQ3qhWIhqD",žalitev,1
@Nebodigatreba2 @tednikTVS pa se nekaj.. ce bi se podpisali s pravim imenom bi bilo bolj nekako korajzno..,ni sporni govor,0
"@_Superhik_ smotkooooo...
trinajstletnik je rekel... https://t.co/5sZPGB9j4n",ni sporni govor,0
Slovenski gostinci postajajo hotelirji https://t.co/CSb2jYwku4 via @anteksiler,ni sporni govor,0
"ZDA sklenile, da Hongkong nima več avtonomije https://t.co/DDbQmyZOH5 https://t.co/gzLNkhWtva",ni sporni govor,0
"@MatevzNovak @PSlajnar @edvardkadic Velika večina bomo, nekateri ne bodo, žal.",ni sporni govor,0
@MrgGucekZ @LajnarEU Ne smemo dopustiti balkanske miselnosti :::: lako čemo ::::::,žalitev,1
@PerunKladvoroki Pa ljubljanskega velekriminalca nikakor ne smete pozabiti. Tudi mariborskega čufa ne smejo pozabiti !!!,žalitev,1
"@HorvatSaso Opravičujemo se vam za nastale težave ob uporabi storitev. Sporočamo vam, da smo s težavo že seznanjeni in se jo pospešeno trudim odpraviti. Ko bo znanega kaj več, vas bomo obvestili.",ni sporni govor,0
@butalskipolicaj @slavc7 @zeljko_novak @sgsonjasg @robilesnik @frelih_igor @MarijaMerii @peterjancic @2pir_a @zaslovenijo2 @JanezMeznarec @Platinis2 @EnVaitapu @krajnc_martin @Bostjan1981 @R10Vojko @FrenkMate @zaspanko @caplcapinski @strankaSD Nepoštenih vzgibov Janše ne pripisujte novinarki. Niso vsi kot lopov Janša.,žalitev,1
"Nemogoče, ker vedno se ustavi pri enem naučenem stavku. https://t.co/50hHDWkh8R",ni sporni govor,0
"Na ministrstvu za zdravje so pojasnili, da je ena oseba z novim koronavirusom včeraj umrla v Univerzitetnem kliničnem centru Ljubljana, druga pa v domu starejših občanov v Šmarju pri Jelšah.",ni sporni govor,0
"@Realitycheck481 @Delo Tega izraza si sicer ni izmislila Slo, ampak je strokovnjaška skovanka ...",ni sporni govor,0
"@JackssonJoe @surfon Tako je prikazan narativ. Kakor jaz razumem je bila ona proaktivna, ne pa pasivna, v smislu, da bi samo sprejemala naročila.",ni sporni govor,0
@Kersterin12 @simona74706278 Odvisno od kraja ampak pri nas  je ljudi res malo v trgovinah in mogoče je še boljše it v večjo ker je bolj prostorna in se ljudje porazgubijo med policami..👍,ni sporni govor,0
"»S projektom fizične trgovine na kolesih smo želeli znamki nadeti človeški obraz.«
@A1Slovenija
@internavti
https://t.co/pa6FpQhuvq",ni sporni govor,0
"@zorko_eva @vladaRS Dejstva, ki jih @vladaRS navaja v dotičnem TW, ne terjajo le javne objave, temveč tudi kazenski pregon in odškodninsko odgovornost odgovornih v pobegli vladi, pomenijo pa namerno ogrožanje javnega zdravja in zdravja vseh državljanov Slovenije, spoštovana @zorko_eva.",ni sporni govor,0
"Predsednik @LFC #TomWerner se mora na trenutke uščipniti in se prepričati, da vse skupaj le niso sanje: 'Takšnega niza še dolgo ne bo' -&gt; https://t.co/EMIqSh7xUS #PL #UCL #ligaprvakov #Werner #zmage #LFC #Liverpool #LiverpoolFC #Klopp",ni sporni govor,0
"@RomanLeljak @FrancBreznikSDS @JJansaSDS Tolk je revež bil nažgan, da se ni spomnil zbežati v parlament?",žalitev,1
@Borut_Pecnik A se je že sprejel zakon o ukinitvi oz. privatizaciji RTV SLO!?,ni sporni govor,0
"@llisjak @vladaRS @JozeMozina Imate prav. Vendar pa resno močno dvomim da bi se njegov sin, več kot 70 let po dogodku, šel kaj takega zlagat...",ni sporni govor,0
"#coronavirus je edini virus na svetu, ki bo na čakanje poslal športne novinarje #rtvslo",ni sporni govor,0
"@Hrastnikov @ModernaKmetica Še najbolj je vprašanje kako jo držat, da tud če potegne ne moreš zastrižt",ni sporni govor,0
"@toplovodar @polikarbonat @Val202 Pred desetimi leti, v času politične aktivnosti, sem bil pobudnik prometnega pravila 'varno zavijanje pri rdeči v desno', ki velja marsikje po svetu. Občasno ga prakticiram. Takrat so procesi za uvedbo stekli, mi pa smo predčasno odtekli v politično zgodovino.",ni sporni govor,0
"@plakic2 Petek, 12.6.2020 ob 19h
kolesarimo, hodimo, tecemo, prepevamo, risemo ... 🚴‍♀️👬🏃‍♂️🗣💄🚴‍♀️👬🏃‍♂️🗣✍️💥💥🏃‍♂️🚴‍♂️🚴‍♀️🚴‍♀️💥💥🗣🗣",ni sporni govor,0
A kdo pogreša tole lepotico? Našel sem jo na Likozarjevi. https://t.co/C17OzezRr7,ni sporni govor,0
"A to sem povedal, da se nam obeta - ko bo korona-kriza minila in bo nastala ekonomsko-gospodarska kriza - da bo prostitucija (spet) (za)cvetela?! https://t.co/bBtPJhNbj7",ni sporni govor,0
"Kako stlačiti podobo slona v naravni velikosti v majhen kovček, od tam pa na steno galerije? Intervju z vizualno umetnico Meto Grgurevič. https://t.co/JXLMVSbyV8",ni sporni govor,0
"@pikapoka_jelen @LahovnikMatej Na podlagi izkušenj iz preteklih let bi si upala trditi, da bodo odgovornost tako ali tako preložili na vlado JJ.🙄Nekateri že poskušajo.",ni sporni govor,0
Po prvih podatkih brez hujših posledic. ⁦@sandimurovec⁩ Muri bravo bravo in se enkrat bravo!!!! 👍🙏  https://t.co/copBzMD3NC,ni sporni govor,0
"Wow. Po vseh dolgih letih vztrajanja v kraljevski disciplini nagrada - izid sezone na svetu
 https://t.co/10QvSWOMXD",ni sporni govor,0
"Beovičevi je potrebno čestitati. Normalna, zmerna, ostra, brezkompromisna. Njene napovedi so doslej zdržale. Kacin pa je postal potrčko.",žalitev,1
"@GBWallac3 všeček za fotografijo in ne za revolucionarje, ki so požigali gradove kot za stavo",ni sporni govor,0
"🤣🤣🤣 Dobra. Če ste slikali sprehajalce, ste vi bili tudi tam. No, razen, če so jih z okna. V tem primeru pa upam, da so dobro zmerili razdaljo. https://t.co/IYDlTatFcl",ni sporni govor,0
"@SablatnikUros Ne, moj ni bil. Ampak od takih pezdetov, kot si ti, so bli pa starci vsi po vrst rektalni alpinisti v riti lokalnih sekretarjev itd.",žalitev,1
"@petrasovdat @iztokX Ne obupat, slej ko prej, se jim razširijo obzorja. Tu je žal samo čas spremenljiva komponenta.",ni sporni govor,0
Mariborski župan v pričakovanju novega družinskega člana https://t.co/ETFtHu9Ic3,ni sporni govor,0
Ob ponovnem porastu novih okužb z novim koronavirusom bo vlada že drevi na seji obravnavala predlog zakona o interventnih ukrepih za pripravo na drugi val covida-19.,ni sporni govor,0
"A kdo poslusa Kebra na dveh odborih sedaj? Pa kdo je tega starca iz naftalina izvlekel? On je pisal kar je pisal, zato, ker je bilo prevec tiho. In je napisal. Budalastino. Tipicen general po bitki. Komunist. Samo rusi. Gradijo naj drugi.",žalitev,1
"SLO@sindikat bo rešil svet.

Ali se bodo odpovedali plačilu članarine za leto 2020?",ni sporni govor,0
"Predsednik @vladaRS @JJansaSDS se je danes z vodstvom 
@ukclj pogovarjal o stanju, problemih in rešitvah ter prilagoditvah,ki so jih uvedli za obvladovanje epidemije #koronavirus. Hvala za pravočasno odzivnost in dobro delo v težkih razmerah! #zdravniki #medicinskesestre #zmoremo https://t.co/gd6vrgoCux",ni sporni govor,0
"@NinaGray_ Čist frišn. 🤭 
Sicer pa klasike; Omen? Obe verjanti? Pa sevede Hellraiser 🔥",ni sporni govor,0
Potrjevanje nove vlade bo predvidoma že v petek zvečer.  https://t.co/tAPJbaLgeW,ni sporni govor,0
"Glede na prisotnost g. Pikala je videti, da je bila glavna tema butični turizem ... . https://t.co/m2FMkmKbMU",ni sporni govor,0
"@DominikaSvarc @strankaSD @tfajon Ubogi ste vi v stranki SD, ker morate prenašati tako nedemokratičen prenos vodstva stranke. Najmanj demokratična stranka v Sloveniji. Avtoritarizem in propaganda, jedro stranke SD",žalitev,1
"@SpelaRotar @JJansaSDS Na koncu bodo pa iskali grešnega kozla, verjetno nižjega uradnika iz Wuhana, sam vrh partije pa ne bo spet kriv za nič, čeprav je Xi vedel za bolezen že decembra.",ni sporni govor,0
"@Komanovmulc Vse ob svojem času. Ne moreš primerjati neprimerljivega.
Recimo spodnjo je naslikal 7 letnik. Ali ga lahko primerjaš z Arjanom Preglom? 🤣🤣🤣 https://t.co/IcprMeVfJW",žalitev,1
@jozevolf Špegu imajo...celo z led osvetlitvijo...vsaj pred kratkim je bil v akciji..,ni sporni govor,0
"@JackssonJoe @PreglArjan Hvala za vprašanje. Poznam veliko igric. Si prebral moj tvit, katerega si komentiral? Bilo je VPRAŠANJE. Zanimivo, da te vprašanje lahko prizadene. Preprost odkrit odgovor bi bil čisto dovolj.",ni sporni govor,0
@marjanritonja @mcanzutti @tfajon Če jim naša država izda vizo lahko potujejo po vsem Šengnu. Btw. Albanci in Bosanci vize za potovanje do 90 dni ne potrebujejo.,ni sporni govor,0
@5RA_5RA_5RA @TorkarGregor @vlah58 Kaj naj ti recem. Si ena pametna punca. Vsaj zgleda tako po tem kar pises. Samo cist malo prevec jezna skoz. 😉,ni sporni govor,0
"@R_Rakus A se imajo fajn radi?😜 Gotovo bogat besedni zaklad, pa ""strpnost"" drugače mislečim.🤨👻",ni sporni govor,0
"Slovenija, evropska zmagovalka: Ne v pandemiji, pač pa po brezposelnosti, zmanjšanju standarda in pesimizmu https://t.co/WGGS8WU6aW",ni sporni govor,0
"(POZEBA) Okoli 7:45 je nad sadovnjaki v zadimljeni Svečini posijalo sonce, ki pomeni otoplitev in konec bore. Kolikšna bo škoda zaradi pozebe, zaenkrat kmetje ne morejo oceniti. Nekateri plodi so že uničeni od mrazu v preteklih dneh.
Več kmalu na https://t.co/5qA7XQXW9R
@vecer https://t.co/ZlUrPgy3Fn",ni sporni govor,0
"@zaslovenijo2 Pravis potem, da je cas za 4. Rajh in njihove mini satelite po Evropi?",ni sporni govor,0
"V trenutku, ko je kanclerka povedala, da Italije ne bo pustila na cedilu, se je vrnil optimizem.

Piše: Saša Vidmajer

https://t.co/TQDT5sHLUY",ni sporni govor,0
".@JJansaSDS: Prosim župane slovenskih občin, da se v prihodnjem tednu čim bolj angažirajo glede pomoči pri organizaciji varstva otrok na domu
https://t.co/W3PRqywrWZ https://t.co/hjjtDdmywK",ni sporni govor,0
"@rokomavh Bejž no. Kakšna država smo mi, če je lahko en Šarec predsednik vlade?",žalitev,1
"Ostani doma, ne nasedaj propagandi in poslušaj podcast #drzavljand

Pogovori s pametnimi ljudmi o pametnih stvareh, vsak mesec nova epizoda.

Več na https://t.co/LS7WHOZjq4 https://t.co/Q9aqBOmZar",ni sporni govor,0
"Vseh potrjenih okužb v Sloveniji je malo manj kot v vseh preostalih delih nekdanje Jugoslavije skupaj. 
A to je predvsem zaradi tega, ker je testiranj v teh revnejših delih Balkana v primerjavi z našo državo daleč premalo. 
https://t.co/AR0XPPyOiu",ni sporni govor,0
"Evo, tako bom nadela, pol me lahko kar na Žale transportirajo 😉 https://t.co/egsB7cbpQX",ni sporni govor,0
"@BandelliMarko @rtvslo @RTV_Slovenija Ja, RTV ni samo TV, ampak je za vas levičarje mnogo več, je namreč vaše trobilo.Hahaha! Tudi jaz plačujem ta zavod, da mi non-stop laže, širi sovraštvo in uničuje nasprotnike komunizma.",žalitev,1
"@ZivljenjeinS @jinaver @zirosi Upam samo, da ko bo konec karantene, ne bo vse tako hitro pozabljeno in se bomo samo veselili ... in na takšne stvari pozabili.",ni sporni govor,0
"Razlogi zakaj bo resolucija o varovanju okolja le mrtva črka na papirju in kako smo vanjo vključili geotermalno energijo, ki so jo na ministrstvu poplnoma prezrli. 🌲🌳
https://t.co/pnzOG54xUb",ni sporni govor,0
"@JakaDolinar2 Ne vem s kom točno bo JJ sestavljal koalicijo, a tri stranke ga niti poslušat niso hotele... Zdaj nestrpno čakamo, kako globoko bo zlezel v anus SMC-ju, oni bi se ga znali celo usmilit. 🤣🤣🤣 Za DeSUS pa sem skoraj prepričana, da ""rdeči del"" stranke ne bo za, riziko je prevelik.",žalitev,1
"@Jan_Skoberne @vladaRS Jan Škoberne, nekoč poslanec SD in namestnik člana preiskovalke za ugotavljanje politične odgovornosti nosilcev javnih funkcij pri investiciji v blok TEŠ6. Sin direktorja in 10% lastnika Esotecha, ki od leta 2014 posluje s TE Šoštanj. 
2,4 milijona v treh letih.",ni sporni govor,0
"@dragica12 H V A L A 🌤️🤗🌊
Dragica, polepšala si mi večer... Mesto moje mladosti #izola 💕",ni sporni govor,0
"PV Nove Zelandije Jacinda Ardern se ni pustila pretirano motiti med televizijskim intervjujem, ko je to državo stresel kratek potres. https://t.co/wFWFrWYKmG",ni sporni govor,0
@jozevolf @MihaLjubljana Na Klipsche si e ti navlekel. :) Danes sem jih vzel iz škatle.,ni sporni govor,0
"@DanielKalan Tisto je vsaj smešno. Vsaj kar spotoma vidim, ko kdo kaj sem privleče. :D",ni sporni govor,0
"vem, da bi bil rad s svojo sekto živel v tretjem rajhu, na srečo ti ni uspelo! Smrt fašizmu!!!! https://t.co/Qx8WaaZEuN",žalitev,1
"@MihaMarkic @ukclj Blage, kako se naprintane uporabljajo. 
V glavnem, ce mas iz blaga, je dezinfekcija relativno easy...",ni sporni govor,0
"Spoštovani državljani. Kot že mnogokrat rečeno, nas situacija v Ljubljani skrbi 🛑. Ljudje tam uživajo preveč svobode 👨‍👩‍👦‍👦. Vlada že dela na novem svežnju ukrepov, ki bo situacijo rešil na več načinov. Prva ideja vključuje star in preverjen način, t.j. bodeče ograje okoli mesta 🙏",ni sporni govor,0
"Z »1,15 v krvi« zapeljal z vozišča in se večkrat prevrnil https://t.co/GsFCSH51sa",ni sporni govor,0
@Hrastnikov @ModernaKmetica krasno je. A so pohodniki kulturni al ti puščajo celo štalo pa svinjeraj?,ni sporni govor,0
"https://t.co/N21Svmf0P7 Ne še dolgo nazaj je Jan Zobec oznanil, da se umika iz javnega diskurza. Ker se je zdaj spet oglasil, lahko sklepamo, da se je hotel samo znebiti nastopov na @RadioOgnjisce v redni rubriki Spoznanje več, predsodek manj. Očitno je spregledal hinavšino #RKC.",žalitev,1
"@PeterKlepec9 @KatarinaUrankar @MatejTonin @NovaSlovenija Podpiram. Kot vse druge, ki v teh dneh garajo. Čeprav naredijo tudi kakšno napako. Tisti, ki nič ne dela, je prav gotovo ne bo naredil.",ni sporni govor,0
"@mern0k @petra_jansa In Palestina,haha, Izrael jih dobro pozna ,zato jim nič ne dovoli ,še vzame jim",ni sporni govor,0
to je njihova laž laž pod vplivom vlad3 zlorabljajo MEDICINSKO STROKO = FUJ https://t.co/uHCQ2s0yJv,žalitev,1
"Vse, kar je obveznost državljanov je, da plačujejo davke, ki sestavljajo proračun, ki ga nato poslanci razdelijo z zakonom. Zato je tudi določen v %, da ga lahko poslanci zvišajo ali pa znižajo, če je denarja preveč, kot se je zgodilo lani, letos pa ga je že prvi mesec zmanjkalo! https://t.co/pYWpmIU9sD",ni sporni govor,0
"@jolandab88 Če pa to ni kriminalec kdo je potem, nevaren in kot kaže mulca vzgaja v širiatskem pravu.",žalitev,1
"Ja, tega si Janša in Janšizem želita! Pobijanja in izganjanja pravih domoljubov in vsega, kar ni domoljuPno...za sedaj črnorokec ""ubija"" novinarje, medije, kolesarje...jutri pa ...

https://t.co/KbcmplMEiW",žalitev,1
"@schoo666 @MarjeticaM @tiskraba Ne more se pričakovati, da bo doxxanje raznih savićev, jelen, špelc... ostalo brez odziva
Zadeve so hudo na robu, kar je tisti učitelj izkusil na lastnih jajcih. Verjamem, da je bil izjemno presenečen (mehurček)
Glede doxxanja: Andrej Magajna lepo pozdravlja",nespodobni govor,1
"Dolenjski in belokranjski župani pozvali k ohranitvi prioritete varovanja južne meje 
https://t.co/At9uEsO6Ju https://t.co/AEDXtpCHaC",ni sporni govor,0
