,tweet,is_offensive,sporni_govor
9410,Najhu pa da nas taki model želij držat doma vsaj še kakih 10 let,ni sporni govor,0
9411,V vsaki demokr je normal da se skupaj z oblast zamen tudi inventar Kako naj nekdo vodi svojo politik z uradnik nasprot tabor Tudi levak so nastav praktič preko 90svoj kadra v vse državn instit To so njih zvest volil kruhobor,ni sporni govor,0
9412,KOMENTAR Jože Biščak Življ v rdeče pasu ali kako neumen moraš biti da protes proti sebi,žalitev,1
9413,Življ je hitro Mu zakonod lahko sledi Še decemb bi bil proti aplik na telefon za sleden Danes bi jih z veselj sprejel Zdrav pamet Upam,ni sporni govor,0
9414,To so tehtn vpraš in bi jih bilo smisel predeb in vključit v zakonod,ni sporni govor,0
9415,Ampak prelep da bi opisal ta predlog,ni sporni govor,0
9416,Kako se obleč za delo od doma Tukaj je 13 izvirn rešit,ni sporni govor,0
9417,Vzame karkol sam da ni kobil in potres in da majo kavo in cukr,ni sporni govor,0
9418,Znane podrobnos jutran tragič nesreč v kater je umrl voznik,ni sporni govor,0
9419,To je seved res da se gener menja ampak to ne pomen da bo prihajaj gener podpir JJ in njemu podobn Mlajš gener imamo dovolj politič igric komunis in domobr Podpr mlad polit ki ni pripad noben opcij v trenut,ni sporni govor,0
9420,Vsi ki ste sodel v današn anket do včeraj je bilo unovč 27000 turistič bonov v skupn vrednos 35 mio od tega 10000 v enem dnevuVas zanim še podatek kolik jih je bilo unovč do danes FURS turističnibon eDavk,ni sporni govor,0
9421,V prvi epizod opravičujemos obdel prvo poglav knjig O mačku obvozn iz preber citat Arturj Dentu buldožer Ford Prefe Yugo Koral g Prosser in sploh vsem Hvala ker delit poslu in podpir,ni sporni govor,0
9422,No malo je to tudi upravič če tudi pri nas drži da kot so izračun v Nemčij imaš z otrok do njegov odraslos strošk v vrednos ene hišeKdor nima otrok teh strošk nima poleg tega otroc drugih potem plačuj za njegov social izdatk Višji davek je OK,ni sporni govor,0
9423,V petek pet novih smrti bolnik s covidom19 števil umrlih v epide se je v Sloven povzpel na 50,ni sporni govor,0
9424,Smrt janšiz ni enako smrt Janši Če pa nadaljuj z tako retorik bo tudi to pisal na transpar v bliznj prihodnos,ni sporni govor,0
9425,Švedi bodo pozabl trupl še dve leti po stanov pobir Tolik o švedsk trupl Niti podatk niso,ni sporni govor,0
9426,Predsednik Gener skušč Katalon je kritič do tega da Špan ne posn Franc Dansk in Poljsk ki ne nudij javne pomoč podjet s sedež v davčn oazi,ni sporni govor,0
9427,ŠOKANTNO danes v prvi in edini razkr kaj je bilo ponuj in Aleks Pivec če vstop v Ekskluz vsebin koali pogodb Za Sloven,ni sporni govor,0
9428,Ha ha sebe naj pogled upajo se testir na drogo,žalitev,1
9429,Glede na to kolko je zapos na tem zavod za social kulturnik maš takoj državl vojno,žalitev,1
9430,No tole pismo jih bo pa preprič Da imajo prav sevedaKak bedno skrpu,žalitev,1
9431,Nekoč sem tw o tem da ultim resni ne obsta ker si neke dogodk vsak razlag in jih opravič po svoji presoj in iz svoj kota pogled Še vedno misli tako,ni sporni govor,0
9432,Oj odgovor urednik vse ste tukaj prepis od mene dobesed zakaj pa vir prepis ne citir,ni sporni govor,0
9433,aktiv domač kapacitet za izdelav respirator pomoč starej in nemočn na domu ki rabij dobav hrane iz zdrav pomoč gospodar TAKOJ nemč je za začetek aktiv 500000000000 eur priprav kapacitet za večje bolni,ni sporni govor,0
9434,Hkrat pa stotin mladih znanstvenik gara na kidrič fevdih za Djatl fevdal ki olastn znan članek kamor se delav ki so dajal ideje znanj znoj niti podpis ne smejo,ni sporni govor,0
9435,Rdjav qoorc i dlaka smetab rekli naši exbra,ni sporni govor,0
9436,No tudi če bi bilo nbi gledal ampak NE SME bit Kam pa pride če ne jebo te kompjuter in kajjazvemkaj,ni sporni govor,0
9437,Stara starš grest že drugič na Evrops sodi za človek pravi,ni sporni govor,0
9438,Kakšen cenen poskus relativiz vojnih grozot 2 sv vojne Čeprav odkrit nadaljujet in negujet kolabor zapušč pri nas sebe aktivn postav v vlogo žrtve Pri vsem tem pa za ideol obračunav zlorab vladn twitter profil,žalitev,1
9439,jaz sem ga imel spredaj in je hudo neprak psa imej v njej pripet men je Chena sred magist gladk skoc ven skozi kabri luknj super je ce je zlozlj vecja koles manj rukan protidez zascit in mreza proti mrces sta super,ni sporni govor,0
9440,Island z global oglaš akcij turi vabi v svojo prelep pokraj Ta je kot prav zarad svoje odmaknjenos idealn za sproš jeze,ni sporni govor,0
9441,No ja to ravno ni resza letov doma npr dobij v Italij do 500 eur,ni sporni govor,0
9442,Tega pa še nisem videl Sami zmagov,ni sporni govor,0
9443,V še bolj avtoritar držav mandatar tega niti ne treba izjavit pa tako je,ni sporni govor,0
9444,Jaz ne sem en del pogled sicer več ni šlo Me nervoz dela,ni sporni govor,0
9445,Ni lepo lagat Članek je zelo dolg Ampak rajši ignor kot da te dolet razsvet ane,ni sporni govor,0
9446,Trdit da Vlada nima legitimnos je izmišl Dovolj je prazn besed ki si ne zasluž pozornostiVeč prebiv sprej oziro sogla s temelj oblast odločit Nekaj tisoč kolesar je manjšinaVlad je legaln izvolj in je legit,ni sporni govor,0
9447,Odlok za državl EU predvid 14dnev karant vendar ob tem vključ več izjem med drugi za držav na posebn sezna za rezerv nočitv in lastnik nepremič,ni sporni govor,0
9448,Sloven 8 najvarnej držav na svetu Bomo zarad nasiln levičar izgub prestiž mesto na lestv,žalitev,1
9449,Sloven se kot člani EU in s paket ukrep ki se priprav odziv na gospod in finanč posled krize na podob način kot večin drugih evrops držav Ukrep za 3 mesec so usmerj v social varn in pomoč gospodar,ni sporni govor,0
9450,Kako velik pezde moras bit da namest da hotel opozoris na nesklad oz vsaj vprasas zakaj je do njega prisl namest tega posljes pritoz na casopis Aja vem kako velik Gale velik pezde moras bit,žalitev,1
9451,A je to preveč če si predstav da bi imela Ljublj kakšn obelež Roka Petrovič ali ulico Marjan Rožan podhod Branet Biten Zagreb ima ulico Milan Mladenović EKV Aja mi bomo imeli Danijel ulico,ni sporni govor,0
9452,Te dni ko sta minil dva drža prazn se je zdelo da za predsed vlade obsta zgolj eden Prebiv in prebiv Sloven je voščil zgolj ob 1 maju praznik dela Ob 27 april dnevu upora proti okupator ni priprav noben poslan,ni sporni govor,0
9453,Se pravi ko je ljudi nastav naša stran so bili vsi strokovnjak V njih se ne sme dvom Sedaj ko je na oblas druga stran so sami nestrokovnjak kater dejan lahko vsak zabavljač koment DvojnaMer Jaz bom dvomil in koment obe stran,ni sporni govor,0
9454,Odprav vezan na mandat vlade Marjan ŠarcaD jih ni sram,ni sporni govor,0
9455,Zgledad je to klet velik ljudi do sedaj obiskalol in desnihDob vin imajo,ni sporni govor,0
9456,pardon ampak v sloven v parla ne volim ideje temveč ljudi Če so bili voliv pod vtiso da volij ideje moraj obnov svoje znanj demokr ali pa se bolje poduč o idejah člove ki ga volij,ni sporni govor,0
9457,Kaj pa žensk kvote v špedi rudnik v komun pogreb podjet enakoprav so važne kvote ali sposob,ni sporni govor,0
9458,In tiste ki testir več najd več primer v zgodnj fazi Popoln nerel,ni sporni govor,0
9459,Video Razkr napad na policis na petkov protes Gre za nekdan zaposl na V Sloven via,ni sporni govor,0
9460,Kaj bomo na nasled predsednis volitvah imeli dvoboj crnohumoris Knafl zoper dr Krizan AntiJezus proti Krizan,žalitev,1
9461,jaz verja Jelki Godec Tonin Galet in zdravnik žal pa vse bolj tudi da je Počivavšek imel prste globok v marmelad,ni sporni govor,0
9462,Jaz imam nek čuden občutek da me bo na koles poisk Tudi v torek me je,ni sporni govor,0
9463,Ni verjet Učink zaprt šol nenujn trgov in lokal se bodo postop začel pozna v nasled tednuVeč jih vo simpt prepoz po tednu dni,ni sporni govor,0
9464,Šoferj si lahko pomag tudi s tem zemljevid kjer so realn podatk glede čakaln dob tovornjak na mejnih prehod,ni sporni govor,0
9465,V je dokaj neutr drzi pa da je na desne polu intelek prazn zato se zdi da so medij univer pretez levo usmerj,ni sporni govor,0
9466,Janša je janšiz O tem je na oglič članek,ni sporni govor,0
9467,Ah zarad mene se vam ni treba trud Za tvit je načel sorazmernos prezah mater,ni sporni govor,0
9468,Maric Uršič Zupan v uvodnik v 7 valu Zanaš na ustav in zakon je daleč premal in ne dohaj zvijač goljuf Zato so dolgor najmočnej varuh maleg člove in narav ljudj,ni sporni govor,0
9469,Hmm a je to legaln Misli brez domač posred,ni sporni govor,0
9470,Čist uredu če to nared in uporab do konca zavrž embalaž ali jo znova napoln z ustrez vsebin Če pa situa pusti nasled uporabnik ni kul niti mal Razočar nad tisto hladn brozg ki priteč iz flaše je konkret,ni sporni govor,0
9471,Revčk bojo crknl Zakaj so trgov ob nedeljah še vedno zaprt,žalitev,1
9472,Jaz se dobro spomn tega Je bil kar šok kaj si privo,ni sporni govor,0
9473,Kaj ni argum Pivčev obsoj izjav Beovič Beovič je zdravn Kdo zdej koga brutal kritiz A ti je treba naris,ni sporni govor,0
9474,Ob začasn odvze treh otrok mater brez zaznan nepravilnos sodišč,ni sporni govor,0
9475,Ta dva si usodo pečatit sama Nihče ju ni silil da si delat sramot s svoji neoukus gesta Ce pa sta vam všeč pa je to vaš osebn okus Meni pa je vsec odgovor,ni sporni govor,0
9476,Res čas v obdobj koron virus je izjemn primer za nasmej face optimistič izjav in pripoved vicev,ni sporni govor,0
9477,Le zakaj je Matjaž Han tako hudo nervoz in živčen ob koment sestav nove poten koali Tudi njihov predsednik je ob tem vse prej kot židan volje tarca,ni sporni govor,0
9478,To je Trump trdil da belil čistil direkt v žilo uniči coron,ni sporni govor,0
9479,Me vesel da nisem osamlj v svoje razmi D,ni sporni govor,0
9480,Spet se v povpreč 1000 ljudi na dan testir Kdo so te ljudj zakaj se testir,ni sporni govor,0
9481,Na Hrvašk strmoglav šolsk vojašk letal dva mrtva foto,ni sporni govor,0
9482,Tajni agent James Bond Daniel Craig se je umakn iz aktivn služb ter uživa mirno življ na JamajkiPREMIERA zadnj 007 filma NI ČAS ZA SM pri nas 2 april ob 1800 Nakup vstopn na,ni sporni govor,0
9483,Oglejt si video Voden po Cankar knjižn Vrhni in odkrij njene zaklad V njem se boste virtu sprehod med 18 postaj na kater boste spozn nastanek Kultur centr Vrhni in Cankar knjižn v njem,ni sporni govor,0
9484,Bilo je drugač Broza je nekdo opozor da lahko sloven obala mimogred spet postan italij in da obsta nevarn da bi Italij s Savudr kontrol vso Istro 12,ni sporni govor,0
9485,medij vrhuns relav koma ko bi vsaj prever takšn novinar ni na svetu iz osnovn šole bi korektnej poroč,žalitev,1
9486,Na vse stran se trud blat koalst rušit vlado Bolnik,žalitev,1
9487,16 workin age prebiv ZDA je v enem tednu vložil vlogo za brezposel Rekord Delim še enkrat da se malo usede,ni sporni govor,0
9488,Pozdrav imate morda kak Siriusmed R30 preveč Tu v kleti je namreč zelo zatohl želel bi se malo ventil,ni sporni govor,0
9489,V Jugi je bilo marsikaj narob ampak na nekater stvar smo bili pa priprav Civiln zaščit NNNP vojsk Kmalu bomo videl česa se je janezek naučil in kaj si je selekt zapomn,ni sporni govor,0
9490,Slobod Dogandžić je za Olimp v obdobj 197278 odigr 211 uradn tekem in dosegel 4 gole Konec 70ih pa je nekaj časa igral v NASL za San Diego SockersAmer so ga prekrs v Boba Dogan,ni sporni govor,0
9491,Kaj zmore Dolby Atmos v zvočn letvi za slabih štiris evrov Za marsikater vsebin na Netflix je precej zanim več pa seved povem v člank,ni sporni govor,0
9492,Ob tem velja opozor da je izvaj ogled in ostal aktivnos v promet z nepremič varnej ob sodel nepremič posred ki bo ob tem poskrbel za ustrez zaščit ukrep,ni sporni govor,0
9493,Pri velik naročiloh se da vedno dogovorit dober rabat,ni sporni govor,0
9494,Verjet bo vztraj tolik časa da bodo strank rekle ja seved bomo ustreg predsednik in skočil v naroč SDSu To da vse anket kažej da si voliv res večins želim le novih volit pa predsed držav sploh ne zanim Kaj če ljud same motnj,ni sporni govor,0
9495,think I should tried harder ta get ev to stay Next time,ni sporni govor,0
9496,Novogor atlet ki imajo v absolut meril na Primor najbol dosežk zadnj devet let vodi predsednik Oliver Batagel ki opozar da bi moral imeti kralj šport na Primor več podpor,ni sporni govor,0
9497,Prvi teden prvi ukrep Priha pa obsež ProtiKoronaPaket za ljudi in gospodar ki se bo z odločn ukrep in močno finanč injek spopadel s posled epide koronavirus,ni sporni govor,0
9498,Oo a na frišn To bo vesel in žura Garant So nori genial oziro genial norci,ni sporni govor,0
9499,Sprašuj se če sploh razumet zakaj gre Medte ko cel svet stoji mi denar ne morem zasluž med drugi tudi zato ker ste izdal prepoved opravl storit Odlog nam NE pomen nič ker denar NI Kar potrebuj je popoln oprostit dajat za vse Je treba naris,ni sporni govor,0
9500,22Ce pa vpijes da imas premalonaokrog pa hodis s premi znamk gre pa ljude v nos Misli da uprav,ni sporni govor,0
9501,Ja res Rosvit Pesek v Šikolah,ni sporni govor,0
9502,Slikan za in za lažje razum global revolucionar proces,ni sporni govor,0
9503,KoncertD Tomaž Pengov je 28 novemb 1994 v Klubu K4 nastop pred ameri kantavtor Townes van Zandt posnetek nastop pa danes priha v vaše dnevn sobe 1645 Tomaž Pengov Živo v Klubu K4 Val 202,ni sporni govor,0
9504,Kučan največ grobar sloven komunis via,žalitev,1
9505,Ti avtor da ANG in SRB verz in reče Prevajaj po ANG Ob koncu ga vpraš nekaj čisto tretj on pa Joj sem ti pozab poved da zadnj poglav delaj po SRB ker je ipak boljš Medte ko se borim da bom do dopust vse postor 5 dni prevaj za v smeti Fakof,ni sporni govor,0
9506,Defin situa ironi Lahko bi dodal v,ni sporni govor,0
9507,Ej moj grims ti si pa res bedak prve sorte Aja pa odloč se zdaj kdo bo nas prvi Levičar ali Migran Ker drug tak ne znate kakor pa samo ustrah,žalitev,1
9508,Kot rečen vsak človek na stvar gleda s svoji duhovn areal in sinaps povezav iz tega in če Vi tako dojel je pač to Vaša slutn oz interpret stvarnos Jaz v tem pričuj izraz ne vidim oz nisem videl nič drug kot izraz protes oz osebn prizad,ni sporni govor,0
9509,Dumb and Dumber Butec in ButecCirkus in LakajD Avgust in Nori PierotMar in Damir,žalitev,1
9510,Evo Tilen je nared QR kodo Hvala,ni sporni govor,0
9511,Obisk koncer bodo tudi poslus vse ostal razen tistih besed ki ti v besed niso vsec,ni sporni govor,0
9512,Čak mal Torej so bili prej Španc in Italij zdrav pa jih je en kitaj na tekmi vse okužil,ni sporni govor,0
9513,Če vlada deluj po princip en privat interes v predlog en dan čakan bo s stran EU namenj za državl sloven v tej smrtonos koronavirus situa že nujno potreb finanč podpor na voljo do recim avgust samovpras,ni sporni govor,0
9514,Barnier in Frost nasled teden o koledar pogaj o prihod odnos EU in Združ kraljes,ni sporni govor,0
9515,neodvis novinar ki NE tros fake news Ne pozab 2200 zapos s 100 milijon prihod Od nas ovc ki jim moram plačev tlako Rak rana sloven Do kdaj še,žalitev,1
9516,Vidit vse usluzb in pedagog v solah zakaj imate tako nizke place Strukel mesecn pober vec kot 5000Z se mu gre za vas mu ni mar Vi mu od svolih plac darujet tako visok placo Kje je tukaj social praviv sindikalis Strukel,žalitev,1
9517,Blage kako se naprin uporab V glavn ce mas iz blaga je dezinfek relat easy,ni sporni govor,0
9518,Hvala bogu velja Nikar pa ne mešajt izredn razmer ki so de facto bile z blažen stanj miru javn naro v običaj razpis,ni sporni govor,0
9519,Saj v resni je v vseh zbirkah mnogo finih in ko se menja je vseen če je kakšn glupa vmes Zdaj imam Milkdrop 20 Je pa zabavn in prijet cajt s takim neumnos zabij D,ni sporni govor,0
9520,Od ponedel v Ljublj ponovn plačlj parkir,ni sporni govor,0
9521,V Singapur so se politik odrekl svoji plača Gesta solidarnos Pri nas pa so si jih solidar dvign,ni sporni govor,0
9522,A sploh ne razumet da to ni samo njegov izjav Velik nas je Več nas je nezadovol kot je vas na rtvju Kje vi živit Poglej se v ogled če sami sebi še verjamet kar govor,žalitev,1
9523,Ko mi taki tipi dvign pritis ejjj Ko pa rabij predavatel za medic fakultet in zdravnik ob pomanj kadroF pa jim niso balkan mater PSSled spodnj TW,žalitev,1
9524,True Sam lej vsem tezko pomagas Sicer pa bo se en Megapaket ki bo vrjetn tud na to mislu Upam,ni sporni govor,0
9525,Vse kaže da je najman 75000 evrov morda pa še bist več šlo v luft Zdi se da mnogi ne bodo tako zlahk pozab na včeraj proslav zmage nad Covid19 v režij Janšev vlade,žalitev,1
9526,Vse razum ampak otrok ne izbir starš In v zadnj času sta se precej umakn iz javn življ vsaj zdi se mi in ne hujsk več In ja res gre za otrok Naj uživat v starš morda spregled Bodim boljš,ni sporni govor,0
9527,Jaz danes obolev že cel dan Dretj vpitj svaljk po kavču riti komaj vleč po bajti popoln navel vsega Še 16 dni,ni sporni govor,0
9528,Nihče norma tega ne želi nekater politik pač to zlorab za nabir pocen politič točk ob pomoč domin medij,žalitev,1
9529,Bravo zdaj je pravi čas za obračun Najslab bi bilo če bi levides v teh trenut malo skupaj stopil,ni sporni govor,0
9530,Haha to sem tudi jaz vedel pa so se mi vsi posmeh ko sem se psihič priprav in že v začetk februar kupil zalog mask Nisi rabil bit ravno znanstvenik če si spreml tuje medij in primer social omrež,ni sporni govor,0
9531,Marš moj soimenjak pa kam kaže tvoja pot Celo želel si pokaz da si normalenLevak ste čisto mimZbog,žalitev,1
9532,Nafte preve mi pa na elektr avtomob Elektrar na nafto so resit,ni sporni govor,0
9533,Ni več treba dokaz da so državl danes žrtve pritl a načrtn propag Pri čemer vsi podatk kažej da prebiv zgledn spoštuj prav karant in da si dejans zasluž pohval ne pa zmerj,žalitev,1
9534,Pred leti sem napis da je EU slika makron merkl cerarj junker v prevod EU je požen pički ki ima vse manj vloge v svetu Kaj pa cmo pričak od politik brez jajc in brez hrbten,žalitev,1
9535,Če bodo podatk ostal ugodn se prvi manjš paket sproš ukrep morda obeta že nasled ponedeljek je napoved vodja svetov skupin minist za zdrav Bojan Beović Množič družen v kratk ni pričak je dodal Jelko Kacin,ni sporni govor,0
9536,Najman polov tistih bolezn ki jih dotičn naštev ima ona sama je videt Drugač si ne znam predstav njene evforijenarekovaj zato ker se mula obnaš kot na smrt bolan človek ki se v agonij sunkovit dvign v postel v tiste trenut umre in se zgrud,žalitev,1
9537,V 75 letih je levic vladal 68 letV 30 letih SdS Janez vlada 30 letDemok,ni sporni govor,0
9538,V inovat realnočas igri Capta Sonar se do 8 igral v dveh ekipah pomer v napet dvoboj med nasprot si podmor Za zmago je potreb timsk delo v nasprot primer se potop na dno oceanaZ 28 4560m Uroš Modli Sloven vegans društv,ni sporni govor,0
9539,Spošt coronavirus COVID2019 je potrj na Avstr Štajer Zanim je da prav nobed medij ne obvešč saj velik ljudi dnevn migrir v Avstr pa ne zgolj iz okoli Mb temveč celotn Dravsk polja Prekmur,ni sporni govor,0
9540,Andrej Karol in Miha Šalehar v Poletj v dvoje gostit Jutran koncer V dvoje Sever Gjurin je na jutran glasb zabav v živo pripel Serge Ranđelović ki ga večin pozna pod vzdevk RunJo Ob 800 na Valu 202,ni sporni govor,0
9541,Kot bi pozab kako se vozi z bicikl,ni sporni govor,0
9542,Kdo pa govor da bodo ukrep v nedogled Da za nestrp gre ali pa za metan polen pod noge vladi,ni sporni govor,0
9543,Ob 11 uri pričakuj izjav vodje svetov skupin v okvir zdravs minist dr Bojan Beovič ter minist Aleša Hojsa in Janez Cigler Kralj,ni sporni govor,0
9544,Stara resni pravi takol že pred vojno nismo nič imeli Potem pa so prišl komunis in so nam vse pobraliIn res je bilo tako Vse Vključ z življ premnog,žalitev,1
9545,Vsem poslan in vsem novinar in vsem koronaizletnik poglej si zadnj 5 Infodr izodr kjer razlož okužb in ukrep na razuml politič ne motiv način BRAVO,žalitev,1
9546,Sloven nikol nismo nikogar okupir ali izkor Ravno obratnoKot sem rekel Pojdi dol in jim pomagaj,žalitev,1
9547,Ali ste vedel da imajo nekater rastl spol Na videz prepros predpostav je bolj komplek in še bolj zanim kot se zdi na prvi pogled Metamorfoz,ni sporni govor,0
9548,Pa ne to tak na glas govorit da te kdo ne glej da boš zaj kandid Maš mojo podpor,ni sporni govor,0
9549,Nacion center za NMR spektroskop visok ločljivos v imenu srednjeevrop konzor CERIC ERIC vabi k sodel na razpis za odprt dostop do razisk infrastruktur Več info gt,ni sporni govor,0
9550,To je maškarad ki z Jezus nima noben zveze On je nase prevzel simbol mandat in to plačal s smrtj na križu Tole pa je norčev iz njega,žalitev,1
9551,V bistv je ribiš pot a je v delu bila tudi zgodov romars pot konča ali pa začne se pa na Cabu San Vincen lahko tudi prejverjet najlep pot ob Atlantik,ni sporni govor,0
9552,si zihr da nebi še kakšn za odigr You are on vs,ni sporni govor,0
9553,Živim v centr Lj prjat In mi ta drhal vsak petek pričar ogromn smeha in zabav,žalitev,1
9554,Danes vreme na Primor več na,ni sporni govor,0
9555,Obseg ni in ne sme biti probl Če na 36 stran ne uspeš poved nič pametn ti tudi na 360 stran ne bo uspel V vsebin pa se ne spušč ker se mi zdi tema bizarn in se mi zdi škoda časa Ampak če že člove ne bo imelo nič od tega bodo pa imeli vsaj robot,ni sporni govor,0
9556,Raje začn zavrač njihov laži Repe je kaviaržidok bastar in ni pripadnik sloven narod in se celo še sam ni lažniv oklic za takegaPieraz je težko kaj drugač če pa je bil vsaj na pol sloven se je polovič že davno tega odpoved MURGLJUGOKOMUNJARE,žalitev,1
9557,Težko je prizn da si nekaj delal po svoje čeprav se zgovar na strok sam ne vem kater,ni sporni govor,0
9558,Misli da je ta zakon usklaj s pijavk S tisti ki plačuj gotov ne,žalitev,1
9559,Ne Artator Se pa strinj da je pogled na Cres iz Nerez precej podob,ni sporni govor,0
9560,ja nasled pametn ideja je da naj držav kupi za 10m loto listk in bo zihr zadel jackpot,ni sporni govor,0
9561,Kučan je svoje delo odličn oprav Edine izmed komunistič voditel bivših republik je uspel ob nesebič pomoč sdv ohran vso oblast oziro jo celo poveč Pri nas se vsebin leta 1991 ni nič sprem Se mi pa sedaj smili naslednik so kot Bolek in Lolek,žalitev,1
9562,Nesre zaprt vozni pas A2 Ljublj Obrež,ni sporni govor,0
9563,jst tebe ne razum ni mi jasno a bi ti rad smrdel al hočeš da drugi smrd ti boš pa užival,žalitev,1
9564,Maska razkuž kapa zaklen v velik studi Koncer bo pa na morje gremo,ni sporni govor,0
9565,To so zakriv v času Vojne za Sloven in v MSM tudi danesDiskredit pa ustanovitel MSNZ in jiim uspevaTon že dolgo ni v pozit člank MSM in ne nastop javno čeprav se ravno v tem času odvij zadnj spopad Kučan komuniz in demokr,ni sporni govor,0
9566,Vaše roke bodo spet krvaveSramot kaj propag,žalitev,1
9567,Žalost d Kocjančič in David Tasić sta umrla celo isti dana o smrti Tasič nisem zasled novic na VSLO Morda obsta razlog za toGospod Tasić je bil velik gospoddostoj človek Počivaj v miru Sožal njeg družin Za vedno bo eden od štirih,ni sporni govor,0
9568,Verjet se ob petkih goniš s koles po Ljublj pa tega ne opazi,žalitev,1
9569,je potreb najkas danes ob 1800 zarad nacion varnos odstr z vzvod oblastiDovol nesposobnos je bilo dovolj,žalitev,1
9570,Da sicer sem imela doma dve škatl podar bolj potreb,ni sporni govor,0
9571,Jaz se spomn samo Cikat samo dvomi da bosta imela vidva iste želje kot smo jih imele babe 25 let nazaj In ne nismo kampir ampak smo v njihov baru vedno dobil za piti in za jest,ni sporni govor,0
9572,Nenavad modni trend kje je meja med modern in nepraktič,ni sporni govor,0
9573,Lepo prosi super ps Zunaj žgol kot za stavo briga jih virus in naše skrbi,žalitev,1
9574,Eni smo imeli srečo da jih že v start nismo volil čeprav so bili obrti dobri Nisem mogel verje da se človek lahko tako drastič sprem v stali in prepr seved,ni sporni govor,0
9575,Fašiz je v Sloven vstop skozi velik vrata tist dne ko so Cerkv dali državn gozdov in župnik služb v vojsk in polic bolj kot tolik držav sploh ne more biti fašistič kloak SDS so neona ostal pa so fašistič anusi,žalitev,1
9576,Nima veze to z ničemar kar govor Dejstv je da je zunaj virus Na njega ni bil nihče priprav,ni sporni govor,0
9577,Zarad COVID19 moram vsi ravna previd in odgovor Po nedavn ukrep sprejet v Italij in v sklad s smern bom iz preven razlog prihod 14 dni opravl predsed dolžnos od doma,ni sporni govor,0
9578,BTW kolik vzpored predav lahko teče na vašem Adobe Conne siste,ni sporni govor,0
9579,Izjemn vzduš sinoč v Kranj skupaj z dr Jožet Dežman na promo noveg natis knjig Sloven razkol V četrtek smo v Logat več na,ni sporni govor,0
9580,Maske bomo nosil ja v tej vročin bomo zamaskiraninaj dodam še šal pa rokav tako za ziherK bo odgovar ko se bodo pojav posled nošen maskk bomo izstav račun,ni sporni govor,0
9581,To je res ja ma je res že sila odlaš že dolgo ker se meni to res ne da,ni sporni govor,0
9582,Držav je izplač le manjš del pomoč gospodar iz prvih dveh zakon za blažen posled epide Ukrep nadomes za čakaj na delo je težak 700 milijon držav je podjet izplač 275 milijon Piše,ni sporni govor,0
9583,Fizik ima tu velik predn prizn Fizik je šolsk predmet ki najlaž predstav znanst metod Ravno zarad tega ker so eksper tako dostop Pa že v fizik je prava simul za dijak lahko bolj nazorn kot eksper Ampak eksper je vseen real life,ni sporni govor,0
9584,Ti bi mora izstop it politik in nam vsem naredit uslug da ne poslus tvojih glupih nebuloz iz 18stoletjatel,žalitev,1
9585,Če je nadzor prehod občins meja eno kater je drugo In čemu koris tisto eno,ni sporni govor,0
9586,Kar misli si Vsak petek jih je več Zbral so 50000 pisem proti nelegit vladi To za tebe ni nič Tudi po drugih mestih se števil protestnik veča Je vse to brez sporoč Tolaž se Ura resni bo kruta,žalitev,1
9587,Če bi se vsaj malo posvet z enim pravnik preden so pisal scenar Pa če bi bili enkrat eno uro v odvetn pisarn preden pišej scenar in vse se sliši ko bi vsaj sumel,ni sporni govor,0
9588,niti slučaj ni neodvis medij On je nekaj med PopTV in Nova24TV oz oboje v enem,žalitev,1
9589,Ampak bo trajal preden bo začel kej svetit Lampe bodo v Sloven najverjet dostav s tovornjak preko Itali,ni sporni govor,0
9590,Prevzel ste drzav v razpad in na polno zacel se isti dan Vmes pa dobol od rdece bande samo polen pod noge Hvala in pogumn naprej,žalitev,1
9591,Do predvid 11 ure moten oskrb v Kopriv in Velik Dolu,ni sporni govor,0
9592,JA JONASVIRUS SE JE RAZŠIRIL MED DRUGIM TUDI ZARADI TVOJIH OBISKOV FUZBAL TEKEM IN TVOJEGA SMUČANJA V MADDONA DI CAMPIGLIO,ni sporni govor,0
9593,ni račun a veš Upam da se ljudj gener zaved da ni čas za šparat dnar jst v bistv nisem dobr spal zadnj dva mesec ker sem mel debel prihr na knjićž Prov glupo se mi je zdel Ves ta šparan in odrek pol bo pa sam infla vse pobral pa cene,ni sporni govor,0
9594,Dejan kar ste sejalisovrad in razdor to žanjet Pa ne samo vi vsi Sloven smo zarad 12 zbloj levicar prikraj za marsikaj,žalitev,1
9595,Minister mag nagovor gasil Zgornjesav dolin na slovesnos v Gornj Gradu,ni sporni govor,0
9596,Življ pač ni pravič Nikol,ni sporni govor,0
9597,Ko na TV sliš uporab dveh slogan ostan doma in skupaj zmore vedit da z ostan doma nagovar protestnik ki spreml delov vlade skupaj zmore pa nagovar drug drug pri korup poslih tarča tarca,ni sporni govor,0
9598,Zmaji so na prvem medseboj obračun s v Stožicah v slavn vzdušj zabelež zanesl zmago proti prvak ZmajevoSr,ni sporni govor,0
9599,Res je Toda ta decva ne neha in ne neha Ko se situa že pomir spet stisn en tvit pa jovo na novo,ni sporni govor,0
9600,Dopoln Furs se bo obnaš kot da je vse okej zatrjuj Kdaj bo napak poprav Po celem dnevu čakan me z minist za finan po odgovor pošilj še v državn zbor,ni sporni govor,0
9601,A lahko nehat sanja mokre sanje o oblas in se začnet obnaš kot konstruk opozi ali to za vas ni opcij levakibedak,žalitev,1
